name,r1,r2,n_members,members,nodes_explored,min_relator_length
ac19_19534,YXXYXXX,YYYYXXYXXXXyXyX,1,26020,11,2
ac19_19535,YXYXYx,YYYXyXyxxYxyX,1,26022,42,2
ac19_19536,YXXYx,YYYXXYYxyXYX,4,26023 37895 73108 119482,9,2
ac19_19540,YXXyx,YYXYXyyxyXyx,6,26031 41819 53558 83836 85165 152709,13,2
ac19_19546,YYXXXyX,YYXYXyXyXX,3,26043 38759 69139,127,2
ac19_19547,YYXXXyXX,YYXyXXyxx,5,26044 27685 69663 85561 103129,22,2
ac19_19548,YYYXXXXX,YYYXXyxyX,2,26045 102814,10,2
ac19_19549,YXYXYx,YYYXXyXyxYYYx,3,26046 78820 142259,54,2
ac19_19550,YXyXXyx,YYXyxYYxyxyx,1,26047,39,2
ac19_19551,YXXyx,YYYXXyyyXyXYYx,2,26050 91304,36,2
ac19_19552,YYXXyxxyX,YXXyxYxxxx,1,26051,139,2
ac19_19553,YXYXXYx,YXyXYXXyxxYx,2,26054 145251,82,2
ac19_19554,YXXYx,YYYXYxYXXXYxYX,1,26056,8,2
ac19_19556,YXXyx,YYXXYxyXXXXXyX,1,26060,27,2
ac19_19557,YYXXX,YYXYXyyxYXXyx,3,26061 35803 63262,9,2
ac19_19558,YXXYx,YYYXXYYxxyXYX,3,26063 45504 72603,9,2
ac19_19559,YYXXYx,YYxYYxyXXYX,3,26066 66667 76113,10,2
ac19_19560,YXyXXyx,YYYxxyxxx,5,26067 56333 93177 111172 127278,122,2
ac19_19561,YYXXYx,YYYYYYXyxxyXX,1,26070,9,2
ac19_19562,YYXXX,YYXyXYYXXyyxxx,1,26071,6,2
ac19_19563,YXXyx,YYXYYxyyxxxyX,3,26072 107817 145294,14,2
ac19_19564,YXX,YYXYYXXyyXyx,2,26073 77391,9,2
ac19_19565,YXXyx,YYXYxyyxyXyXXX,1,26074,271,2
ac19_19566,YYXXX,YYXYxyXyXyXYx,3,26078 93215 132918,18,2
ac19_19568,YXXyx,YYYXyxyXXyXYXX,1,26082,96,2
ac19_19569,YXXyx,YYYYXyyyxyyXYxYXyxyX,7,26083 36017 40447 98736 107680 118443 143381,106,2
ac19_19570,YXXYXXyx,YYXyyxYxxyX,1,26084,12,2
ac19_19571,YXXyx,YYYYXyXyxYXyyX,2,26086 122613,31,2
ac19_19572,YXXyx,YYYXXXXyXyX,6,26088 37679 71323 76864 117826 120186,10,2
ac19_19574,YYXXYx,YYXXXYXYYxYYx,1,26091,17,2
ac19_19575,YXXyx,YYXyxyXXyXYxyX,1,26092,20,2
ac19_19576,YXXyxYx,YYXyXYxxYX,6,26093 33607 75649 128753 133110 155685,10,2
ac19_19577,YXYXyx,YYXyXyyxxYxyx,2,26100 105021,130,2
ac19_19578,YXXYx,YYXXyXYXyxxxx,3,26101 52482 128007,23,2
ac19_19582,YXyXXYxyx,YYxyXYxyXXX,2,26107 145233,63,2
ac19_19584,YXYXyx,YYXYxYxxyXyXX,3,26109 77910 108826,307,2
ac19_19585,YYXXX,YYXyXYxxYXXyyx,1,26110,12,2
ac19_19586,YXXyXyxx,YYXXXyXyyxx,2,26111 101766,12,2
ac19_19587,YXX,YYYXXYxyXyyyx,1,26112,6,2
ac19_19588,YXXyx,YYXYxyXXXyX,8,26114 42466 72950 99452 100948 116006 119403 126243,18,2
ac19_19590,YXX,YYYYXyXyyyxYXyx,1,26116,9,2
ac19_19591,YXYxyx,YYYXXXyxyyxxx,1,26117,65,2
ac19_19593,YXYXX,YYYYYXyXyXyyxx,1,26120,41,2
ac19_19596,YXYXyXyxx,YYXYXyXXyX,1,26125,12,2
ac19_19597,YYXXyx,YYXXXYXXyxYxx,1,26126,6,2
ac19_19598,YXYXyx,YYXXXyXyxYxyx,5,26128 43137 95643 124343 131380,32,2
ac19_19599,YYXXX,YYYYXXyyxYXyyx,1,26129,8,2
ac19_19601,YYXXXYxx,YYxxYXXYX,1,26132,218,2
ac19_19602,YXXYx,YYXYYXXXYXYYx,3,26135 42320 54512,17,2
ac19_19603,YXXyx,YYXyXYYXyxyXXX,1,26136,43,2
ac19_19604,YXXyx,YYXYxyXyyXXXYX,1,26137,391,2
ac19_19605,YXXYx,YYXXyXYXyxxx,7,26138 29752 69085 72809 74796 91052 133680,10,2
ac19_19606,YYXXX,YYYXYxxxyXXyyX,1,26141,7,2
ac19_19607,YYXXyx,YYXYxyyXYxYXX,1,26142,7,2
ac19_19608,YXXyx,YYXYXYXyXyyXX,3,26143 93964 102902,117,2
ac19_19609,YXYXyx,YYXYxYXyyXyxx,1,26144,63,2
ac19_19610,YXXyx,YYXyXXYxyXXXXX,3,26145 60019 136207,16,2
ac19_19611,YXXyx,YYXyXYxYxyyX,4,26146 75149 91279 92937,12,2
ac19_19612,YXXyx,YYYXyXyXXXyxyX,1,26147,30,2
ac19_19614,YYXXX,YYYXyyXyXXYxx,1,26150,13,2
ac19_19615,YYXXX,YYYXXXyXXyxxx,1,26152,5,2
ac19_19616,YXXYx,YYYYXXyyyXyxYx,2,26153 154986,14,2
ac19_19617,YXX,YYYYxxyXyXyXXyx,1,26156,9,2
ac19_19618,YYXXXXYxx,YXYXXXyxxx,2,26159 111519,12,2
ac19_19619,YYXXYx,YYYYxYXXYxyXX,1,26160,24,2
ac19_19620,YXX,YYYXyXYxYYXyyyX,1,26163,12,2
ac19_19622,YYXXXyx,YYXXXyXXXYx,2,26165 133861,6,2
ac19_19623,YXXyx,YYXyyXXXXyx,7,26166 71016 75634 92139 126273 147663 153651,10,2
ac19_19625,YYXXX,YYXYXyXyXYxyx,3,26168 127740 136938,9,2
ac19_19628,YXYXX,YYxYXXXXXyXYx,4,26174 34440 87215 145587,16,2
ac19_19629,YYXYxxyyX,YXYxxyXyX,3,26175 72757 129236,19,2
ac19_19630,YXYXX,YYYYYXXXXYXyXX,1,26176,13,2
ac19_19631,YXXyx,YYYXyXyxxyXYXX,1,26179,21,2
ac19_19633,YXXyx,YYYYXyyXyxyyXX,1,26181,492,2
ac19_19634,YXyXYxx,YYYXYXyxYxx,4,26183 46701 59070 76145,182,2
ac19_19635,YYXXX,YXYXXyXXyxYxxx,3,26184 42055 105380,20,2
ac19_19638,YYXXX,YYYXXXyxyxYxyX,1,26190,7,2
ac19_19639,YXXyx,YYXYYXXyxyyXX,3,26193 122740 134292,11,2
ac19_19641,YXYXyx,YYYYYXyyXXyyx,1,26196,131,2
ac19_19642,YXXyx,YYYXXXyxYXyyxx,1,26197,9,2
ac19_19644,YYYXXXXyx,YXXYXXyxx,3,26201 83135 109298,15,2
ac19_19646,YXX,YYxYXyxyXXyyXYx,1,26204,11,2
ac19_19647,YXXyx,YYXYxYxyXyxxyx,1,26206,36,2
ac19_19648,YXYxyx,YYXYxyXXyxxYx,2,26210 129195,41,2
ac19_19649,YXXYx,YYXYXXXyxYXYYx,1,26211,13,2
ac19_19650,YXXYx,YYXyxxyXyxYXyx,1,26212,11,2
ac19_19652,YXXyx,YYYXyxyxxyXXyX,1,26215,28,2
ac19_19653,YXYXyxYXyx,YYYXXXYYXyx,1,26216,76,2
ac19_19654,YYXXYXX,YYYXyyXyXYxx,1,26218,20,2
ac19_19656,YYXXX,YYXyxyXXyxxxx,2,26221 98698,10,2
ac19_19658,YXXyx,YYXyyXYXyXyx,5,26223 41961 82562 98413 154283,7,2
ac19_19659,YYYXXXYxYXX,YXXYxYXXXYx,1,26224,6,2
ac19_19660,YXXXXXyXYx,YYXXXXXXyxx,2,26227 76533,73,2
ac19_19661,YXYXyx,YYYxxYXyXYXyX,4,26228 59610 65554 110213,97,2
ac19_19662,YXYXX,YYYxxyxyXXXyyx,1,26230,19,2
ac19_19664,YXXyx,YYXYXyXyXXYxyX,1,26233,32,2
ac19_19665,YXXYx,YYYXYXXyXyxxyx,1,26234,15,2
ac19_19666,YYXXyxx,YYYYXYxYYX,4,26235 103427 103750 141672,15,2
ac19_19669,YXXyx,YYYXXXyxYxxyyx,1,26241,14,2
ac19_19670,YYXXXXX,YYYXyyXYXXyx,1,26243,12,2
ac19_19671,YXYXyx,YYXyXYYxYxyXX,5,26246 90577 99070 149420 150839,34,2
ac19_19672,YXYXX,YYYYxxyXyXyyyx,1,26247,70,2
ac19_19673,YYXXYYx,YYXXYYxYYxyX,1,26248,9,2
ac19_19674,YXXyXyxx,YYxyXYxyx,3,26250 39986 68546,397,2
ac19_19675,YXyXXXyX,YYXyXYxxxxyyX,1,26251,65,2
ac19_19676,YYXXXyxYx,YYXYYXXXYx,1,26253,43,2
ac19_19677,YYXXyx,YYXXYYxxYXyyX,1,26254,87,2
ac19_19679,YYXXX,YYYXXYXyyxxxyX,1,26259,10,2
ac19_19680,YXXyx,YYXyXXXyxyxx,5,26262 52142 56506 64750 116337,20,2
ac19_19681,YXXYx,YYXXyxYYxYXyX,2,26263 115328,19,2
ac19_19682,YXXyx,YYYXXyxYXyyXX,1,26264,22,2
ac19_19683,YXXYx,YYYXYYxyyXyyx,1,26266,24,2
ac19_19684,YXXYx,YYXYXXyXYYxxYX,1,26268,48,2
ac19_19685,YXXyx,YYYYYXXyXyyxyx,1,26270,14,2
ac19_19687,YYXXYx,YYXYxyXYXXYxx,1,26272,14,2
ac19_19688,YYXXX,YYYYXYxyXyXyyx,1,26273,10,2
ac19_19690,YXXyx,YYYYXyxyyXXX,4,26276 33397 62403 105332,201,2
ac19_19692,YXYxyx,YYXYYxYxxxyxx,1,26278,10,2
ac19_19693,YYXXYx,YYXYxYxxyyXXX,1,26279,6,2
ac19_19694,YXXyx,YYYXyXYXyyyXYX,2,26280 133108,13,2
ac19_19697,YXXXyxYx,YYxYXXYXXYX,2,26284 121393,14,2
ac19_19698,YYXXXYx,YYYXyxyyXyxx,1,26285,7,2
ac19_19699,YXXyx,YYXyyxxxyyXYxx,1,26287,13,2
ac19_19700,YXYxxyXyx,YYXXyXyyxx,1,26288,182,2
ac19_19701,YYXXYXX,YYXyxYYXXyyx,1,26290,9,2
ac19_19702,YXXyXyX,YYxYXXyxyxxx,2,26291 41930,22,2
ac19_19703,YYXXyx,YYXyyxyXyxyxx,1,26292,98,2
ac19_19705,YXXyx,YYYXyXyXXYxyx,4,26296 42830 71524 87507,17,2
ac19_19706,YXXyXYx,YYxxxyXyxxyX,2,26297 101508,15,2
ac19_19707,YYXXXXX,YYXyXXXyXYxx,1,26301,29,2
ac19_19708,YXXYx,YYYXXYYXYXXYx,3,26303 66842 153890,9,2
ac19_19709,YYXXYx,YYXXyXyXYYxxx,1,26304,7,2
ac19_19710,YYXXX,YYXXYYxxyXXyyx,1,26307,7,2
ac19_19712,YYXXYXX,YYYXyXYXXyx,4,26309 43002 101591 134548,10,2
ac19_19713,YXXyx,YYXyxxxxxYxyx,4,26310 38959 52083 73653,21,2
ac19_19714,YXYXYXX,YYYxxyXyXyyx,1,26311,17,2
ac19_19715,YYXXYx,YYxyXXyyx,5,26312 31340 51394 58192 95184,85,2
ac19_19716,YYXXYXyxx,YYXyxyXyxx,1,26316,8,2
ac19_19717,YXyXXyx,YYXXyxYxxxyyX,2,26317 121874,129,2
ac19_19718,YXXyXyx,YYYxyxyyXYxx,1,26318,18,2
ac19_19719,YXYXX,YYxYXyXXXyxx,4,26320 27450 55492 119470,15,2
ac19_19720,YXyXXXyX,YYYXyxyXyxx,1,26323,68,2
ac19_19721,YXYXYx,YYXXXYxxyXYYx,1,26325,12,2
ac19_19722,YXXyx,YYXYXyyxYxxxyx,1,26326,27,2
ac19_19723,YYXXyxx,YYYXyxxYYXX,1,26327,11,2
ac19_19724,YXXXYxYx,YYXYxxxyXyX,3,26330 73288 143452,14,2
ac19_19725,YXyXXXyx,YYxyxyXYx,3,26331 28464 99355,45,2
ac19_19726,YYXXXyX,YYXXyyxyxYX,4,26334 104602 127059 139272,13,2
ac19_19727,YXXyx,YYXYxyXyxyxYx,6,26335 29541 49774 112185 128816 142944,37,2
ac19_19728,YXXYXXX,YYXYYXXyyXyx,1,26336,31,2
ac19_19729,YYXXYXX,YYXXYxYXyyX,5,26337 39455 56352 114220 144270,7,2
ac19_19730,YXXYx,YYXXyXyxxxyx,4,26338 63495 125162 142821,8,2
ac19_19731,YXXyXyx,YYYXXXyXyyyx,1,26339,21,2
ac19_19732,YYXXX,YYYYXyxYXyyyX,2,26340 50060,11,2
ac19_19733,YYXXXXX,YXXXXXXyxxYx,8,26343 27942 47482 50020 68938 103677 123137 125096,18,2
ac19_19734,YYXXXYX,YYYXXyyx,6,26344 36401 52903 64366 68429 107953,75,2
ac19_19736,YYXXyxx,YYxYXYxYXX,2,26346 31993,60,2
ac19_19737,YXYXyx,YYXXYYxxyXyXX,1,26348,86,2
ac19_19738,YYXXYYx,YYXyxYXXYx,3,26349 40552 83205,52,2
ac19_19739,YXXYx,YYYXXYxxYXyxyX,1,26350,8,2
ac19_19740,YXXXyXyX,YYXyxyXYXyx,1,26351,59,2
ac19_19742,YYXXYx,YYXXyyxyXyxYx,1,26353,10,2
ac19_19743,YYXXXyX,YYYXXYXXyyyx,1,26354,46,2
ac19_19744,YXXYx,YYYXXyxYXYXXYx,1,26355,15,2
ac19_19745,YXXYXXyx,YXXyXyxxxxx,10,26356 63386 65429 67253 85838 92912 99925 106567 116036 127718,27,2
ac19_19746,YXXyx,YYXYXyyXyxyXXX,2,26357 49336,143,2
ac19_19747,YYXXX,YYXXyyxYxxyxyX,1,26358,17,2
ac19_19748,YXXYx,YYYxYYXXXXyyxx,1,26359,52,2
ac19_19749,YXXyXXYx,YYXXyyXXXYx,2,26360 156096,26,2
ac19_19750,YXXyx,YYYXYXyXyyxyyx,2,26362 132524,67,2
ac19_19754,YYXXyxx,YYXXyyXyxYx,3,26367 110286 143094,12,2
ac19_19755,YYXXX,YYYXYXyXXXyXYx,1,26368,16,2
ac19_19756,YXXyx,YYYYXXXXyxyxyx,1,26376,13,2
ac19_19757,YXXX,YYYXyxYYXyyxyyx,1,26377,16,2
ac19_19758,YXXyx,YYYXXXyXyXYxyX,1,26378,22,2
ac19_19760,YYXXXXyX,YXyXYxxyX,8,26381 37753 59346 61909 86506 86746 113767 131210,12,2
ac19_19761,YXXYx,YYXYxxxxyXXXyX,1,26383,19,2
ac19_19762,YXXXyxx,YYXXXyxxYxyx,1,26385,14,2
ac19_19763,YYXXyx,YYYxyXXyxyx,2,26388 119640,109,2
ac19_19765,YXXyx,YYXyXYxyyxxyx,3,26392 54670 152825,8,2
ac19_19766,YXXyx,YYXYxyyxYXXyx,3,26394 37244 54299,12,2
ac19_19767,YXXYx,YYYXXXyXyyxYxx,1,26395,19,2
ac19_19768,YXXyx,YYYXXXXyyyXYX,2,26396 127345,12,2
ac19_19769,YXXyxYx,YYYxxyXYXyx,3,26397 47856 107618,19,2
ac19_19771,YXXyx,YYYXyyxYXXyXXX,1,26400,36,2
ac19_19772,YYXXXXX,YYxYXXXyXyx,4,26405 45843 87853 97653,13,2
ac19_19773,YXXyx,YYYXyXXyXXyyxx,1,26406,27,2
ac19_19774,YXXYx,YYXYYXyxyyXYYx,2,26407 66504,42,2
ac19_19775,YYXXXyX,YXXyXYxxxyXYxxxyX,1,26408,147,2
ac19_19776,YYXXXYx,YXyxYXXXYxx,5,26409 36433 114947 116873 142656,16,2
ac19_19777,YXyXYxx,YYYYXXyx,14,26410 54915 55098 64890 65809 68244 84277 93444 118260 123570 133173 136599 141081 147447,10,2
ac19_19778,YXXyx,YYYXXYYxyXyyyX,1,26411,107,2
ac19_19780,YXX,YYYxxYXyyXyyx,2,26415 142267,21,2
ac19_19781,YXXYx,YYXyyXYxxyXyx,3,26417 69764 122210,10,2
ac19_19782,YXyXXYXyXXyX,YYYXyXYXyXXyyyX,1,26418,129,2
ac19_19783,YXXyx,YYXXYxxxyXXyXX,1,26419,24,2
ac19_19784,YXXyx,YYYXYYxyXyyyX,5,26420 37604 60874 87609 98844,229,2
ac19_19785,YXXYx,YYYXyxYXXYXYx,3,26421 62588 103602,10,2
ac19_19786,YYXXX,YYXXyyxYXYxyX,4,26422 52224 55173 147442,11,2
ac19_19787,YXXYx,YYxYXXXYXyx,7,26424 29975 37055 38365 45567 108709 153373,7,2
ac19_19788,YXX,YYXYxYxyXyXYXyX,1,26425,10,2
ac19_19789,YYXXX,YYXyXXyxYYxxyX,1,26426,10,2
ac19_19790,YXXyx,YYXyXyxyxxx,8,26427 31082 40758 52750 66618 92976 109932 119858,25,2
ac19_19791,YXYXYx,YYYXXyXXYxxyx,1,26428,13,2
ac19_19792,YYXXXyx,YXyXXYxyx,6,26429 44920 54722 66022 87167 113577,40,2
ac19_19794,YXXYx,YYXyxxYXYXyyx,2,26432 105169,268,2
ac19_19795,YXXYxYxx,YXYxxxyXX,7,26433 43295 45827 47118 48234 86497 109194,23,2
ac19_19796,YYXXYYXXX,YYXXXyyxYx,1,26435,42,2
ac19_19797,YXyXXyx,YYxyxyXYXyx,5,26436 104223 119330 142635 142736,13,2
ac19_19798,YXXYx,YYYXXXyxyxYXyx,1,26439,12,2
ac19_19799,YXXyx,YYYXYXYXyyXyyX,2,26440 45793,163,2
ac19_19800,YXXyx,YYXyyXXYxyxYXX,1,26442,24,2
ac19_19801,YYXXX,YXXyXXXYxxyxYx,1,26443,8,2
ac19_19802,YYXXyx,YYXyyXYXXyxxx,1,26444,14,2
ac19_19803,YXXYXXyX,YYXyXYXXXyx,3,26445 50786 133529,20,2
ac19_19804,YXXYx,YYXXYXyXXYxxx,3,26446 46540 85185,11,2
ac19_19805,YYXXyx,YYXXyxYxYXyyx,1,26450,15,2
ac19_19808,YXXYx,YYXYxyyXXYXYx,3,26454 53436 79120,10,2
ac19_19809,YXXYxxyX,YYXXyxYYXXX,3,26456 34846 64221,33,2
ac19_19810,YYXXYx,YYxyxyXXXYx,3,26457 44183 126582,7,2
ac19_19811,YXYXyx,YYXyXYxyXXXYx,2,26458 116202,25,2
ac19_19812,YXYXYx,YYXXXyXyxYxxx,3,26459 35712 50667,15,2
ac19_19813,YXXYx,YYYXXXyyxyxyxx,1,26460,14,2
ac19_19814,YYXXX,YYYxYYXXyyXyyx,1,26461,13,2
ac19_19815,YYXXXyX,YYYXyyXXyXYx,1,26463,10,2
ac19_19816,YXXyx,YYYXYxyxxyyx,5,26465 74216 76627 98428 120039,42,2
ac19_19817,YXXyXyx,YYXyyxYYxxyX,1,26467,11,2
ac19_19820,YXXXyXYx,YYXXXyxYXyX,2,26470 97880,45,2
ac19_19821,YYXXYx,YYXyXXYxYXYYx,1,26471,9,2
ac19_19823,YXXyx,YYXyyXYXYxxxyx,1,26476,13,2
ac19_19824,YXXyx,YYYXyyxYxyyXYX,2,26478 89309,21,2
ac19_19825,YXXyx,YYYYXYXyyyyX,8,26481 47719 56764 64289 86345 108630 125318 151682,102,2
ac19_19826,YYXXXyyxx,YYXyyXyxxx,1,26482,23,2
ac19_19828,YYXXYYx,YYXYXyyXYYxx,1,26484,35,2
ac19_19831,YYXXX,YYXyxxyyXYXyxx,1,26488,10,2
ac19_19832,YXXyx,YYYYXYxyXyxyXyyyx,1,26490,444,2
ac19_19833,YXyXXyx,YYXyXyxYxyxyxYX,2,26491 100055,662,2
ac19_19834,YYYXXXX,YYXXYXXXyxx,3,26493 49656 65019,15,2
ac19_19835,YXXX,YYYYXyyxyXYXyyx,1,26494,71,2
ac19_19836,YYXXyx,YYYYxyyXXXyyx,1,26495,10,2
ac19_19837,YXXXyxx,YYXYxxxyyxxx,1,26496,46,2
ac19_19839,YYXXyxx,YYYXYxxyXX,2,26498 28481,17,2
ac19_19841,YYXXyxYXXyx,YXYXyxxYXXyx,1,26500,47,2
ac19_19842,YYXXX,YYXXXyxxYXyx,4,26502 58099 114032 124952,10,2
ac19_19843,YXXX,YYYxYXXXyXyyXyXYx,1,26503,7,2
ac19_19844,YXXYx,YYXYXXyyxYxYX,3,26504 30724 120965,13,2
ac19_19845,YXXyx,YYXyxxxxYxxyxx,1,26505,24,2
ac19_19847,YYXXX,YYXXyxyXyxYxYX,1,26507,10,2
ac19_19848,YYXXYxxyyX,YYXXyxxYYXXXX,1,26508,12,2
ac19_19849,YXXyx,YYXyyXYxYxxyX,3,26509 108703 109849,8,2
ac19_19850,YXYXyx,YYXYxyXXyXyxx,5,26511 37358 55448 81423 123419,36,2
ac19_19851,YXXYx,YYXYYXXYxyyx,7,26512 56839 68784 76633 111675 111978 145904,7,2
ac19_19852,YXXyx,YYYYXyxyXXyXXX,2,26513 44178,306,2
ac19_19853,YXXyx,YYYYXyxYxyyyXX,1,26514,27,2
ac19_19855,YXXyx,YYXyyXXyXYxYX,3,26516 150342 153619,61,2
ac19_19856,YXXXXYx,YYXyXyxxyxx,4,26517 33145 81772 93092,9,2
ac19_19857,YXXYx,YYXXXXyyxxxyx,2,26518 105836,22,2
ac19_19858,YXX,YYYXyyXXyXYx,3,26519 87829 90592,6,2
ac19_19859,YXYXX,YYxYxYXXyyXXyx,1,26523,43,2
ac19_19860,YYXXyxx,YYXYYXyyx,10,26524 35832 92375 99714 110207 116216 124812 127487 130828 141925,15,2
ac19_19861,YXXyx,YYYXyyXYxyXXX,1,26525,41,2
ac19_19863,YXXyx,YYXYYxyxxyyxx,4,26529 91094 100538 154306,69,2
ac19_19864,YXX,YYYYXyyxyXyyxYx,1,26531,10,2
ac19_19865,YYXXX,YYYXyXXXXyxxxx,1,26532,12,2
ac19_19866,YYXXYx,YYYYxxYYXXYXX,1,26533,9,2
ac19_19868,YXXyxYx,YYXYxxxYXXyx,2,26535 99427,8,2
ac19_19869,YXXyx,YYXyXyxxxxxyxx,1,26538,32,2
ac19_19870,YYXXXXYxx,YYYXXXXYYx,1,26539,10,2
ac19_19873,YYXXYXyyx,YYXXyXyxx,1,26543,19,2
ac19_19875,YYXXXYX,YYXyxyXXYx,3,26545 76883 119167,21,2
ac19_19877,YXXXyXyX,YYxxyxxyxYx,2,26547 150575,10,2
ac19_19879,YYXXX,YYYYXXXXyXYXYX,1,26551,18,2
ac19_19881,YYXXyx,YXXYxxYXXyX,5,26553 54043 84513 133335 145365,38,2
ac19_19884,YXXYXXyx,YYYXXyxyX,6,26558 63772 98999 121667 150280 151729,23,2
ac19_19885,YXXyx,YYYXyxYXXyxyX,3,26563 104581 152211,9,2
ac19_19886,YXYXyx,YYXYXyXXyXYYx,1,26565,23,2
ac19_19888,YXXyx,YYXyxxyyXXYxYX,1,26567,26,2
ac19_19889,YXXYx,YYYXYYxyXyyXYx,3,26569 61804 118928,39,2
ac19_19891,YXYXXYx,YYYxxyXyXYX,3,26572 93513 106271,18,2
ac19_19892,YXXYXXX,YYYYXyyXyyxxyxx,1,26574,13,2
ac19_19893,YXXX,YYYXyXYxyyxyx,2,26577 79685,12,2
ac19_19894,YXYXXYx,YXyXyxxYxYXX,3,26578 44221 108970,8,2
ac19_19895,YXXX,YYYYYXXyxyxyyyx,1,26579,13,2
ac19_19896,YXXyXyX,YYXYxxxxxyyX,1,26580,16,2
ac19_19897,YYXXXXyX,YYXXyXXXX,4,26582 36679 98805 155324,12,2
ac19_19899,YYXXyxx,YYxxYxyXXXX,2,26584 80956,30,2
ac19_19900,YXXyx,YYYYXyyxyxyXYx,2,26585 93376,10,2
ac19_19901,YXXyx,YYYXXXyyXXXyyX,1,26586,32,2
ac19_19902,YXYXX,YYYXXyyXXYXYx,1,26587,16,2
ac19_19904,YYXXXYxx,YYxxyXXYX,3,26591 89053 126333,375,2
ac19_19905,YXYXyx,YYXYxyyXyXXyxxx,2,26593 132329,435,2
ac19_19906,YXXyx,YYXYXXyxyyxxYx,1,26595,26,2
ac19_19907,YXXXXXXYx,YYXXXXXXyxxx,2,26597 47372,32,2
ac19_19908,YXXYXXX,YYYXYxyyXyX,3,26598 120651 139803,9,2
ac19_19909,YYXXXYx,YYXXXyXYxxx,2,26601 66515,7,2
ac19_19911,YXXYx,YYYYXXXyyxyx,4,26603 29518 55364 133207,14,2
ac19_19913,YYXXXyX,YYXXXyXXyxYX,1,26606,11,2
ac19_19914,YXXyx,YYYYYXyXyxyyX,4,26611 43770 46455 109827,57,2
ac19_19915,YYXXXYx,YYXXXYYxYX,2,26613 74709,5,2
ac19_19917,YYXXyx,YYXXYxxyXyXYx,1,26615,17,2
ac19_19918,YYXXXyX,YYYXXXXyyxxyx,1,26616,16,2
ac19_19920,YXX,YYYYxxyXyXyyx,1,26620,8,2
ac19_19921,YXyxYXXyx,YYXXYXyyXYxyX,2,26621 97514,63,2
ac19_19924,YYXXyxx,YYXXyxxYYx,2,26626 110120,5,2
ac19_19925,YXXyXYxxx,YYYYxxxYXX,1,26627,28,2
ac19_19926,YXXyx,YYYXyxyyXXXXYX,2,26628 137502,709,2
ac19_19928,YYXXYx,YYYYxyxYYXXXX,1,26630,14,2
ac19_19931,YYXXX,YYXXXYYxYXyyXX,1,26633,7,2
ac19_19932,YYXXYXyyx,YYYXXYXXyX,3,26634 31661 148939,16,2
ac19_19933,YXXyx,YYYXYYXyyyXyX,5,26636 30671 54545 65177 92407,365,2
ac19_19934,YXXX,YYYYYYXXyyyxyyX,1,26637,22,2
ac19_19935,YXXYx,YYXYYXXXXXYxxx,1,26642,12,2
ac19_19936,YXXX,YYYYXXyyyyxYX,3,26643 105433 150776,9,2
ac19_19937,YYXXXXyx,YYXXXXyyXYx,1,26644,7,2
ac19_19938,YXXyx,YYYXYYXyxyyXyX,5,26645 29215 39007 42239 133164,162,2
ac19_19939,YXXYx,YYYXyxyxxyyX,6,26647 65121 82965 105047 109526 134999,10,2
ac19_19940,YXXXXYx,YYXXXyXYXYx,4,26650 53986 144262 146729,11,2
ac19_19941,YYXXXyX,YYYXXXXXyXyx,1,26651,16,2
ac19_19943,YYXXX,YYXYxYYXyXXyX,1,26653,12,2
ac19_19946,YXXYx,YYXyxxyyXyyx,4,26659 67862 80244 155638,9,2
ac19_19948,YXXX,YYYXyyxyyxYxxyx,1,26662,13,2
ac19_19951,YXXyx,YYYXyyXyxyXXYYX,1,26666,638,2
ac19_19952,YXYXX,YYYXyyXXYXXYx,1,26670,5,2
ac19_19955,YXXYx,YYYXYXyxxyXyx,3,26678 68653 73919,12,2
ac19_19956,YXXYx,YYXYxyxyXXyyx,1,26679,618,2
ac19_19957,YXXyx,YYXXYxyXyXX,9,26680 29433 72954 89013 98606 99804 102892 119484 150968,21,2
ac19_19958,YXX,YYYYYXyXyxYXyyX,1,26682,11,2
ac19_19959,YXXX,YYYYXyXYXyXyX,2,26683 91253,9,2
ac19_19960,YXXyx,YYXYXYXyXyXyXX,1,26684,180,2
ac19_19962,YYXXXXyxx,YYxyXyXyxx,2,26688 27371,14,2
ac19_19963,YYXXyx,YYXXXXXYxyx,3,26690 47549 63667,5,2
ac19_19964,YYYXXXYxx,YXXyXyxxx,2,26692 83285,11,2
ac19_19965,YYXXYXyxx,YYXyyxxYXX,1,26693,23,2
ac19_19967,YYXYxxxyx,YYXyXXyxyx,1,26695,12,2
ac19_19968,YXXyx,YYYXyyXyyX,22,26696 30144 46859 53723 53791 60088 62702 78825 80247 84211 96074 97589 98188 100533 101673 102509 104817 115604 130141 142564 148575 150450,33,2
ac19_19970,YXXyx,YYYXyXyxxx,10,26699 31302 38298 53549 57573 66169 68298 110708 111267 136609,21,2
ac19_19971,YXyXXyx,YYxYYxxyxyx,3,26700 55331 149982,221,2
ac19_19972,YXYXX,YYXXYXyXXyXYYx,1,26701,7,2
ac19_19973,YXYXYx,YYYYxYXXXXyxx,1,26702,12,2
ac19_19976,YYXXyxx,YYXYXYxYxYYx,1,26707,16,2
ac19_19977,YXXyx,YYYXyXYxyyXyyX,2,26708 61388,17,2
ac19_19978,YYXXYx,YYYYXXYYXXYYx,1,26709,6,2
ac19_19979,YXXX,YYYXyyxyyXYxx,1,26711,12,2
ac19_19980,YXXXyXyxx,YYYxYxxyxx,2,26713 41999,14,2
