name,r1,r2,n_members,members,nodes_explored,min_relator_length
ac19_39168,YYXXXyyxx,YYXXXXXyxx,1,62586,7,2
ac19_39169,YXXX,YYYXYYXyyXyyX,1,62587,83,2
ac19_39171,YYXXXXX,YYxyXXXYXyx,3,62591 92010 145447,13,2
ac19_39172,YYXXX,YYXXyXYxxyX,7,62594 64655 89641 104187 105459 146051 149779,6,2
ac19_39174,YYYXXXXX,YYXXYxyXX,6,62600 67919 75685 128370 128724 134385,15,2
ac19_39176,YXXyxYx,YYYYYxxxYXX,1,62602,15,2
ac19_39178,YYXXyx,YYXyyXYxxYxyX,1,62604,74,2
ac19_39179,YXX,YYXyxYYxyXyyx,3,62605 141029 152985,9,2
ac19_39181,YYYXXXYxx,YYYxxYYXXX,2,62608 135744,33,2
ac19_39182,YXXYx,YYYXXYxYXXyxyx,1,62609,13,2
ac19_39183,YXXYxYxx,YYxxYXYxxYX,2,62610 110897,15,2
ac19_39184,YXXYx,YYXXyxYXyyxyx,1,62611,153,2
ac19_39185,YYXXX,YYXyXYXyyXYxxx,1,62612,12,2
ac19_39186,YXYXX,YYYYXyyXXyxx,2,62614 100804,24,2
ac19_39187,YYXXyxxxx,YYxyXXyxx,2,62618 146174,14,2
ac19_39188,YYXXX,YYYXXYXyyXyxxx,1,62621,8,2
ac19_39189,YYXXYXyyx,YYXYXXXyyx,1,62623,8,2
ac19_39190,YXXXyxYx,YYXyXYxYYXX,1,62625,15,2
ac19_39191,YXXYx,YYYYXXyXyXYYYx,3,62626 73233 97543,13,2
ac19_39193,YXYXyx,YYXXYxxxyXyyX,1,62629,37,2
ac19_39194,YXXyx,YYXyyXYxyxxxyx,1,62632,20,2
ac19_39195,YYXXX,YYXXyyXYXyxxYx,1,62634,10,2
ac19_39196,YYXXXyx,YYYXXyyXXYx,1,62635,21,2
ac19_39197,YXXYx,YYXXyyXYXYYxxx,1,62636,376,2
ac19_39198,YXYxyx,YYXYYXyyXyxxx,1,62637,12,2
ac19_39199,YYXXYx,YYXXyxYXYYx,3,62639 114354 154914,7,2
ac19_39200,YXXYx,YYYXXyXXyxxxx,2,62641 109915,18,2
ac19_39201,YXXYxxyX,YYXYYxxyXXX,2,62642 94017,8,2
ac19_39202,YYXXXXX,YYxxxyXyXyxx,1,62643,10,2
ac19_39203,YXYXX,YYYXyXXYxxxyyX,1,62647,16,2
ac19_39204,YXXyx,YYYYXyxyyXyyXX,2,62648 132231,523,2
ac19_39205,YYXXYx,YYXyXXXyxxxyx,1,62650,15,2
ac19_39206,YXX,YYXyXXYxYxYXyyX,1,62651,10,2
ac19_39207,YXXYx,YYYYXXYXyyxx,2,62652 108412,17,2
ac19_39208,YXYXyx,YYYxxYXyxyXXyyX,1,62654,702,2
ac19_39209,YXXYxYxx,YYXYxxYYx,1,62655,201,2
ac19_39210,YXXyx,YYXYXyyXyXXXYX,2,62660 149839,363,2
ac19_39211,YXXYx,YYXXyXXyxyxxx,4,62663 88572 130058 151846,11,2
ac19_39212,YYXXX,YYXyyXXXYxx,4,62664 106967 113199 130129,6,2
ac19_39213,YYXyXYxxyX,YYXXyxYXXyx,2,62674 110833,9,2
ac19_39214,YXX,YYYxxxyyXyyx,1,62676,8,2
ac19_39215,YYXXX,YYYXyxxyxyXyx,3,62684 75981 80339,20,2
ac19_39216,YXYXX,YYYxxyyXXyyx,2,62687 145417,21,2
ac19_39217,YXXYx,YYYYXYXyXyxYYX,2,62689 94329,8,2
ac19_39218,YXXyx,YYYXyyxxxyxYx,1,62693,89,2
ac19_39219,YXYXyx,YYXyxYxxYXyXX,1,62694,22,2
ac19_39220,YXYXYx,YYXYXyyXXYxxx,1,62699,12,2
ac19_39221,YXXYx,YYYYYYXXyyxxyX,1,62700,8,2
ac19_39222,YXXyx,YYYXyyxxyxxxYx,1,62701,525,2
ac19_39223,YXXYxxyX,YYXyxYXXyxx,3,62704 81054 104879,8,2
ac19_39224,YXXyx,YYXYYXyyXyxx,4,62707 74540 88414 132129,33,2
ac19_39225,YXXyXyX,YYXyxYxyxx,5,62709 101668 103822 110451 138721,35,2
ac19_39226,YXXyx,YYXYxyxxyyXXyX,1,62710,44,2
ac19_39228,YYXXXyXYX,YYXYXXXyyx,1,62712,58,2
ac19_39229,YXXyx,YYYXXyXyyyX,6,62716 70739 86247 101369 107311 153508,11,2
ac19_39230,YYXXXYXyx,YYxyXXYXyx,1,62719,6,2
ac19_39231,YYXXYx,YYXyyxxyXyx,3,62720 144377 154221,23,2
ac19_39232,YXXyx,YYYXyXXyXyyXX,3,62722 85354 90164,111,2
ac19_39234,YXyXXyx,YYXyyxyXXYx,3,62724 64072 133665,136,2
ac19_39235,YXXyx,YYXyxxyyxxYxyx,1,62725,30,2
ac19_39236,YXXyx,YYXYXyyXXXyyX,2,62726 75242,38,2
ac19_39238,YXYXX,YYYYXYXXXXXyyx,2,62734 143557,19,2
ac19_39240,YYXXX,YYXXyyXYxyXYx,2,62741 154559,9,2
ac19_39241,YXXXYxx,YYYYXyXXyxyx,1,62742,39,2
ac19_39242,YYXXX,YYXyXYXYxxxyyX,1,62748,18,2
ac19_39244,YXXXYxx,YYYxyXXyyxyx,1,62752,14,2
ac19_39245,YXXXyxx,YYXXyxyXXyXX,1,62753,21,2
ac19_39246,YXyXXyx,YYYxxxyyXX,1,62754,439,2
ac19_39247,YXXyx,YYYYXXyyXyxxx,1,62755,30,2
ac19_39248,YXXyx,YYYYXXyxyxyXXX,1,62756,14,2
ac19_39249,YYYXXXyxx,YXXyXYxxx,1,62759,42,2
ac19_39250,YXXYx,YYYXyyXyxYXYYx,3,62760 78901 84843,24,2
ac19_39252,YXXyx,YYYYYXyxyXyXXyX,2,62763 69596,639,2
ac19_39253,YXXyx,YYXyxyXyXYYXXX,1,62765,47,2
ac19_39255,YXX,YYYxyXyyxYYXyyx,1,62771,8,2
ac19_39256,YXXyx,YYXXXyxxxxxx,6,62772 86881 94885 123335 136657 141816,20,2
ac19_39257,YYXYYXXXX,YYXXyyxxYX,2,62774 121689,11,2
ac19_39258,YYXXXXyX,YYYxyXXXXyX,1,62778,9,2
ac19_39259,YYYXXXXYx,YYXXXXYxx,1,62779,6,2
ac19_39260,YYXXXXYX,YYXXyyxYX,4,62780 75798 104859 155494,8,2
ac19_39261,YYXXYx,YYYxyyXyxYYXX,1,62782,8,2
ac19_39262,YYXXYxYXXYx,YYYxyyXyxxyyX,1,62784,37,2
ac19_39263,YXXXyXXyX,YYxYxxyxyx,2,62785 70844,14,2
ac19_39264,YXXyx,YYYXyxyxxyxxYx,1,62788,246,2
ac19_39265,YXXYx,YYYYXyXYYXYXYx,2,62789 109301,10,2
ac19_39266,YXXXyxYx,YYXXYYXXX,4,62791 104871 119410 136332,24,2
ac19_39267,YXXYx,YYxYXyxyxyXXyx,1,62792,13,2
ac19_39269,YYXXX,YYYXYXyXXyxYX,3,62795 67235 149349,212,2
ac19_39270,YXXXYxx,YYYYYXYXXXYx,1,62796,10,2
ac19_39271,YXX,YYYYYYXyXyXXyyx,1,62798,10,2
ac19_39272,YXYXyx,YYXyyxyXXXYYx,2,62802 105985,178,2
ac19_39273,YXXyx,YYYXXyyyXyxxxx,1,62803,42,2
ac19_39274,YXyxYXXyx,YYXXyyxxYx,1,62808,71,2
ac19_39275,YYXXYx,YYXXXyxxxyXYx,1,62813,13,2
ac19_39276,YXXYXXyxx,YYYXXXXYxyyXX,1,62814,20,2
ac19_39277,YXYXX,YYXXyXYXyyxYxx,1,62815,16,2
ac19_39278,YXXyx,YYXyyXYXXXyyX,1,62816,17,2
ac19_39279,YXYXXYx,YYYxyxyXyXyx,1,62817,17,2
ac19_39280,YXYXyx,YYXXyXXXYxyXYYx,2,62818 79054,309,2
ac19_39281,YXYXyx,YYXXXyxyXXYYxYx,1,62824,822,2
ac19_39282,YXXYxxyx,YYYXXyxxyxx,3,62825 112629 114475,16,2
ac19_39284,YYXXX,YYXyyXYxYXXyx,1,62830,11,2
ac19_39285,YYXXXYX,YYYXXyXYYXX,3,62831 68439 78036,22,2
ac19_39287,YXXX,YYYYXyxyyyxYXyx,1,62833,9,2
ac19_39289,YYXXYXX,YYYxYXXyyXyx,1,62835,18,2
ac19_39290,YYXXYx,YYXyyXXYxxx,2,62836 114845,24,2
ac19_39291,YYXXYx,YYXXXYXyxYxYx,1,62837,6,2
ac19_39292,YXXYxxyX,YYXXyXYYxyx,1,62838,26,2
ac19_39293,YYXXX,YYYYXyyXyx,8,62841 65669 80474 85425 130091 140132 140191 141124,9,2
ac19_39294,YXXYx,YYXYxxYXyyXXYx,1,62842,9,2
ac19_39296,YXYXX,YYYXXyXyxyXYxx,1,62846,22,2
ac19_39297,YXXyx,YYXYxyXyxyXyxYXyx,1,62848,18,2
ac19_39298,YXXyx,YYXyxYXXXyXXX,3,62849 76079 151913,10,2
ac19_39299,YXXYx,YYYYXyxyXyXYYx,2,62852 150054,14,2
ac19_39300,YXXYx,YYYYXXXYxxxyyX,1,62853,9,2
ac19_39301,YYXXX,YYXyyXXXYXYXYx,1,62855,10,2
ac19_39302,YXXyXyxx,YYYxyxxYX,2,62857 90882,18,2
ac19_39304,YXXXX,YYYXyxyXYXyyx,1,62861,13,2
ac19_39307,YXXYx,YYYXXYYxYXXXYx,1,62866,7,2
ac19_39308,YYXXyx,YYXYYXyyXXYxx,1,62868,14,2
ac19_39309,YXXyx,YYXyxxxYXyxxxx,1,62870,15,2
ac19_39310,YYXXX,YYXyXXYYxxyyX,1,62871,6,2
ac19_39311,YYXXXXYxx,YYxxYXyXX,2,62872 124959,40,2
ac19_39312,YYXXXyX,YYYXXYxyyXyX,1,62877,11,2
ac19_39313,YXXXYxx,YYYYYXyXXyx,1,62878,12,2
ac19_39314,YXXyx,YYXYxYxyyxxyx,3,62879 85761 94662,42,2
ac19_39319,YXyXYxx,YYYYxYXXXyx,1,62889,125,2
ac19_39320,YXYXXXX,YYYYXyXyxyX,3,62890 63943 80794,16,2
ac19_39321,YYXXyXyyx,YYXYxxyXyx,1,62892,203,2
ac19_39322,YXXyx,YYXYxyyXXyxYX,3,62893 106904 142619,13,2
ac19_39323,YXXYx,YYXXYXyyXYYxx,2,62901 118873,39,2
ac19_39324,YXXyx,YYYXyyxYXyyxYx,2,62903 124880,49,2
ac19_39325,YYXXYXX,YYXXXXXyxYx,3,62905 138775 154508,13,2
ac19_39326,YXYXX,YYXXyyXXXYxxxx,1,62906,15,2
ac19_39327,YXXyx,YYXXyXYXyyXXYx,1,62907,19,2
ac19_39328,YXX,YYYXXyXyyyxYx,2,62917 127227,6,2
ac19_39329,YYXXyx,YYXYxYYXXXyyX,1,62919,17,2
ac19_39330,YYXXXyXX,YYXXXYXXyyX,1,62921,15,2
ac19_39331,YXXyx,YYYXyXyyXyxxxx,2,62925 73688,368,2
ac19_39332,YXYXyx,YYXyXXyxYYxYX,1,62926,14,2
ac19_39333,YYXXX,YYYXyyxYXXXyxx,1,62927,7,2
ac19_39334,YXYXyx,YYYXYYxyXXXXX,1,62936,881,2
ac19_39335,YXXyx,YYXYxyxxxYXyyx,1,62939,18,2
ac19_39336,YYXXYx,YYYxyxYYXXX,2,62941 120465,9,2
ac19_39337,YXXyx,YYYYXyXyxxyxxx,1,62942,790,2
ac19_39339,YYXXyxxyx,YYYXyxxxyx,2,62946 119146,49,2
ac19_39342,YXYXX,YYXyXXYYxYXXyX,1,62954,20,2
ac19_39343,YYXXYYx,YYXXyyXyxxx,1,62955,10,2
ac19_39345,YYXXYx,YYYYYYXXyXyxx,1,62958,9,2
ac19_39348,YYXXYxYXX,YYXXXyxxyXYx,1,62966,66,2
ac19_39349,YYXXyx,YYXXYxxyXyxYX,1,62967,16,2
ac19_39350,YXXyx,YYXyxxxYxxxyXX,1,62968,13,2
ac19_39351,YXXyx,YYYXXXyyyXXXyx,1,62969,13,2
ac19_39352,YYXXX,YYYXyXXYXyyxxx,1,62971,12,2
ac19_39354,YXX,YYYYYXXyyXXyx,1,62979,7,2
ac19_39355,YXXyx,YYXXyXyxYXyyxx,1,62980,9,2
ac19_39356,YXXX,YYYXYYXyyyXYXyX,1,62981,12,2
ac19_39357,YXYxyx,YYXYxxYxYXyxx,1,62982,12,2
ac19_39358,YYXXX,YYYXXyyxYXXXYX,1,62984,5,2
ac19_39359,YYYXXXXyX,YYYXXXXyyx,1,62985,6,2
ac19_39360,YYXXyx,YYYxxyxxyyXXX,1,62988,7,2
ac19_39361,YXXYx,YYYYYxYXXXXXyx,1,62991,9,2
ac19_39362,YXXYXXX,YYXyyXyXYxxxyxx,1,62992,13,2
ac19_39363,YXX,YYXyXYxyXXyyxYx,1,62996,10,2
ac19_39364,YXXyx,YYXYYXyyXXXXyx,1,62997,23,2
ac19_39365,YXyXXyX,YYXXyyxyXXXX,1,62999,94,2
ac19_39368,YXXYxYxxx,YYXXyXyyxx,2,63003 152387,63,2
ac19_39369,YYXXX,YYXXyyXyXYYxx,1,63007,7,2
ac19_39371,YYXXXyx,YYXYYXXXyX,2,63014 69815,7,2
ac19_39373,YYXXYx,YYYXYxYXyxYXX,1,63023,17,2
ac19_39374,YXXYx,YYYXYxYXYXXyx,3,63024 125059 151566,16,2
ac19_39375,YXXYx,YYYYxYXYXXyyyx,1,63028,7,2
ac19_39376,YXYxyx,YYXYxxYxyyXyx,1,63031,7,2
ac19_39377,YXXyx,YYYXyxyyxxxYxx,1,63032,439,2
ac19_39378,YYXXyx,YYXyyXXYxYXyx,1,63033,11,2
ac19_39379,YXXyx,YYXyyXXyXYYxxx,1,63034,28,2
ac19_39380,YYXXyx,YYXYXyyXYxx,3,63041 86900 101016,11,2
ac19_39381,YYXXYXYXX,YYXyyXyxxx,1,63042,47,2
ac19_39382,YXXyx,YYYXyyXXXXyxYx,1,63043,14,2
ac19_39383,YXX,YYXyxYYxyXXyXyx,1,63044,9,2
ac19_39384,YYXXXyxx,YYxxyxyXX,2,63047 63435,46,2
ac19_39385,YXXYx,YYYXXYYYXXXYxx,1,63049,11,2
ac19_39386,YXXyxYx,YYYXYxxYxYX,2,63050 103025,54,2
ac19_39387,YYXXyx,YYXXyxYYxYXXX,1,63051,53,2
ac19_39388,YXXyx,YYXXYxxxyXyxx,3,63052 67026 75401,14,2
ac19_39389,YXX,YYXyXyyXXYxYxx,1,63054,8,2
ac19_39390,YYXXXXX,YYYXXXYXXXyX,1,63055,12,2
ac19_39391,YXXyx,YYYXYxyXyyXXXX,2,63057 80223,895,2
ac19_39392,YYXXYx,YYxyxyXyXYXYx,2,63059 113912,28,2
ac19_39393,YXYXX,YYYxxxyXyyXyx,3,63060 64472 125028,24,2
ac19_39395,YXYxyx,YYXYxxxxxYx,4,63062 64508 77068 92997,13,2
ac19_39396,YXyXXyX,YYYXyXYxyxyxxx,1,63064,44,2
ac19_39397,YYXXXyX,YYXYYxyXyXyX,1,63067,49,2
ac19_39398,YXXyx,YYXyyXYXXyxyx,3,63068 90609 139321,10,2
ac19_39399,YXXyx,YYYYXXXyxxyyxx,1,63069,73,2
ac19_39400,YXXYx,YYXXyyXYxyxyxx,1,63072,303,2
ac19_39402,YYXXYx,YYXYxYXyyXyxx,1,63077,13,2
ac19_39403,YXXX,YYXXyXXyyxYYx,1,63079,7,2
ac19_39404,YYXXXYYXXXX,YYXXXYYXXXyx,1,63084,7,2
ac19_39407,YXYXXYx,YYXyxYYXXyx,1,63092,24,2
ac19_39409,YYXXyxx,YYYYxYYxxYXX,1,63100,43,2
ac19_39410,YXXYxxyX,YYXXyxYXXyx,3,63102 77597 130191,11,2
ac19_39412,YXYxyx,YYYxxxYXYYxyx,1,63104,13,2
ac19_39413,YXyXYxx,YYYYXyXXyyxx,1,63106,54,2
ac19_39414,YXXYxxyx,YYYxxxyXX,2,63107 68506,128,2
ac19_39415,YYXXYx,YYYXXYXyxYxYX,1,63112,28,2
ac19_39416,YXXyx,YYXXyyxyxYxxYx,1,63114,19,2
ac19_39419,YXXyx,YYXYXyXyxxYXyx,1,63119,16,2
ac19_39420,YXXXyxYx,YYYxxyXyXYX,1,63120,19,2
ac19_39421,YYXXXXyx,YYYXyyXyXYx,1,63122,16,2
ac19_39422,YYXXYXYYx,YYxYXyxYXX,1,63124,23,2
ac19_39424,YXXX,YYYYYXyxyyxxyyX,1,63128,26,2
ac19_39426,YYXXyx,YYXyyXYxxYXyX,1,63130,21,2
ac19_39427,YXYXyx,YYYxyyXyyXXYx,1,63133,624,2
ac19_39429,YXYXX,YYYXyXyxyyxxx,1,63136,15,2
ac19_39430,YXXYx,YYYXXyXYXYxxyx,1,63143,26,2
ac19_39431,YYXXYxyxx,YYYXyxxYYYx,1,63145,11,2
ac19_39432,YXX,YYXyXXyxYYxYXyX,1,63148,10,2
ac19_39433,YXYxYXYxyx,YXYxYXyXyxx,1,63150,17,2
ac19_39434,YXXyx,YYYXyyxxYxxxyx,1,63151,43,2
ac19_39435,YYXXYx,YYXYXXyyxyxYx,1,63152,17,2
ac19_39436,YXXyx,YYYYXyxxyyxyXXYX,1,63154,297,2
ac19_39437,YXXYx,YYXyxYXyxYXyx,2,63155 154272,15,2
ac19_39438,YXXyx,YYYXyyXYxxyxx,1,63157,17,2
ac19_39439,YXYXYx,YYYXXyyXyxYxx,1,63159,16,2
ac19_39440,YXyXXyX,YYXyyXXYxyx,2,63160 152208,43,2
ac19_39443,YXX,YYYXyyXyXyXYxxx,1,63163,9,2
ac19_39444,YXYxyx,YYXyXYYxxxyxx,1,63164,51,2
ac19_39445,YXXyx,YYYXyyxYxxxxyx,1,63166,28,2
ac19_39446,YXXYx,YYXYxyXYYXXyx,2,63167 72344,44,2
ac19_39448,YXXX,YYYxYxyyxyyxyyx,1,63173,29,2
ac19_39449,YXXyx,YYXXYXyyxxxyyX,1,63175,19,2
ac19_39450,YXXX,YYYXXYXYXyyyX,1,63176,11,2
ac19_39451,YXXyx,YYXyyxYXYXXyxx,1,63177,9,2
ac19_39452,YXXyx,YYXyyXYXXyXXYX,1,63178,87,2
ac19_39453,YXXyx,YYYYXYXyxyyXyx,2,63179 84707,30,2
ac19_39454,YXXyx,YYYXXyxxxxyX,3,63183 98203 134603,7,2
ac19_39456,YXXyx,YYXXXyxyXXXYxx,1,63185,19,2
ac19_39457,YYXXX,YYYXYxyyXXyx,2,63186 110300,12,2
ac19_39458,YXYXyx,YYYXYxxyXyXXX,2,63187 80424,464,2
ac19_39460,YXXYx,YYYXXXyxYxYYXX,1,63191,8,2
ac19_39461,YXXyx,YYXyyxYxyxYxx,3,63192 98532 122489,25,2
ac19_39462,YYXXyxx,YYXYxxyXYx,3,63194 79917 96793,13,2
ac19_39463,YXXXYxx,YYXXXyyxxYx,2,63195 114939,46,2
ac19_39464,YXyXXyx,YYYxyyxYxxyX,1,63201,29,2
ac19_39465,YXXyXyX,YYYYxxxyxyyX,1,63202,95,2
ac19_39466,YXYXyx,YYXXyXXYXYYxx,2,63204 87702,764,2
ac19_39468,YXYXX,YYYXYxxxyyXXyX,1,63207,15,2
ac19_39469,YXYXyx,YYYYxxyXXXX,3,63209 63500 71295,297,2
ac19_39470,YXyXXXyx,YYXyxxyxYXXyx,1,63210,254,2
ac19_39471,YXYXYx,YYYYXYxyXXXYx,1,63213,42,2
ac19_39472,YXXyx,YYYXyxYXyyXyyX,3,63214 69761 127112,8,2
ac19_39474,YXXyx,YYYXYxxyyxyXXX,1,63216,12,2
ac19_39475,YXXYx,YYXXYXyXyyxxYx,1,63218,7,2
ac19_39476,YXXyx,YYYXyxYXXyxyxx,1,63219,19,2
ac19_39477,YXXyx,YYXyXXYXyXYXyX,1,63221,22,2
ac19_39479,YX,YYYxxYXyyXXyx,1,63223,9,2
ac19_39480,YYXXXYx,YYXyXYXYXYYx,1,63226,8,2
ac19_39481,YXXXYxx,YYXXXYxxYxyX,1,63229,18,2
ac19_39482,YYXXyx,YYXXXYxxYXX,4,63230 90166 94336 133817,19,2
ac19_39484,YYXXyx,YYXYxyyXXYx,3,63235 117790 145623,21,2
ac19_39485,YXXYx,YYXyxyXYxxyXyx,1,63236,9,2
ac19_39487,YYXXX,YYYYxyxyyXXyyx,1,63239,16,2
ac19_39488,YXXyxYx,YYXyXYxxxYXX,2,63243 101555,8,2
ac19_39489,YXXyx,YYYXXYXXyyyXXX,1,63245,30,2
ac19_39490,YXYXXXX,YYYxyXYXXXyXyx,1,63249,23,2
ac19_39491,YXXyXYx,YYxyXyxYXX,4,63250 67321 91620 109723,10,2
ac19_39492,YXX,YYYXyyXyxYYxyyx,1,63256,15,2
ac19_39493,YXXXXXX,YYYXXXXyyX,2,63260 78589,11,2
ac19_39494,YXXyx,YYYYXyxyXyXXX,2,63263 75810,228,2
ac19_39495,YXXYx,YYYXyyyXyyxxyx,1,63266,7,2
ac19_39496,YYYXXXX,YXXYxxYXXyX,2,63268 111350,17,2
ac19_39497,YXXyx,YYXYXyyXYxyXXX,1,63269,46,2
ac19_39498,YXXyx,YYYXXyyyXXyX,2,63270 125376,17,2
ac19_39499,YYXXXXX,YYYXYXXXXXyX,2,63271 68457,10,2
ac19_39500,YXYXXYx,YYxxyXXXYxyX,2,63273 67825,17,2
ac19_39501,YYXXyxx,YYXXyXYxxxyx,1,63274,7,2
ac19_39502,YXX,YYYYXyyxYXyXyx,2,63276 114122,8,2
ac19_39503,YXXXX,YYXXyyXYxyx,1,63279,10,2
ac19_39504,YXXyx,YYYXyyxyxxxyxx,2,63280 112834,145,2
ac19_39505,YXXyx,YYYXyxyyXYxx,3,63282 79800 153077,6,2
ac19_39506,YXYXYx,YYYXXyyyxxxyX,1,63285,13,2
ac19_39507,YYXXX,YYYYXXyXXyxyx,2,63286 82492,18,2
ac19_39508,YYXXyxx,YYXXYxYYxx,2,63287 93322,9,2
ac19_39510,YXXyx,YYYXYxyxyyXyyX,2,63289 82873,97,2
ac19_39511,YYXXYx,YYxyXXXYxxxyX,1,63291,19,2
ac19_39512,YYXXX,YYXyyXXYxYXyxx,1,63295,11,2
ac19_39513,YXYXyx,YYYXYXXXXXYYx,1,63297,15,2
ac19_39514,YXXXXYx,YYXyXYXyyxYx,1,63300,8,2
ac19_39516,YXYXYx,YYXXyXyxxxxyX,2,63302 97547,13,2
ac19_39517,YXXX,YYYXXYYXyyyXX,1,63303,11,2
ac19_39518,YXXyx,YYYXXyxxyXXX,3,63304 71757 139988,11,2
ac19_39521,YXXYx,YYYXYxyXXYXyx,2,63308 76445,43,2
ac19_39523,YXXYx,YYXYxxyyxYXyX,2,63315 127355,41,2
ac19_39527,YYXXYx,YYXYxYXyxxyXX,1,63319,6,2
ac19_39529,YXXyx,YYXyxyXXYYXXyX,1,63326,27,2
ac19_39530,YXXYx,YYYxYXyyXXyxx,2,63327 108742,41,2
ac19_39531,YYXXyxxyx,YYXXYxxyyx,1,63329,8,2
ac19_39532,YXXyx,YYXyXXXyxxxxyx,1,63332,18,2
ac19_39533,YXX,YYYXyxyXyyxx,2,63333 73271,8,2
ac19_39534,YXXyx,YYYXXXXXyyxxxx,1,63334,30,2
ac19_39535,YYXXYx,YYXXyxxxxyyXX,1,63335,15,2
ac19_39536,YXXyx,YYYXXXXYXyyxyx,1,63338,21,2
ac19_39537,YXXyx,YYYXyyyXYXYXyX,2,63339 116494,89,2
ac19_39538,YXXYxYxx,YYYxYxyxYXX,1,63341,77,2
ac19_39539,YXXyx,YYXYYXyxxxxyyx,1,63342,34,2
ac19_39540,YXyxYXXyx,YYYXXyxxyx,1,63343,314,2
ac19_39541,YYYXXXYxx,YXYXXyxxx,2,63351 130509,15,2
ac19_39542,YYXXXXyX,YYXXYxyXXyX,1,63354,7,2
ac19_39544,YYXXYXXyyX,YYYxxyyxyyx,5,63359 64712 85657 143016 148846,70,2
ac19_39545,YXXyx,YYYXyyXYxyyyX,3,63360 68442 147082,30,2
ac19_39547,YXYxyx,YYXYxxxYxYxyx,1,63362,8,2
ac19_39548,YYXXXYx,YYXYYXyxYYXX,1,63364,16,2
ac19_39549,YYXXX,YYYXXyXyyxxYX,1,63366,11,2
ac19_39550,YXXyx,YYYXyyXXyyxYYX,1,63367,12,2
ac19_39551,YXXyXYx,YYYXYXyxyXyx,1,63368,12,2
ac19_39552,YXXX,YYxyXYxyXyx,4,63369 89875 122612 137570,8,2
ac19_39553,YXyXXyx,YYxxyxyXXYXyX,3,63370 65476 153068,328,2
ac19_39554,YXXyx,YYXXyyXyyxxxYX,1,63371,19,2
ac19_39555,YXXYx,YYYYXYXyXyx,7,63372 63715 69046 75884 112817 130666 148803,6,2
ac19_39556,YXXyx,YYXXyXyxYYxxyX,1,63378,7,2
ac19_39557,YXXyXyX,YYXYXXyxyyx,3,63382 63871 107176,14,2
ac19_39559,YXYXyx,YYYYXyXXXYxYX,1,63387,395,2
ac19_39560,YXYXYx,YYxYXyyXXyxyx,1,63388,39,2
ac19_39561,YYYXXXXX,YYXXXXyxxYX,1,63391,239,2
ac19_39562,YXXyx,YYXXXyxxxYxyx,4,63392 106004 106591 146746,12,2
ac19_39563,YXXYXXX,YYYXYXXyXyyxx,1,63398,23,2
ac19_39565,YXyXXyx,YYxxxyxyXYXYx,2,63401 79815,636,2
ac19_39566,YXXX,YYYYYxyyXyyyx,2,63403 112588,52,2
ac19_39569,YXXYx,YYYXXyxYYXyx,1,63411,49,2
ac19_39570,YXXyx,YYYXXyXyyXyx,5,63412 85728 88902 94096 152549,6,2
ac19_39571,YXXyx,YYXXYXyyxyxYxx,1,63416,55,2
ac19_39572,YXXYx,YYYYXXyxyxYX,5,63419 65803 110473 121163 141136,336,2
ac19_39573,YYXXyxYXyx,YYXyxxYXXyx,5,63421 82173 90977 92001 94031,28,2
ac19_39575,YXX,YYYXYxYYXyyyXyX,1,63423,13,2
ac19_39576,YXXYx,YYYXXXYXyyxYx,1,63424,9,2
ac19_39577,YXXXXYx,YYYXXXXXyXYxx,1,63426,16,2
ac19_39578,YXX,YYYxxyyXXyyx,1,63427,7,2
ac19_39579,YXYXyx,YYYYxyXXXyxyX,1,63428,68,2
ac19_39580,YXXyx,YYXXXYXyyXYXyX,1,63430,24,2
ac19_39581,YYXXyXyyx,YYXyXXXyyx,1,63432,26,2
ac19_39583,YYXYxxYXyyx,YYYXyyxYYXyyx,4,63437 93274 135470 154932,84,2
ac19_39584,YXXYx,YYXXyXYYxYxYXX,1,63439,10,2
ac19_39585,YXXYx,YYYXXYXXYXyxYx,1,63441,8,2
ac19_39586,YXXyx,YYYXyyxyxyyXYx,2,63442 63845,10,2
ac19_39587,YYXXYYx,YYXXYxyxxyX,3,63443 90809 141068,24,2
ac19_39588,YYXXXyxYx,YYYXXXyxyx,1,63444,39,2
ac19_39589,YYXXYx,YYYXyyXyXYxxx,1,63446,17,2
ac19_39590,YXYXYx,YYXXYxyXXyxxx,1,63447,41,2
ac19_39591,YXXX,YYYYxyXyxyyyx,1,63450,18,2
ac19_39592,YYYXXXYxx,YYYXyXXYxx,1,63454,8,2
ac19_39593,YXXyx,YYXyxxyyXYXyxx,1,63458,9,2
ac19_39595,YXXYx,YYXyyXYXYxyx,5,63460 80596 108930 131542 142520,306,2
ac19_39596,YXYXX,YYYYYXyXXXXyx,2,63462 94027,19,2
ac19_39597,YXXyx,YYYXyxyXyxxxyx,1,63464,80,2
ac19_39598,YYXXXyX,YYYXXyyxYXyX,1,63465,8,2
ac19_39599,YYXXyxx,YYXXYxYXYYx,1,63467,34,2
ac19_39605,YYXXyxx,YYYXYxyyX,4,63473 69053 95078 143869,56,2
ac19_39607,YXyXYxx,YYXXYxxYX,6,63478 70104 109544 121244 125333 146226,11,2
ac19_39609,YYXXyXyyx,YYXYxxxyyX,1,63481,29,2
ac19_39610,YXXyx,YYYXYxyyyXYXyx,2,63484 69454,15,2
ac19_39612,YXXyx,YYYXyyXXXyxYxx,1,63490,9,2
