name,arm,solved,aut_assisted,nodes_explored,budget,cap
ac19_50317,s40_gen,0,1,369,1000,255
ac19_50318,s40_gen,0,1,19,1000,255
ac19_50319,s40_gen,0,1,8,1000,255
ac19_5032,s40_gen,0,1,13,1000,255
ac19_50320,s40_gen,0,1,16,1000,255
ac19_50321,s40_gen,0,1,19,1000,255
ac19_50322,s40_gen,1,0,7,1000,255
ac19_50323,s40_gen,0,1,15,1000,255
ac19_50324,s40_gen,0,1,12,1000,255
ac19_50325,s40_gen,0,1,25,1000,255
ac19_50326,s40_gen,0,1,15,1000,255
ac19_50327,s40_gen,0,1,9,1000,255
ac19_50328,s40_gen,0,1,9,1000,255
ac19_50329,s40_gen,0,1,135,1000,255
ac19_5033,s40_gen,0,1,35,1000,255
ac19_50330,s40_gen,0,1,12,1000,255
ac19_50331,s40_gen,0,1,12,1000,255
ac19_50332,s40_gen,1,0,11,1000,255
ac19_50333,s40_gen,0,1,7,1000,255
ac19_50334,s40_gen,0,1,12,1000,255
ac19_50335,s40_gen,1,0,10,1000,255
ac19_50336,s40_gen,1,0,9,1000,255
ac19_50337,s40_gen,0,1,8,1000,255
ac19_50338,s40_gen,0,1,6,1000,255
ac19_50339,s40_gen,0,1,31,1000,255
ac19_5034,s40_gen,0,1,28,1000,255
ac19_50340,s40_gen,0,1,23,1000,255
ac19_50341,s40_gen,0,1,10,1000,255
ac19_50342,s40_gen,0,1,6,1000,255
ac19_50343,s40_gen,0,1,7,1000,255
ac19_50344,s40_gen,0,1,7,1000,255
ac19_50345,s40_gen,0,1,22,1000,255
ac19_50346,s40_gen,0,1,52,1000,255
ac19_50347,s40_gen,0,1,16,1000,255
ac19_50348,s40_gen,1,0,5,1000,255
ac19_50349,s40_gen,1,0,5,1000,255
ac19_5035,s40_gen,1,0,3,1000,255
ac19_50350,s40_gen,0,1,26,1000,255
ac19_50351,s40_gen,1,0,5,1000,255
ac19_50352,s40_gen,0,1,8,1000,255
ac19_50353,s40_gen,1,0,5,1000,255
ac19_50354,s40_gen,0,1,176,1000,255
ac19_50355,s40_gen,0,1,8,1000,255
ac19_50356,s40_gen,0,1,36,1000,255
ac19_50357,s40_gen,0,1,9,1000,255
ac19_50358,s40_gen,1,0,5,1000,255
ac19_50359,s40_gen,0,1,26,1000,255
ac19_5036,s40_gen,0,0,1000,1000,255
ac19_50360,s40_gen,1,0,9,1000,255
ac19_50361,s40_gen,0,1,13,1000,255
ac19_50362,s40_gen,0,1,17,1000,255
ac19_50363,s40_gen,0,1,183,1000,255
ac19_50364,s40_gen,0,1,9,1000,255
ac19_50365,s40_gen,0,1,606,1000,255
ac19_50366,s40_gen,1,0,5,1000,255
ac19_50367,s40_gen,0,1,94,1000,255
ac19_50368,s40_gen,0,1,10,1000,255
ac19_50369,s40_gen,0,1,136,1000,255
ac19_5037,s40_gen,0,1,25,1000,255
ac19_50370,s40_gen,0,1,21,1000,255
ac19_50371,s40_gen,0,1,97,1000,255
ac19_50372,s40_gen,0,1,18,1000,255
ac19_50373,s40_gen,0,1,13,1000,255
ac19_50374,s40_gen,1,0,9,1000,255
ac19_50375,s40_gen,0,1,18,1000,255
ac19_50376,s40_gen,0,1,17,1000,255
ac19_50377,s40_gen,0,1,74,1000,255
ac19_50378,s40_gen,0,0,1000,1000,255
ac19_50379,s40_gen,0,0,1000,1000,255
ac19_5038,s40_gen,1,0,4,1000,255
ac19_50380,s40_gen,0,1,26,1000,255
ac19_50381,s40_gen,1,0,8,1000,255
ac19_50382,s40_gen,1,0,11,1000,255
ac19_50383,s40_gen,1,0,10,1000,255
ac19_50384,s40_gen,0,1,23,1000,255
ac19_50385,s40_gen,0,1,21,1000,255
ac19_50386,s40_gen,0,1,7,1000,255
ac19_50387,s40_gen,0,0,1000,1000,255
ac19_50388,s40_gen,0,1,347,1000,255
ac19_50389,s40_gen,1,0,8,1000,255
ac19_5039,s40_gen,0,1,11,1000,255
ac19_50390,s40_gen,0,1,221,1000,255
ac19_50391,s40_gen,0,1,742,1000,255
ac19_50392,s40_gen,0,1,6,1000,255
ac19_50393,s40_gen,0,1,17,1000,255
ac19_50394,s40_gen,0,1,20,1000,255
ac19_50395,s40_gen,0,1,14,1000,255
ac19_50396,s40_gen,0,1,17,1000,255
ac19_50397,s40_gen,0,1,7,1000,255
ac19_50398,s40_gen,1,0,11,1000,255
ac19_50399,s40_gen,0,1,22,1000,255
ac19_504,s40_gen,0,1,7,1000,255
ac19_5040,s40_gen,0,1,12,1000,255
ac19_50400,s40_gen,0,1,10,1000,255
ac19_50401,s40_gen,0,1,18,1000,255
ac19_50402,s40_gen,0,1,12,1000,255
ac19_50403,s40_gen,1,0,7,1000,255
ac19_50404,s40_gen,0,1,470,1000,255
ac19_50405,s40_gen,0,1,6,1000,255
ac19_50406,s40_gen,0,1,231,1000,255
ac19_50407,s40_gen,0,1,24,1000,255
ac19_50408,s40_gen,0,1,23,1000,255
ac19_50409,s40_gen,0,1,20,1000,255
ac19_5041,s40_gen,0,1,19,1000,255
ac19_50410,s40_gen,0,1,14,1000,255
ac19_50411,s40_gen,0,1,232,1000,255
ac19_50412,s40_gen,0,1,8,1000,255
ac19_50413,s40_gen,0,1,7,1000,255
ac19_50414,s40_gen,0,1,438,1000,255
ac19_50415,s40_gen,1,0,8,1000,255
ac19_50416,s40_gen,0,1,6,1000,255
ac19_50417,s40_gen,0,1,8,1000,255
ac19_50418,s40_gen,0,1,31,1000,255
ac19_50419,s40_gen,0,1,15,1000,255
ac19_5042,s40_gen,0,1,16,1000,255
ac19_50420,s40_gen,0,1,16,1000,255
ac19_50421,s40_gen,0,1,19,1000,255
ac19_50422,s40_gen,1,0,8,1000,255
ac19_50423,s40_gen,0,1,8,1000,255
ac19_50424,s40_gen,0,1,15,1000,255
ac19_50425,s40_gen,0,1,15,1000,255
ac19_50426,s40_gen,0,1,42,1000,255
ac19_50427,s40_gen,1,0,5,1000,255
ac19_50428,s40_gen,0,0,1000,1000,255
ac19_50429,s40_gen,1,0,11,1000,255
ac19_5043,s40_gen,0,1,18,1000,255
ac19_50430,s40_gen,0,1,59,1000,255
ac19_50431,s40_gen,1,0,6,1000,255
ac19_50432,s40_gen,0,1,44,1000,255
ac19_50433,s40_gen,0,1,127,1000,255
ac19_50434,s40_gen,0,1,6,1000,255
ac19_50435,s40_gen,0,1,65,1000,255
ac19_50436,s40_gen,0,1,16,1000,255
ac19_50437,s40_gen,0,1,15,1000,255
ac19_50438,s40_gen,0,1,7,1000,255
ac19_50439,s40_gen,0,1,154,1000,255
ac19_5044,s40_gen,0,1,9,1000,255
ac19_50440,s40_gen,0,1,108,1000,255
ac19_50441,s40_gen,0,1,11,1000,255
ac19_50442,s40_gen,0,1,22,1000,255
ac19_50443,s40_gen,0,1,24,1000,255
ac19_50444,s40_gen,0,1,16,1000,255
ac19_50445,s40_gen,0,1,68,1000,255
ac19_50446,s40_gen,0,1,31,1000,255
ac19_50447,s40_gen,0,1,46,1000,255
ac19_50448,s40_gen,0,1,24,1000,255
ac19_50449,s40_gen,0,1,18,1000,255
ac19_5045,s40_gen,0,1,9,1000,255
ac19_50450,s40_gen,0,1,53,1000,255
ac19_50451,s40_gen,1,0,5,1000,255
ac19_50452,s40_gen,0,1,73,1000,255
ac19_50453,s40_gen,0,1,214,1000,255
ac19_50454,s40_gen,0,1,21,1000,255
ac19_50455,s40_gen,0,1,23,1000,255
ac19_50456,s40_gen,0,1,19,1000,255
ac19_50457,s40_gen,1,0,6,1000,255
ac19_50458,s40_gen,0,1,45,1000,255
ac19_50459,s40_gen,0,1,35,1000,255
ac19_5046,s40_gen,0,1,11,1000,255
ac19_50460,s40_gen,0,1,7,1000,255
ac19_50461,s40_gen,0,1,609,1000,255
ac19_50462,s40_gen,0,1,113,1000,255
ac19_50463,s40_gen,0,1,11,1000,255
ac19_50464,s40_gen,1,0,6,1000,255
ac19_50465,s40_gen,0,1,10,1000,255
ac19_50466,s40_gen,0,1,42,1000,255
ac19_50467,s40_gen,0,0,1000,1000,255
ac19_50468,s40_gen,0,1,15,1000,255
ac19_50469,s40_gen,0,1,395,1000,255
ac19_5047,s40_gen,0,1,7,1000,255
ac19_50470,s40_gen,0,1,9,1000,255
ac19_50471,s40_gen,0,1,64,1000,255
ac19_50472,s40_gen,0,1,7,1000,255
ac19_50473,s40_gen,0,1,50,1000,255
ac19_50474,s40_gen,0,1,5,1000,255
ac19_50475,s40_gen,0,1,15,1000,255
ac19_50476,s40_gen,1,0,7,1000,255
ac19_50477,s40_gen,0,1,365,1000,255
ac19_50478,s40_gen,0,1,128,1000,255
ac19_50479,s40_gen,0,1,68,1000,255
ac19_5048,s40_gen,1,0,4,1000,255
ac19_50480,s40_gen,0,1,364,1000,255
ac19_50481,s40_gen,0,1,7,1000,255
ac19_50482,s40_gen,1,0,9,1000,255
ac19_50483,s40_gen,0,1,163,1000,255
ac19_50484,s40_gen,1,0,7,1000,255
ac19_50485,s40_gen,0,1,22,1000,255
ac19_50486,s40_gen,1,0,15,1000,255
ac19_50487,s40_gen,0,1,16,1000,255
ac19_50488,s40_gen,0,1,6,1000,255
ac19_50489,s40_gen,0,1,19,1000,255
ac19_5049,s40_gen,0,1,8,1000,255
ac19_50490,s40_gen,0,1,18,1000,255
ac19_50491,s40_gen,0,1,62,1000,255
ac19_50492,s40_gen,0,1,17,1000,255
ac19_50493,s40_gen,0,1,5,1000,255
ac19_50494,s40_gen,0,1,48,1000,255
ac19_50495,s40_gen,0,1,10,1000,255
ac19_50496,s40_gen,0,1,27,1000,255
ac19_50497,s40_gen,0,1,272,1000,255
ac19_50498,s40_gen,0,1,39,1000,255
ac19_50499,s40_gen,0,1,189,1000,255
ac19_505,s40_gen,0,1,9,1000,255
ac19_5050,s40_gen,0,1,7,1000,255
ac19_50500,s40_gen,0,1,13,1000,255
ac19_50501,s40_gen,0,1,6,1000,255
ac19_50502,s40_gen,0,1,37,1000,255
ac19_50503,s40_gen,0,1,14,1000,255
ac19_50504,s40_gen,0,1,11,1000,255
ac19_50505,s40_gen,0,1,15,1000,255
ac19_50506,s40_gen,0,1,13,1000,255
ac19_50507,s40_gen,0,1,14,1000,255
ac19_50508,s40_gen,0,1,11,1000,255
ac19_50509,s40_gen,1,0,7,1000,255
ac19_5051,s40_gen,0,1,135,1000,255
ac19_50510,s40_gen,0,1,7,1000,255
ac19_50511,s40_gen,1,0,18,1000,255
ac19_50512,s40_gen,1,0,12,1000,255
ac19_50513,s40_gen,1,0,26,1000,255
ac19_50514,s40_gen,1,0,7,1000,255
ac19_50515,s40_gen,0,1,21,1000,255
ac19_50516,s40_gen,0,1,6,1000,255
ac19_50517,s40_gen,0,1,40,1000,255
ac19_50518,s40_gen,0,1,56,1000,255
ac19_50519,s40_gen,0,1,12,1000,255
ac19_5052,s40_gen,0,1,12,1000,255
ac19_50520,s40_gen,0,1,45,1000,255
ac19_50521,s40_gen,0,1,11,1000,255
ac19_50522,s40_gen,0,1,41,1000,255
ac19_50523,s40_gen,0,1,56,1000,255
ac19_50524,s40_gen,0,1,8,1000,255
ac19_50525,s40_gen,0,1,15,1000,255
ac19_50526,s40_gen,0,1,622,1000,255
ac19_50527,s40_gen,0,1,10,1000,255
ac19_50528,s40_gen,0,1,9,1000,255
ac19_50529,s40_gen,0,1,27,1000,255
ac19_5053,s40_gen,0,1,141,1000,255
ac19_50530,s40_gen,1,0,8,1000,255
ac19_50531,s40_gen,0,1,17,1000,255
ac19_50532,s40_gen,0,1,9,1000,255
ac19_50533,s40_gen,0,1,12,1000,255
ac19_50534,s40_gen,1,0,4,1000,255
ac19_50535,s40_gen,0,0,1000,1000,255
ac19_50536,s40_gen,0,1,13,1000,255
ac19_50537,s40_gen,0,1,9,1000,255
ac19_50538,s40_gen,0,1,16,1000,255
ac19_50539,s40_gen,0,1,31,1000,255
ac19_5054,s40_gen,1,0,8,1000,255
ac19_50540,s40_gen,0,1,10,1000,255
ac19_50541,s40_gen,1,0,5,1000,255
ac19_50542,s40_gen,1,0,10,1000,255
ac19_50543,s40_gen,0,1,47,1000,255
ac19_50544,s40_gen,0,1,7,1000,255
ac19_50545,s40_gen,0,1,15,1000,255
ac19_50546,s40_gen,0,1,23,1000,255
ac19_50547,s40_gen,0,1,28,1000,255
ac19_50548,s40_gen,0,1,20,1000,255
ac19_50549,s40_gen,0,1,15,1000,255
ac19_5055,s40_gen,0,1,42,1000,255
ac19_50550,s40_gen,0,1,18,1000,255
ac19_50551,s40_gen,0,1,10,1000,255
ac19_50552,s40_gen,0,1,8,1000,255
ac19_50553,s40_gen,0,1,90,1000,255
ac19_50554,s40_gen,0,1,8,1000,255
ac19_50555,s40_gen,1,0,15,1000,255
ac19_50556,s40_gen,0,1,8,1000,255
ac19_50557,s40_gen,0,1,12,1000,255
ac19_50558,s40_gen,0,0,1000,1000,255
ac19_50559,s40_gen,1,0,7,1000,255
ac19_5056,s40_gen,1,0,8,1000,255
ac19_50560,s40_gen,1,0,5,1000,255
ac19_50561,s40_gen,0,1,39,1000,255
ac19_50562,s40_gen,0,1,94,1000,255
ac19_50563,s40_gen,1,0,7,1000,255
ac19_50564,s40_gen,0,1,36,1000,255
ac19_50565,s40_gen,1,0,9,1000,255
ac19_50566,s40_gen,0,1,10,1000,255
ac19_50567,s40_gen,0,1,6,1000,255
ac19_50568,s40_gen,0,1,25,1000,255
ac19_50569,s40_gen,0,1,10,1000,255
ac19_5057,s40_gen,0,1,104,1000,255
ac19_50570,s40_gen,0,1,42,1000,255
ac19_50571,s40_gen,0,1,7,1000,255
ac19_50572,s40_gen,0,1,11,1000,255
ac19_50573,s40_gen,0,1,9,1000,255
ac19_50574,s40_gen,0,1,6,1000,255
ac19_50575,s40_gen,0,1,7,1000,255
ac19_50576,s40_gen,0,1,17,1000,255
ac19_50577,s40_gen,0,1,11,1000,255
ac19_50578,s40_gen,0,1,8,1000,255
ac19_50579,s40_gen,0,1,16,1000,255
ac19_5058,s40_gen,0,1,27,1000,255
ac19_50580,s40_gen,0,1,9,1000,255
ac19_50581,s40_gen,0,1,10,1000,255
ac19_50582,s40_gen,0,1,186,1000,255
ac19_50583,s40_gen,0,1,113,1000,255
ac19_50584,s40_gen,0,1,29,1000,255
ac19_50585,s40_gen,0,1,14,1000,255
ac19_50586,s40_gen,0,1,85,1000,255
ac19_50587,s40_gen,0,1,254,1000,255
ac19_50588,s40_gen,0,1,15,1000,255
ac19_50589,s40_gen,0,1,11,1000,255
ac19_5059,s40_gen,0,1,25,1000,255
ac19_50590,s40_gen,0,1,7,1000,255
ac19_50591,s40_gen,0,1,11,1000,255
ac19_50592,s40_gen,0,1,7,1000,255
ac19_50593,s40_gen,0,1,9,1000,255
ac19_50594,s40_gen,0,1,18,1000,255
ac19_50595,s40_gen,0,1,6,1000,255
ac19_50596,s40_gen,0,1,50,1000,255
ac19_50597,s40_gen,0,1,17,1000,255
ac19_50598,s40_gen,0,1,8,1000,255
ac19_50599,s40_gen,0,1,47,1000,255
ac19_506,s40_gen,0,1,14,1000,255
ac19_5060,s40_gen,0,1,23,1000,255
ac19_50600,s40_gen,0,1,11,1000,255
ac19_50601,s40_gen,1,0,4,1000,255
ac19_50602,s40_gen,1,0,10,1000,255
ac19_50603,s40_gen,0,1,40,1000,255
ac19_50604,s40_gen,0,1,13,1000,255
ac19_50605,s40_gen,0,1,8,1000,255
ac19_50606,s40_gen,0,1,15,1000,255
ac19_50607,s40_gen,0,1,788,1000,255
ac19_50608,s40_gen,0,1,18,1000,255
ac19_50609,s40_gen,1,0,4,1000,255
ac19_5061,s40_gen,1,0,11,1000,255
ac19_50610,s40_gen,0,0,1000,1000,255
ac19_50611,s40_gen,0,1,24,1000,255
ac19_50612,s40_gen,0,1,13,1000,255
ac19_50613,s40_gen,0,1,15,1000,255
ac19_50614,s40_gen,1,0,7,1000,255
ac19_50615,s40_gen,0,1,146,1000,255
ac19_50616,s40_gen,0,1,43,1000,255
ac19_50617,s40_gen,0,1,13,1000,255
ac19_50618,s40_gen,0,1,32,1000,255
ac19_50619,s40_gen,1,0,5,1000,255
ac19_5062,s40_gen,0,1,15,1000,255
ac19_50620,s40_gen,0,1,13,1000,255
ac19_50621,s40_gen,0,1,29,1000,255
ac19_50622,s40_gen,0,1,45,1000,255
ac19_50623,s40_gen,0,1,10,1000,255
ac19_50624,s40_gen,0,1,75,1000,255
ac19_50625,s40_gen,0,1,8,1000,255
ac19_50626,s40_gen,0,1,13,1000,255
ac19_50627,s40_gen,0,1,11,1000,255
ac19_50628,s40_gen,0,1,7,1000,255
ac19_50629,s40_gen,0,1,17,1000,255
ac19_5063,s40_gen,0,1,130,1000,255
ac19_50630,s40_gen,0,1,10,1000,255
ac19_50631,s40_gen,0,1,7,1000,255
ac19_50632,s40_gen,0,1,145,1000,255
ac19_50633,s40_gen,0,1,19,1000,255
ac19_50634,s40_gen,0,1,12,1000,255
ac19_50635,s40_gen,1,0,8,1000,255
ac19_50636,s40_gen,1,0,6,1000,255
ac19_50637,s40_gen,0,1,20,1000,255
ac19_50638,s40_gen,0,1,10,1000,255
ac19_50639,s40_gen,1,0,11,1000,255
ac19_5064,s40_gen,0,1,113,1000,255
ac19_50640,s40_gen,0,1,53,1000,255
ac19_50641,s40_gen,0,1,28,1000,255
ac19_50642,s40_gen,1,0,9,1000,255
ac19_50643,s40_gen,0,1,12,1000,255
ac19_50644,s40_gen,0,1,5,1000,255
ac19_50645,s40_gen,0,1,7,1000,255
ac19_50646,s40_gen,1,0,5,1000,255
ac19_50647,s40_gen,0,1,15,1000,255
ac19_50648,s40_gen,1,0,9,1000,255
ac19_50649,s40_gen,0,1,50,1000,255
ac19_5065,s40_gen,0,1,13,1000,255
ac19_50650,s40_gen,0,1,12,1000,255
ac19_50651,s40_gen,0,1,18,1000,255
ac19_50652,s40_gen,1,0,9,1000,255
ac19_50653,s40_gen,0,1,7,1000,255
ac19_50654,s40_gen,1,0,7,1000,255
ac19_50655,s40_gen,1,0,4,1000,255
ac19_50656,s40_gen,1,0,5,1000,255
ac19_50657,s40_gen,0,1,44,1000,255
ac19_50658,s40_gen,0,1,8,1000,255
ac19_50659,s40_gen,0,1,8,1000,255
ac19_5066,s40_gen,0,1,18,1000,255
ac19_50660,s40_gen,0,1,49,1000,255
ac19_50661,s40_gen,0,1,72,1000,255
ac19_50662,s40_gen,0,1,12,1000,255
ac19_50663,s40_gen,0,1,11,1000,255
ac19_50664,s40_gen,0,0,1000,1000,255
ac19_50665,s40_gen,0,1,18,1000,255
ac19_50666,s40_gen,1,0,13,1000,255
ac19_50667,s40_gen,0,1,10,1000,255
ac19_50668,s40_gen,0,1,35,1000,255
ac19_50669,s40_gen,0,1,61,1000,255
ac19_5067,s40_gen,0,1,34,1000,255
ac19_50670,s40_gen,0,1,5,1000,255
ac19_50671,s40_gen,1,0,5,1000,255
ac19_50672,s40_gen,0,1,21,1000,255
ac19_50673,s40_gen,0,1,8,1000,255
ac19_50674,s40_gen,0,1,94,1000,255
ac19_50675,s40_gen,0,1,7,1000,255
ac19_50676,s40_gen,0,1,50,1000,255
ac19_50677,s40_gen,0,1,33,1000,255
ac19_50678,s40_gen,0,1,180,1000,255
ac19_50679,s40_gen,1,0,7,1000,255
ac19_5068,s40_gen,0,1,39,1000,255
ac19_50680,s40_gen,1,0,7,1000,255
ac19_50681,s40_gen,0,1,8,1000,255
ac19_50682,s40_gen,1,0,7,1000,255
ac19_50683,s40_gen,0,1,22,1000,255
ac19_50684,s40_gen,0,1,32,1000,255
ac19_50685,s40_gen,1,0,11,1000,255
ac19_50686,s40_gen,0,1,9,1000,255
ac19_50687,s40_gen,0,1,7,1000,255
ac19_50688,s40_gen,0,1,48,1000,255
ac19_50689,s40_gen,0,1,8,1000,255
ac19_5069,s40_gen,0,1,13,1000,255
ac19_50690,s40_gen,0,1,30,1000,255
ac19_50691,s40_gen,0,1,13,1000,255
ac19_50692,s40_gen,0,1,10,1000,255
ac19_50693,s40_gen,0,1,42,1000,255
ac19_50694,s40_gen,0,1,147,1000,255
ac19_50695,s40_gen,1,0,6,1000,255
ac19_50696,s40_gen,0,1,14,1000,255
ac19_50697,s40_gen,0,1,122,1000,255
ac19_50698,s40_gen,0,1,82,1000,255
ac19_50699,s40_gen,0,1,7,1000,255
ac19_507,s40_gen,0,1,25,1000,255
ac19_5070,s40_gen,0,1,15,1000,255
ac19_50700,s40_gen,0,1,7,1000,255
ac19_50701,s40_gen,0,1,11,1000,255
ac19_50702,s40_gen,1,0,5,1000,255
ac19_50703,s40_gen,0,1,7,1000,255
ac19_50704,s40_gen,0,1,14,1000,255
ac19_50705,s40_gen,0,1,10,1000,255
ac19_50706,s40_gen,1,0,7,1000,255
ac19_50707,s40_gen,0,1,10,1000,255
ac19_50708,s40_gen,0,1,9,1000,255
ac19_50709,s40_gen,1,0,7,1000,255
ac19_5071,s40_gen,0,1,10,1000,255
ac19_50710,s40_gen,0,1,6,1000,255
ac19_50711,s40_gen,0,1,14,1000,255
ac19_50712,s40_gen,0,1,27,1000,255
ac19_50713,s40_gen,0,1,28,1000,255
ac19_50714,s40_gen,0,1,12,1000,255
ac19_50715,s40_gen,0,1,23,1000,255
ac19_50716,s40_gen,0,1,23,1000,255
ac19_50717,s40_gen,0,1,416,1000,255
ac19_50718,s40_gen,0,1,6,1000,255
ac19_50719,s40_gen,0,1,10,1000,255
ac19_5072,s40_gen,0,1,19,1000,255
ac19_50720,s40_gen,0,1,15,1000,255
ac19_50721,s40_gen,0,0,1000,1000,255
ac19_50722,s40_gen,0,1,161,1000,255
ac19_50723,s40_gen,0,1,135,1000,255
ac19_50724,s40_gen,0,1,16,1000,255
ac19_50725,s40_gen,0,1,165,1000,255
ac19_50726,s40_gen,0,1,185,1000,255
ac19_50727,s40_gen,0,1,6,1000,255
ac19_50728,s40_gen,0,1,27,1000,255
ac19_50729,s40_gen,0,1,6,1000,255
ac19_5073,s40_gen,0,1,62,1000,255
ac19_50730,s40_gen,1,0,9,1000,255
ac19_50731,s40_gen,0,1,24,1000,255
ac19_50732,s40_gen,0,1,63,1000,255
ac19_50733,s40_gen,0,1,15,1000,255
ac19_50734,s40_gen,0,1,35,1000,255
ac19_50735,s40_gen,0,1,7,1000,255
ac19_50736,s40_gen,0,1,14,1000,255
ac19_50737,s40_gen,0,1,12,1000,255
ac19_50738,s40_gen,0,1,17,1000,255
ac19_50739,s40_gen,1,0,4,1000,255
ac19_5074,s40_gen,1,0,5,1000,255
ac19_50740,s40_gen,0,1,74,1000,255
ac19_50741,s40_gen,0,1,10,1000,255
ac19_50742,s40_gen,0,1,17,1000,255
ac19_50743,s40_gen,0,1,18,1000,255
ac19_50744,s40_gen,0,1,10,1000,255
ac19_50745,s40_gen,0,1,16,1000,255
ac19_50746,s40_gen,1,0,5,1000,255
ac19_50747,s40_gen,0,1,8,1000,255
ac19_50748,s40_gen,0,1,13,1000,255
ac19_50749,s40_gen,0,1,21,1000,255
ac19_5075,s40_gen,0,1,12,1000,255
ac19_50750,s40_gen,1,0,5,1000,255
ac19_50751,s40_gen,0,0,1000,1000,255
ac19_50752,s40_gen,0,1,10,1000,255
ac19_50753,s40_gen,0,1,8,1000,255
ac19_50754,s40_gen,0,1,35,1000,255
ac19_50755,s40_gen,0,1,26,1000,255
ac19_50756,s40_gen,1,0,28,1000,255
ac19_50757,s40_gen,0,1,14,1000,255
ac19_50758,s40_gen,0,1,15,1000,255
ac19_50759,s40_gen,1,0,15,1000,255
ac19_5076,s40_gen,0,1,91,1000,255
ac19_50760,s40_gen,0,1,220,1000,255
ac19_50761,s40_gen,0,0,1000,1000,255
ac19_50762,s40_gen,0,1,57,1000,255
ac19_50763,s40_gen,0,1,109,1000,255
ac19_50764,s40_gen,0,1,9,1000,255
ac19_50765,s40_gen,0,1,41,1000,255
ac19_50766,s40_gen,0,1,10,1000,255
ac19_50767,s40_gen,1,0,6,1000,255
ac19_50768,s40_gen,1,0,5,1000,255
ac19_50769,s40_gen,1,0,5,1000,255
ac19_5077,s40_gen,0,1,30,1000,255
ac19_50770,s40_gen,1,0,8,1000,255
ac19_50771,s40_gen,0,1,10,1000,255
ac19_50772,s40_gen,0,1,9,1000,255
ac19_50773,s40_gen,0,1,12,1000,255
ac19_50774,s40_gen,0,1,6,1000,255
ac19_50775,s40_gen,0,1,51,1000,255
ac19_50776,s40_gen,0,1,16,1000,255
ac19_50777,s40_gen,0,1,7,1000,255
ac19_50778,s40_gen,0,1,10,1000,255
ac19_50779,s40_gen,1,0,5,1000,255
ac19_5078,s40_gen,0,1,7,1000,255
ac19_50780,s40_gen,0,1,6,1000,255
ac19_50781,s40_gen,0,1,7,1000,255
ac19_50782,s40_gen,0,1,14,1000,255
ac19_50783,s40_gen,0,1,6,1000,255
ac19_50784,s40_gen,0,1,16,1000,255
ac19_50785,s40_gen,0,1,53,1000,255
ac19_50786,s40_gen,0,1,34,1000,255
ac19_50787,s40_gen,0,1,9,1000,255
ac19_50788,s40_gen,0,1,9,1000,255
ac19_50789,s40_gen,0,1,88,1000,255
ac19_5079,s40_gen,0,1,65,1000,255
ac19_50790,s40_gen,0,1,8,1000,255
ac19_50791,s40_gen,1,0,5,1000,255
ac19_50792,s40_gen,0,1,165,1000,255
ac19_50793,s40_gen,1,0,5,1000,255
ac19_50794,s40_gen,1,0,8,1000,255
ac19_50795,s40_gen,0,1,10,1000,255
ac19_50796,s40_gen,0,1,14,1000,255
ac19_50797,s40_gen,0,1,10,1000,255
ac19_50798,s40_gen,1,0,9,1000,255
ac19_50799,s40_gen,0,1,8,1000,255
ac19_508,s40_gen,0,1,9,1000,255
ac19_5080,s40_gen,1,0,4,1000,255
ac19_50800,s40_gen,0,1,7,1000,255
ac19_50801,s40_gen,0,1,14,1000,255
ac19_50802,s40_gen,0,1,19,1000,255
ac19_50803,s40_gen,0,1,24,1000,255
ac19_50804,s40_gen,0,1,28,1000,255
ac19_50805,s40_gen,0,1,7,1000,255
ac19_50806,s40_gen,0,1,32,1000,255
ac19_50807,s40_gen,0,1,5,1000,255
ac19_50808,s40_gen,0,1,210,1000,255
ac19_50809,s40_gen,0,1,17,1000,255
ac19_5081,s40_gen,0,1,17,1000,255
ac19_50810,s40_gen,0,0,1000,1000,255
ac19_50811,s40_gen,0,1,20,1000,255
ac19_50812,s40_gen,0,1,25,1000,255
ac19_50813,s40_gen,0,1,87,1000,255
ac19_50814,s40_gen,0,1,14,1000,255
ac19_50815,s40_gen,1,0,8,1000,255
ac19_50816,s40_gen,0,1,20,1000,255
ac19_50817,s40_gen,0,1,29,1000,255
ac19_50818,s40_gen,0,1,22,1000,255
ac19_50819,s40_gen,0,1,15,1000,255
ac19_5082,s40_gen,1,0,14,1000,255
ac19_50820,s40_gen,0,1,14,1000,255
ac19_50821,s40_gen,1,0,9,1000,255
ac19_50822,s40_gen,0,1,273,1000,255
ac19_50823,s40_gen,0,1,12,1000,255
ac19_50824,s40_gen,0,1,38,1000,255
ac19_50825,s40_gen,0,1,6,1000,255
ac19_50826,s40_gen,0,1,295,1000,255
ac19_50827,s40_gen,0,0,1000,1000,255
ac19_50828,s40_gen,0,1,14,1000,255
ac19_50829,s40_gen,1,0,6,1000,255
ac19_5083,s40_gen,0,1,161,1000,255
ac19_50830,s40_gen,0,1,13,1000,255
ac19_50831,s40_gen,0,1,78,1000,255
ac19_50832,s40_gen,0,1,46,1000,255
ac19_50833,s40_gen,0,1,48,1000,255
ac19_50834,s40_gen,0,1,8,1000,255
ac19_50835,s40_gen,0,1,11,1000,255
ac19_50836,s40_gen,1,0,7,1000,255
ac19_50837,s40_gen,0,1,21,1000,255
ac19_50838,s40_gen,0,1,47,1000,255
ac19_50839,s40_gen,0,1,95,1000,255
ac19_5084,s40_gen,0,1,8,1000,255
