representation,preproc,metric,algorithm,k,ari,nmi,bal_acc
ring_autocorr,z-length,euclidean,complete,5,0.019785377671105425,0.0688606399106226,0.5689041019647131
ring_autocorr,z-length,euclidean,spectral,3,0.01977467161816995,0.020663132244386293,0.5910279957700229
kmer2,z-length,euclidean,single,6,0.01969830363783391,0.0691141531012563,0.5366783547615072
all,z-length,correlation,single,5,0.019695586737053364,0.06548343126869889,0.5353982300884956
letters,z-length,cosine,single,5,0.019692869821213026,0.0630012420309757,0.5353982300884956
letters,z-length,correlation,single,5,0.019692869821213026,0.0630012420309757,0.5353982300884956
all,z-length,euclidean,single,6,0.019641551447176917,0.06512500235386295,0.5353982300884956
ring_spectrum,z,euclidean,single,2,0.019543923407518933,0.05027994763349021,0.5265486725663717
ring_spectrum,z,euclidean,dbscan_q20,2,0.019543923407518933,0.05027994763349021,0.5265486725663717
knots+ring,z,euclidean,complete,3,0.019273064888477486,0.04965109687397701,0.5265486725663717
knots+ring,z+pca10,cosine,single,3,0.01922729223886902,0.011590383864728425,0.5529582011465465
whitehead,z,cosine,single,3,0.019077405842846926,0.1262376572546693,0.6511938554015695
whitehead,z,cosine,dbscan_q10,3,0.019077405842846926,0.12623765725466915,0.6511938554015695
whitehead,z,correlation,single,3,0.019077405842846926,0.1262376572546693,0.6511938554015695
whitehead,z,correlation,dbscan_q10,3,0.019077405842846926,0.12623765725466915,0.6511938554015695
whitehead,z+pca10,cosine,single,3,0.019077405842846926,0.1262376572546693,0.6511938554015695
whitehead,z+pca10,cosine,dbscan_q10,3,0.019077405842846926,0.12623765725466915,0.6511938554015695
whitehead,z+pca10,correlation,single,3,0.019077405842846926,0.1262376572546693,0.6511938554015695
whitehead,z+pca10,correlation,dbscan_q10,3,0.019077405842846926,0.12623765725466915,0.6511938554015695
kmer2,z,euclidean,single,4,0.018937328880212902,0.061035976169311675,0.5322535760004452
kmer2,z-length,euclidean,single,4,0.018937328880212902,0.061035976169311675,0.5322535760004452
kmer2,z-length,cosine,single,4,0.018937328880212902,0.061035976169311675,0.5322535760004452
kmer2,z-length,correlation,single,4,0.018937328880212902,0.061035976169311675,0.5322535760004452
kmer23,z,cosine,single,4,0.018937328880212902,0.06103597616931169,0.5322535760004452
kmer23,z,correlation,single,4,0.018937328880212902,0.06103597616931169,0.5322535760004452
kmer2,z-length,euclidean,dbscan_q20,3,0.018931886931629928,0.054491760198116114,0.5309734513274337
kmer2,z-length,cosine,ward,3,0.01888756524884665,0.017675483331373358,0.5821784382478989
kmer2,z-length,correlation,ward,3,0.01888756524884665,0.017675483331373358,0.5821784382478989
kmer23,z+pca10,euclidean,average,6,0.018844744706199953,0.13629746328481826,0.6132910335615295
ring_dual,z-length,euclidean,kmeans,3,0.01879499616343229,0.06894057338946127,0.5910279957700229
ring_dual,z-length,cosine,kmeans,3,0.01879499616343229,0.06894057338946127,0.5910279957700229
ring_dual,z-length,correlation,kmeans,3,0.01879499616343229,0.06894057338946127,0.5910279957700229
ring+whitehead+syll,z-length,euclidean,kmeans,3,0.01879499616343229,0.06894057338946127,0.5910279957700229
ring+whitehead+syll,z-length,cosine,kmeans,3,0.01879499616343229,0.06894057338946127,0.5910279957700229
ring+whitehead+syll,z-length,correlation,kmeans,3,0.01879499616343229,0.06894057338946127,0.5910279957700229
ring_dual_sym,z-length,euclidean,single,5,0.018777831784422,0.07185528326381559,0.5353982300884956
knots,z-length,euclidean,complete,3,0.01863001434866533,0.034518304953213584,0.5309734513274337
kmer2,z-length,cosine,average,3,0.018578306747707166,0.017268200805944062,0.5821784382478989
kmer2,z-length,correlation,average,3,0.018578306747707166,0.017268200805944062,0.5821784382478989
syllable,z-length,euclidean,spectral,5,0.01849227012836885,0.021927343954172947,0.6078922468970891
ring_dual_sym,z-length,euclidean,single,6,0.018291185740293425,0.07064628714008246,0.5353982300884956
ring_spectrum,z-length,correlation,complete,3,0.01826337288324852,0.02223094834007141,0.5866032170089608
letters,z,euclidean,ward,3,0.01825683098985205,0.045325224350193156,0.5821784382478989
letters,z+pca10,euclidean,ward,3,0.01825683098985205,0.045325224350193156,0.5821784382478989
letters,z+pca10,correlation,ward,3,0.01825683098985205,0.045325224350193156,0.5821784382478989
letters,z+pca10,correlation,complete,3,0.01825683098985205,0.04532522435019307,0.5821784382478989
whitehead,z,euclidean,single,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
whitehead,z+pca10,euclidean,single,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z,euclidean,average,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z,euclidean,single,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z,euclidean,dbscan_q20,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z,cosine,single,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z,cosine,dbscan_q10,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z,correlation,single,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z,correlation,dbscan_q10,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z+pca10,euclidean,average,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z+pca10,euclidean,single,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z+pca10,euclidean,dbscan_q20,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z+pca10,cosine,single,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z-length,euclidean,average,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z-length,euclidean,complete,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z-length,euclidean,single,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z-length,cosine,single,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z-length,correlation,single,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer23,z+pca10,euclidean,average,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer23,z+pca10,euclidean,single,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
all,z,cosine,single,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
all,z,correlation,single,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
all,z+pca10,euclidean,average,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
all,z+pca10,euclidean,single,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
all,z+pca10,euclidean,dbscan_q10,3,0.01822664407987227,0.06383143141738949,0.5309734513274337
kmer2,z+pca10,euclidean,single,4,0.01817253291689732,0.06344721024084837,0.5309734513274337
kmer23,z+pca10,euclidean,average,4,0.017983224633478248,0.14712381980795528,0.5309734513274337
whitehead,z,cosine,ward,2,0.01770313230216309,0.007444564255817752,0.5
whitehead,z,correlation,ward,2,0.01770313230216309,0.007444564255817752,0.5
whitehead,z+pca10,cosine,ward,2,0.01770313230216309,0.007444564255817752,0.5
ring_autocorr,z+pca10,correlation,ward,2,0.01770313230216309,0.007444564255817752,0.5
ring_dual_sym,z-length,euclidean,complete,2,0.01770313230216309,0.007444564255817752,0.5
whitehead,z,cosine,average,2,0.017370668055904852,0.00717897653079661,0.5
whitehead,z+pca10,cosine,average,2,0.017370668055904852,0.00717897653079661,0.5
ring_dual_sym,z,cosine,single,5,0.01712571002559912,0.018377068287728057,0.5592475093226471
ring_dual_sym,z-length,correlation,complete,2,0.017027243018458385,0.006918258406746034,0.5
ring_dual_sym,z-length,euclidean,average,5,0.01676632017132392,0.10254044116945968,0.5348138253464685
all,z-length,cosine,complete,3,0.01669745672970805,0.01595918767694083,0.573328880725775
all,z-length,correlation,complete,3,0.01669745672970805,0.01595918767694083,0.573328880725775
all,z+pca10,cosine,dbscan_q5,5,0.016554864584768448,0.10056565054491884,0.6044136472421662
kmer4,z-length,cosine,ward,3,0.016524428510036805,0.018055407120494346,0.5821784382478989
kmer4,z-length,correlation,ward,3,0.016524428510036805,0.018055407120494346,0.5821784382478989
ring_spectrum,z,euclidean,single,5,0.016522975071358362,0.07477437007384463,0.5353982300884956
ring_spectrum,z-length,cosine,complete,3,0.016131747977444755,0.019953239473350388,0.5821784382478989
ring_spectrum,z-length,euclidean,single,6,0.016090579324585984,0.07363733020917411,0.5353982300884956
letters,z-length,euclidean,spectral,3,0.016070369570307986,0.024522302221400557,0.5866032170089608
whitehead,z-length,euclidean,complete,6,0.016022787952066735,0.035184828653665415,0.5488951967495965
knots+ring,z,euclidean,complete,2,0.016021687605340697,0.04254678584845596,0.5221238938053098
knots+ring,z-length,euclidean,complete,2,0.016021687605340697,0.04254678584845596,0.5221238938053098
ring_dual,z-length,euclidean,complete,2,0.016021687605340697,0.04254678584845596,0.5221238938053098
kmer3,z-length,euclidean,dbscan_q10,9,0.01599149845098396,0.12101317023938389,0.5975677631212779
ring_dual_sym,z-length,euclidean,kmeans,4,0.015953992137928363,0.0575835930831593,0.5642566928257361
ring_dual_sym,z-length,cosine,kmeans,4,0.015953992137928363,0.0575835930831593,0.5642566928257361
ring_dual_sym,z-length,correlation,kmeans,4,0.015953992137928363,0.0575835930831593,0.5642566928257361
whitehead,z-length,euclidean,kmeans,4,0.015926712724365612,0.04712844045273354,0.5089608727110815
whitehead,z-length,cosine,kmeans,4,0.015926712724365612,0.04712844045273354,0.5089608727110815
whitehead,z-length,correlation,kmeans,4,0.015926712724365612,0.04712844045273354,0.5089608727110815
kmer2,z,cosine,single,4,0.015810800244861145,0.0664430035661252,0.5309734513274337
kmer2,z,correlation,single,4,0.015810800244861145,0.0664430035661252,0.5309734513274337
shape (control),z-length,euclidean,average,3,0.015776600546925472,0.05007885401360189,0.5309734513274337
ring_autocorr,z-length,euclidean,kmeans,3,0.01573299633628978,0.06706118660019268,0.5821784382478989
ring_autocorr,z-length,cosine,kmeans,3,0.01573299633628978,0.06706118660019268,0.5821784382478989
ring_autocorr,z-length,correlation,kmeans,3,0.01573299633628978,0.06706118660019268,0.5821784382478989
all,z,euclidean,dbscan_q10,4,0.01569364944446782,0.06252089847895263,0.5386541993655034
kmer2,z-length,euclidean,dbscan_q10,8,0.015626721660874195,0.12430926171401374,0.6094506595424946
kmer23,z-length,euclidean,ward,3,0.015576030637153307,0.018236825049922016,0.5821784382478989
knots,z-length,euclidean,average,5,0.015574367305927683,0.037983916183551965,0.5463349474035732
kmer4,z-length,cosine,ward,6,0.01554604213362785,0.07065866568727869,0.6586519730617243
kmer4,z-length,correlation,ward,6,0.01554604213362785,0.07065866568727869,0.6586519730617243
ring_dual_permsym,z-length,correlation,spectral,6,0.015463274908605452,0.0496956585989231,0.6365280792564145
ring_dual_sym,z,cosine,single,3,0.015357013703395338,0.01254565744177815,0.504424778761062
kmer2,z-length,euclidean,ward,3,0.015273262835141254,0.018203126604094365,0.5821784382478989
ring_spectrum,z-length,correlation,complete,4,0.015237615625143173,0.02044028747924817,0.5866032170089608
kmer4,z+pca10,euclidean,complete,5,0.015156882794106675,0.033586566154566,0.5508710413535927
shape (control),z-length,euclidean,average,4,0.015129135869288072,0.04917382676837397,0.5309734513274337
ring_dual_sym,z+pca10,cosine,ward,2,0.01494226093254412,0.008732982839832754,0.5
ring_dual_sym,z+pca10,correlation,ward,2,0.01494226093254412,0.008732982839832754,0.5
whitehead,z+pca10,correlation,ward,3,0.01490116534259334,0.013910742658056596,0.5707686313797518
kmer2,z-length,cosine,ward,4,0.014753510192127218,0.027265493148635942,0.5821784382478989
kmer2,z-length,correlation,ward,4,0.014753510192127218,0.027265493148635942,0.5821784382478989
ring+whitehead+syll,z,cosine,single,4,0.014701950790653635,0.07859078430132967,0.5353982300884956
ring+whitehead+syll,z,cosine,dbscan_q5,4,0.014701950790653635,0.07859078430132967,0.5353982300884956
ring+whitehead+syll,z,correlation,single,4,0.014701950790653635,0.07859078430132967,0.5353982300884956
ring+whitehead+syll,z,correlation,dbscan_q5,4,0.014701950790653635,0.07859078430132967,0.5353982300884956
kmer2,z+pca10,correlation,dbscan_q5,10,0.014624143218900099,0.09602571789651157,0.6791617966271497
ring_dual_sym,z-length,euclidean,average,4,0.014555147281219849,0.07172218392305774,0.5265486725663717
ring_dual,z,cosine,single,5,0.014377780121624597,0.07769329444764501,0.5353982300884956
ring_dual,z,correlation,single,5,0.014377780121624597,0.07769329444764501,0.5353982300884956
ring_dual_sym,z,correlation,single,5,0.014377780121624597,0.07769329444764501,0.5353982300884956
ring+whitehead+syll,z-length,euclidean,dbscan_q5,8,0.014302999413409038,0.11749433161784475,0.5823175822340958
knots,z-length,euclidean,ward,4,0.01404629315650295,0.029877287479459457,0.5463349474035732
all,z+pca10,euclidean,complete,2,0.014030893797090193,0.017230933611632897,0.5202593643902711
ring_dual_permsym,z-length,correlation,spectral,4,0.013973791419458497,0.021713744021503664,0.5878833416819724
ring_spectrum,z-length,cosine,complete,5,0.013970570663900094,0.03882121945942605,0.5975399343240385
kmer23,z,euclidean,complete,6,0.013771777817479059,0.01430678344064651,0.5025602493460233
kmer23,z,euclidean,complete,5,0.01376642392144283,0.01440647084967046,0.5025602493460233
ring_dual_permsym,z-length,cosine,ward,5,0.013579752683072016,0.06287040245366196,0.6232815717704681
ring_dual_permsym,z-length,correlation,ward,5,0.013579752683072016,0.06287040245366196,0.6232815717704681
kmer23,z-length,euclidean,ward,6,0.013551180767892279,0.0629930033722042,0.6261757666833639
letters,z-length,cosine,single,6,0.013452366816288615,0.06078620749778195,0.5353982300884956
letters,z-length,correlation,single,6,0.013452366816288615,0.06078620749778195,0.5353982300884956
ring_dual_sym,z,cosine,single,6,0.01344264082188784,0.0220288707657136,0.5592475093226471
ring_spectrum,z,euclidean,single,4,0.013396711883124003,0.06930410929933305,0.5309734513274337
ring_spectrum,z-length,euclidean,average,4,0.013396711883124003,0.06930410929933305,0.5309734513274337
ring_spectrum,z-length,euclidean,single,4,0.013396711883124003,0.06930410929933305,0.5309734513274337
ring_spectrum,z-length,cosine,complete,4,0.01333484075049391,0.018396240784307533,0.5821784382478989
ring+whitehead+syll,z,euclidean,single,6,0.01320675613550567,0.08777568031100855,0.5398230088495575
kmer4,z-length,cosine,complete,3,0.01308072105839535,0.030292684747321268,0.5821784382478989
kmer4,z-length,correlation,complete,3,0.01308072105839535,0.030292684747321268,0.5821784382478989
kmer4,z-length,euclidean,ward,5,0.013066489571208862,0.0592891152289337,0.5884677464239996
ring+whitehead+syll,z,euclidean,dbscan_q10,4,0.013033919235371528,0.06805136726494926,0.5335337006734568
kmer23,z,euclidean,complete,3,0.01296737181318405,0.014465473640412915,0.5
ring_spectrum,z-length,euclidean,single,5,0.012964194919155174,0.06822197556883272,0.5309734513274337
knots+ring,z-length,euclidean,kmeans,4,0.012933774219581397,0.05290630330111857,0.5402682696053877
knots+ring,z-length,cosine,kmeans,4,0.012933774219581397,0.05290630330111857,0.5402682696053877
knots+ring,z-length,correlation,kmeans,4,0.012933774219581397,0.05290630330111857,0.5402682696053877
syllable,z,euclidean,kmeans,4,0.012930150572153248,0.02954653912442545,0.5463349474035732
syllable,z,cosine,kmeans,4,0.012930150572153248,0.02954653912442545,0.5463349474035732
syllable,z,correlation,kmeans,4,0.012930150572153248,0.02954653912442545,0.5463349474035732
syllable,z+pca10,euclidean,kmeans,4,0.012930150572153248,0.02954653912442545,0.5463349474035732
syllable,z+pca10,cosine,kmeans,4,0.012930150572153248,0.02954653912442545,0.5463349474035732
syllable,z+pca10,correlation,kmeans,4,0.012930150572153248,0.02954653912442545,0.5463349474035732
syllable,z-length,euclidean,kmeans,4,0.012930150572153248,0.029546539124425366,0.5463349474035732
syllable,z-length,euclidean,ward,4,0.012930150572153248,0.02954653912442551,0.5463349474035732
syllable,z-length,euclidean,average,4,0.012930150572153248,0.02954653912442551,0.5463349474035732
syllable,z-length,cosine,kmeans,4,0.012930150572153248,0.029546539124425366,0.5463349474035732
syllable,z-length,correlation,kmeans,4,0.012930150572153248,0.029546539124425366,0.5463349474035732
kmer23,z,euclidean,complete,4,0.012914414412741994,0.01441258067173354,0.5
shape (control),z-length,euclidean,complete,3,0.012746235883001054,0.032615316802590485,0.5309734513274337
ring+whitehead+syll,z-length,euclidean,dbscan_q10,4,0.012704638936738465,0.06345038622720857,0.5335337006734568
ring_dual_permsym,z-length,cosine,single,2,0.012605299143037107,0.03460984387100664,0.5176991150442478
ring_dual_permsym,z-length,cosine,dbscan_q5,2,0.012605299143037107,0.03460984387100664,0.5176991150442478
ring_dual_permsym,z-length,correlation,single,2,0.012605299143037107,0.03460984387100664,0.5176991150442478
ring_dual_permsym,z-length,correlation,dbscan_q5,2,0.012605299143037107,0.03460984387100664,0.5176991150442478
whitehead,z+pca10,correlation,average,3,0.012592445487725553,0.029490315141968267,0.5821784382478989
ring_dual_sym,z-length,cosine,single,3,0.012442694127237778,0.03423507346764107,0.5176991150442478
ring_dual_sym,z-length,correlation,single,3,0.012442694127237778,0.03423507346764107,0.5176991150442478
kmer4,z+pca10,correlation,single,5,0.012407845265519055,0.039269701708626564,0.5444704179885346
syllable,z,euclidean,ward,4,0.012199202256566285,0.02957333420040259,0.5463349474035732
syllable,z+pca10,euclidean,ward,4,0.012199202256566285,0.02957333420040259,0.5463349474035732
knots+ring,z,correlation,single,6,0.012127721669394376,0.058989636535503806,0.5353982300884956
ring_dual,z,cosine,single,6,0.012127721669394376,0.05898963653550373,0.5353982300884956
ring_dual,z,correlation,single,6,0.012127721669394376,0.05898963653550373,0.5353982300884956
shape (control),z-length,euclidean,complete,4,0.012110967272351125,0.032222126643252504,0.5309734513274337
ring_dual,z-length,cosine,complete,3,0.012005929178278571,0.03315968983442929,0.5732175655368175
ring_dual,z-length,correlation,complete,3,0.012005929178278571,0.03315968983442929,0.5732175655368175
kmer3,z+pca10,euclidean,complete,5,0.011863539722591422,0.0861512330254871,0.5411031335225691
ring_autocorr,z-length,cosine,ward,3,0.011666342359964268,0.02363792431706012,0.573328880725775
all,z,cosine,dbscan_q5,4,0.011455365187246836,0.06471976648845226,0.5309734513274337
all,z,correlation,dbscan_q5,4,0.011455365187246836,0.06471976648845226,0.5309734513274337
knots,z-length,cosine,complete,3,0.011336557465565193,0.014273719136484411,0.5707686313797518
ring+whitehead+syll,z-length,cosine,single,4,0.011308633219554848,0.0724221987279229,0.5309734513274337
ring+whitehead+syll,z-length,correlation,single,4,0.011308633219554848,0.0724221987279229,0.5309734513274337
knots,z,euclidean,average,5,0.01129361879068285,0.03389681466576611,0.5463349474035732
knots,z+pca10,euclidean,average,5,0.01129361879068285,0.03389681466576611,0.5463349474035732
whitehead,z-length,cosine,spectral,3,0.011226520539451775,0.019242241494657537,0.573328880725775
all,z,euclidean,complete,4,0.011089049551029162,0.049140337272228996,0.5221238938053098
ring_dual_permsym,z-length,cosine,spectral,4,0.010956396717018955,0.020070774159188218,0.5878833416819724
knots+ring,z-length,cosine,single,5,0.010822251035841182,0.07121252811249736,0.5309734513274337
knots+ring,z-length,correlation,single,5,0.010822251035841182,0.07121252811249736,0.5309734513274337
ring_dual,z-length,cosine,single,5,0.010822251035841182,0.07121252811249736,0.5309734513274337
ring_dual,z-length,correlation,single,5,0.010822251035841182,0.07121252811249736,0.5309734513274337
shape (control),z-length,euclidean,complete,5,0.01068770378756193,0.0313418934811273,0.5309734513274337
knots,z-length,euclidean,ward,3,0.0106457951093929,0.03274833775797975,0.5309734513274337
knots+ring,z-length,euclidean,kmeans,3,0.010525966201198047,0.051212394205001587,0.5766961651917404
knots+ring,z-length,cosine,kmeans,3,0.010525966201198047,0.051212394205001587,0.5766961651917404
knots+ring,z-length,correlation,kmeans,3,0.010525966201198047,0.051212394205001587,0.5766961651917404
ring_spectrum,z,euclidean,single,3,0.010322273979043228,0.06357617387524286,0.5265486725663717
ring+whitehead+syll,z,euclidean,dbscan_q5,6,0.01031041581297709,0.10047640690847702,0.5594979684978015
whitehead,z-length,euclidean,kmeans,3,0.010303847881681335,0.010503206692029123,0.5064006233650582
whitehead,z-length,cosine,kmeans,3,0.010303847881681335,0.010503206692029123,0.5064006233650582
whitehead,z-length,correlation,kmeans,3,0.010303847881681335,0.010503206692029123,0.5064006233650582
shape (control),z-length,euclidean,kmeans,3,0.010291151628451666,0.03227280903987798,0.5309734513274337
shape (control),z-length,euclidean,ward,3,0.010291151628451666,0.03227280903987804,0.5309734513274337
shape (control),z-length,cosine,kmeans,3,0.010291151628451666,0.03227280903987798,0.5309734513274337
shape (control),z-length,correlation,kmeans,3,0.010291151628451666,0.03227280903987798,0.5309734513274337
knots,z,cosine,single,6,0.010263197572925138,0.12433845050055675,0.584070796460177
knots,z,correlation,single,6,0.010263197572925138,0.12433845050055675,0.584070796460177
knots,z+pca10,cosine,single,6,0.010263197572925138,0.12433845050055675,0.584070796460177
kmer23,z+pca10,euclidean,single,5,0.010199903345887797,0.08308301661356308,0.5353982300884956
all,z,cosine,single,5,0.010199903345887797,0.08308301661356308,0.5353982300884956
all,z,correlation,single,5,0.010199903345887797,0.08308301661356308,0.5353982300884956
kmer23,z+pca10,euclidean,single,6,0.010145919217203784,0.08264277701253399,0.5353982300884956
ring_autocorr,z-length,cosine,dbscan_q5,4,0.009943001690630306,0.052140691813045835,0.5303890465854065
ring_autocorr,z-length,correlation,dbscan_q5,4,0.009943001690630306,0.052140691813045835,0.5303890465854065
ring_autocorr,z+pca10,euclidean,kmeans,3,0.009918004982226275,0.06383886074325229,0.5600545444425892
ring_autocorr,z+pca10,cosine,kmeans,3,0.009918004982226275,0.06383886074325229,0.5600545444425892
ring_autocorr,z+pca10,correlation,kmeans,3,0.009918004982226275,0.06383886074325229,0.5600545444425892
ring_dual_sym,z,correlation,single,6,0.009876000816438281,0.08217648821185757,0.5353982300884956
all,z-length,cosine,complete,2,0.009808016094310439,0.006805083912367009,0.5
all,z-length,correlation,complete,2,0.009808016094310439,0.006805083912367009,0.5
ring_spectrum,z-length,correlation,average,3,0.009442694275704515,0.06463871940888648,0.5778649746757945
ring_dual_sym,z-length,euclidean,kmeans,3,0.009378864548449167,0.06175567221553957,0.5
ring_dual_sym,z-length,cosine,kmeans,3,0.009378864548449167,0.06175567221553957,0.5
ring_dual_sym,z-length,correlation,kmeans,3,0.009378864548449167,0.06175567221553957,0.5
knots+ring,z,cosine,single,5,0.00933422182520017,0.054606340658488406,0.5309734513274337
ring_dual_sym,z,correlation,dbscan_q5,2,0.00929484566111976,0.026438464070204514,0.5132743362831859
kmer23,z-length,euclidean,dbscan_q5,21,0.009172177261592921,0.11306429461213717,0.7005899705014749
ring_dual_permsym,z-length,euclidean,kmeans,4,0.008800616531455105,0.013767628627457376,0.5420214838314689
ring_dual_permsym,z-length,cosine,kmeans,4,0.008800616531455105,0.013767628627457376,0.5420214838314689
ring_dual_permsym,z-length,correlation,kmeans,4,0.008800616531455105,0.013767628627457376,0.5420214838314689
ring_dual_sym,z-length,euclidean,complete,4,0.008790952652630841,0.009756519215132483,0.5249067735292481
kmer23,z-length,euclidean,ward,5,0.008765987306427468,0.05695726274373903,0.5884677464239996
all,z,cosine,single,6,0.008699596996280166,0.078439366960977,0.5353982300884956
all,z,correlation,single,6,0.008699596996280166,0.078439366960977,0.5353982300884956
all,z-length,cosine,single,6,0.008699596996280166,0.078439366960977,0.5353982300884956
all,z-length,correlation,single,6,0.008699596996280166,0.078439366960977,0.5353982300884956
kmer23,z,cosine,single,6,0.008645671846731644,0.0720620117820056,0.5335337006734568
kmer23,z,correlation,single,6,0.008645671846731644,0.0720620117820056,0.5335337006734568
ring_autocorr,z-length,euclidean,ward,3,0.00857388780653562,0.055399272602981005,0.573328880725775
ring_dual_permsym,z-length,euclidean,spectral,5,0.00852657990316572,0.01251321731705019,0.5690154171536705
knots+ring,z-length,euclidean,dbscan_q5,6,0.008437514782279353,0.10694620460388544,0.5556575944787666
whitehead,z-length,cosine,single,3,0.008410829393122387,0.0027115754125250297,0.5153614960761396
whitehead,z-length,correlation,single,3,0.008410829393122387,0.0027115754125250297,0.5153614960761396
whitehead,z-length,correlation,dbscan_q20,3,0.008410829393122387,0.002711575412524782,0.5153614960761396
ring_spectrum,z-length,cosine,average,3,0.008253722996131677,0.06393324263906348,0.5734401959147326
syllable,z,euclidean,kmeans,2,0.0082191291373729,0.0028778660789677817,0.5153614960761396
syllable,z,euclidean,ward,2,0.0082191291373729,0.00287786607896778,0.5153614960761396
syllable,z,cosine,kmeans,2,0.0082191291373729,0.0028778660789677817,0.5153614960761396
syllable,z,correlation,kmeans,2,0.0082191291373729,0.0028778660789677817,0.5153614960761396
syllable,z+pca10,euclidean,kmeans,2,0.0082191291373729,0.0028778660789677817,0.5153614960761396
syllable,z+pca10,euclidean,ward,2,0.0082191291373729,0.00287786607896778,0.5153614960761396
syllable,z+pca10,cosine,kmeans,2,0.0082191291373729,0.0028778660789677817,0.5153614960761396
syllable,z+pca10,correlation,kmeans,2,0.0082191291373729,0.0028778660789677817,0.5153614960761396
syllable,z-length,euclidean,kmeans,2,0.0082191291373729,0.0028778660789677817,0.5153614960761396
syllable,z-length,euclidean,ward,2,0.0082191291373729,0.00287786607896778,0.5153614960761396
syllable,z-length,cosine,kmeans,2,0.0082191291373729,0.0028778660789677817,0.5153614960761396
syllable,z-length,cosine,single,2,0.0082191291373729,0.00287786607896778,0.5153614960761396
syllable,z-length,cosine,dbscan_q20,2,0.0082191291373729,0.0028778660789677817,0.5153614960761396
syllable,z-length,correlation,kmeans,2,0.0082191291373729,0.0028778660789677817,0.5153614960761396
syllable,z-length,correlation,single,2,0.0082191291373729,0.00287786607896778,0.5153614960761396
syllable,z-length,correlation,dbscan_q20,2,0.0082191291373729,0.0028778660789677817,0.5153614960761396
knots,z-length,cosine,single,2,0.0082191291373729,0.00287786607896778,0.5153614960761396
knots,z-length,correlation,single,2,0.0082191291373729,0.00287786607896778,0.5153614960761396
letters,z-length,euclidean,dbscan_q10,4,0.008153759122541026,0.0856352813303886,0.5379584794345188
ring_dual_sym,z-length,euclidean,average,3,0.008086753408782801,0.0542667811156505,0.5
kmer23,z,cosine,single,5,0.007948535541882882,0.0749884999227545,0.5322535760004452
kmer23,z,correlation,single,5,0.007948535541882882,0.0749884999227545,0.5322535760004452
ring_autocorr,z+pca10,euclidean,ward,3,0.007926047978274127,0.06349733163692077,0.5486447375744421
kmer4,z,cosine,complete,4,0.007578205419306958,0.030718140570112958,0.5821784382478989
kmer4,z,correlation,complete,4,0.007578205419306958,0.030718140570112958,0.5821784382478989
kmer23,z-length,euclidean,ward,4,0.007572436936084423,0.051994821525107704,0.5821784382478989
kmer4,z,cosine,complete,2,0.007555006865095871,0.004523161207870407,0.5
kmer4,z,correlation,complete,2,0.007555006865095871,0.004523161207870407,0.5
knots,z-length,cosine,ward,2,0.007316693426672675,0.0031122435608678953,0.5
all,z+pca10,euclidean,complete,4,0.00663857458477335,0.15390243561999017,0.5512328157177047
kmer23,z,correlation,dbscan_q10,4,0.00659086102891086,0.06635921816830324,0.5309734513274337
whitehead,z-length,cosine,single,4,0.00657669586879143,0.12206181814257441,0.5153614960761396
whitehead,z-length,correlation,single,4,0.00657669586879143,0.12206181814257441,0.5153614960761396
ring_spectrum,z-length,correlation,single,4,0.006531148375641032,0.011798674815109902,0.5088495575221239
letters,z-length,correlation,dbscan_q10,6,0.006438248748186728,0.07991404651617895,0.5411031335225691
knots+ring,z,euclidean,dbscan_q20,2,0.006090416697510708,0.0179923882420099,0.5088495575221239
knots+ring,z-length,euclidean,dbscan_q20,2,0.006090416697510708,0.0179923882420099,0.5088495575221239
ring_autocorr,z,euclidean,complete,2,0.006090416697510708,0.0179923882420099,0.5088495575221239
ring_spectrum,z-length,cosine,dbscan_q5,2,0.006090416697510708,0.0179923882420099,0.5088495575221239
ring_dual,z,euclidean,dbscan_q20,2,0.006090416697510708,0.0179923882420099,0.5088495575221239
