representation,preproc,metric,algorithm,k,ari,nmi,bal_acc
ring_autocorr,z,cosine,ward,2,0.5815350717454587,0.5219089618196461,0.877283756779903
all,z,correlation,ward,2,0.5686371435671747,0.47608168842139004,0.8748215815015701
ring+whitehead+syll,z+pca10,cosine,ward,3,0.5643544883570578,0.5284562002459309,0.9266343134456181
ring_autocorr,z+pca10,cosine,complete,2,0.5559055634691445,0.46148867667621546,0.870789323437054
all,z-length,euclidean,complete,3,0.5180080730232236,0.4450745939976172,0.8607622038252927
all,z-length,euclidean,complete,4,0.4710119948376617,0.4166232079405306,0.8607622038252927
all,z-length,euclidean,complete,5,0.4701527693694987,0.41153821192023726,0.8607622038252927
ring_autocorr,z,cosine,ward,3,0.45365499991252517,0.4380682757216938,0.877283756779903
all,z+pca10,euclidean,average,5,0.4504619040277244,0.41590304162005054,0.8917356551527262
ring_dual,z+pca10,euclidean,ward,3,0.4449244055613758,0.42192060544442134,0.8732514987153868
all,z,correlation,ward,3,0.4425686164446663,0.3938680270097987,0.8748215815015701
ring_dual_sym,z+pca10,correlation,ward,2,0.43647635964821974,0.3732504345502519,0.8351769911504425
letters,z,cosine,average,2,0.43645529702420216,0.35066795399475365,0.8328218669711676
letters,z,correlation,average,2,0.43645529702420216,0.35066795399475365,0.8328218669711676
letters,z+pca10,cosine,average,2,0.43645529702420216,0.35066795399475365,0.8328218669711676
all,z-length,euclidean,complete,6,0.4330528889844646,0.38802870175219206,0.8607622038252927
all,z+pca10,cosine,ward,3,0.4232460005631316,0.4129255961228268,0.8647944618898087
kmer4,z,euclidean,kmeans,3,0.41335879709160106,0.35646491347524134,0.8627248073080217
kmer4,z,cosine,kmeans,3,0.41335879709160106,0.35646491347524134,0.8627248073080217
kmer4,z,correlation,kmeans,3,0.41335879709160106,0.35646491347524134,0.8627248073080217
knots+ring,z,cosine,ward,4,0.40919532671782805,0.46106449274857875,0.930773622609192
ring_dual,z,cosine,ward,4,0.40768541150401316,0.47237690687694045,0.9348058806737083
ring+whitehead+syll,z+pca10,euclidean,ward,3,0.4043259132067395,0.3898388221113345,0.8555523836711391
ring_dual,z+pca10,correlation,spectral,2,0.4034707264181378,0.37003201862585444,0.8242577790465315
ring_dual,z+pca10,cosine,spectral,2,0.40346205633296334,0.3623738900401297,0.8238652583499857
kmer2,z,cosine,spectral,2,0.40341321604300856,0.3178148205603227,0.8191550099914359
kmer2,z,correlation,spectral,2,0.40341321604300856,0.3178148205603227,0.8191550099914359
ring_dual_sym,z,cosine,complete,2,0.40341321604300856,0.3178148205603227,0.8191550099914359
letters,z,cosine,average,3,0.40334312687375695,0.33339403382662486,0.8328218669711676
letters,z,correlation,average,3,0.40334312687375695,0.33339403382662486,0.8328218669711676
letters,z+pca10,cosine,average,3,0.40334312687375695,0.33339403382662486,0.8328218669711676
ring_autocorr,z+pca10,cosine,complete,3,0.4010360457255491,0.3902987847554247,0.870789323437054
knots+ring,z,correlation,ward,5,0.39518052482705524,0.4607383554495046,0.9348058806737083
ring_dual,z,correlation,ward,5,0.39297564631964615,0.4403069017518736,0.926741364544676
ring_autocorr,z,correlation,ward,2,0.39268689135718027,0.3074155265216437,0.8143377105338282
kmer2,z+pca10,cosine,spectral,2,0.3926858104336165,0.30927644634019547,0.8151227519269197
knots+ring,z,cosine,ward,5,0.3898152919734767,0.44750217113520435,0.930773622609192
kmer4,z,euclidean,kmeans,4,0.38836400374320784,0.33100341629983715,0.8546602911789895
kmer4,z,cosine,kmeans,4,0.38836400374320784,0.33100341629983715,0.8546602911789895
kmer4,z,correlation,kmeans,4,0.38836400374320784,0.33100341629983715,0.8546602911789895
ring_autocorr,z-length,cosine,ward,3,0.38620038806185614,0.3959614913838501,0.8463103054524693
all,z+pca10,euclidean,ward,3,0.3854441116252438,0.34791998629263454,0.8486654296317442
ring_dual,z,cosine,ward,5,0.3840039346010712,0.45569334067776424,0.9348058806737083
ring_dual,z,cosine,average,6,0.3828620935696752,0.43492988148813894,0.926741364544676
whitehead,z+pca10,correlation,average,2,0.3821811595044829,0.3640399872892537,0.8165857836140451
all,z+pca10,cosine,complete,2,0.38210326983364296,0.29823899463359943,0.8099129317727662
kmer2,z,euclidean,spectral,2,0.38210253666109717,0.30251900045494334,0.8114830145589494
kmer2,z+pca10,euclidean,spectral,2,0.38210253666109717,0.30251900045494334,0.8114830145589494
ring_autocorr,z+pca10,cosine,complete,4,0.375780628418229,0.36313549644035403,0.870789323437054
letters,z,cosine,ward,3,0.37561284817717955,0.3021683359733893,0.823080216956894
letters,z,correlation,ward,3,0.37561284817717955,0.3021683359733893,0.823080216956894
letters,z+pca10,cosine,ward,3,0.37561284817717955,0.3021683359733893,0.823080216956894
ring_dual_sym,z+pca10,cosine,ward,3,0.37530716095310707,0.39340277345187624,0.8543748215815016
all,z+pca10,euclidean,average,6,0.37218688435465225,0.3868127825018391,0.8917356551527262
ring+whitehead+syll,z+pca10,correlation,complete,2,0.3717255119867895,0.3402815799687265,0.8117684841564373
ring_autocorr,z,cosine,average,2,0.37169196674091454,0.31663540288478204,0.8101984013702541
ring_dual,z+pca10,euclidean,spectral,2,0.37167966591988444,0.30823294372888643,0.8094133599771625
ring_autocorr,z-length,correlation,ward,3,0.3685436577577975,0.34000920950750696,0.8390308307165287
ring+whitehead+syll,z+pca10,cosine,ward,4,0.3656452109824937,0.45221451471747137,0.9266343134456181
ring_dual,z+pca10,euclidean,average,4,0.3628140901056705,0.3743164699433437,0.8740365401084784
whitehead,z,correlation,ward,2,0.3614680477088618,0.3599008442447166,0.8089137881815587
ring_dual,z,cosine,average,4,0.36109690157720464,0.41046935297773474,0.8822794747359406
ring+whitehead+syll,z+pca10,cosine,ward,5,0.3582491306984329,0.4608147261771634,0.9266343134456181
knots+ring,z,correlation,average,5,0.35821936781606195,0.42621739018027993,0.926741364544676
ring+whitehead+syll,z,cosine,average,6,0.3569736985914324,0.43799031631565194,0.9348058806737083
knots+ring,z,cosine,average,5,0.3550664914728279,0.4249226293121889,0.926741364544676
ring_dual_sym,z+pca10,correlation,ward,3,0.35382259996200105,0.3574065827454666,0.8351769911504425
knots+ring,z,correlation,average,6,0.35175749886472385,0.4192557410299806,0.926741364544676
kmer2,z,cosine,complete,2,0.3512740547170674,0.3191533876453457,0.8033114473308592
ring_dual,z,cosine,average,5,0.3503449997975422,0.40260670226071793,0.8822794747359406
ring_dual,z+pca10,correlation,average,6,0.35027315329313014,0.42703391145221,0.9082572081073366
knots,z+pca10,cosine,average,6,0.34763973619575717,0.4465007516745323,0.954467599200685
ring+whitehead+syll,z,correlation,average,6,0.346666616282194,0.4157538269906476,0.926741364544676
knots+ring,z,cosine,average,6,0.34585873531191996,0.4220443426110212,0.926741364544676
syllable,z,euclidean,ward,4,0.3440306074723275,0.3643682492960325,0.8541607193833857
syllable,z+pca10,euclidean,ward,4,0.3440306074723275,0.3643682492960325,0.8541607193833857
ring+whitehead+syll,z,correlation,ward,4,0.34312542671784585,0.39508073493035,0.9038324293462746
ring_dual,z+pca10,correlation,average,5,0.3429803891751657,0.3955813591218146,0.8961604339137882
knots,z,cosine,ward,2,0.34133162127431727,0.3578619752377374,0.8012417927490723
knots,z+pca10,cosine,ward,2,0.34133162127431727,0.3578619752377374,0.8012417927490723
letters,z,cosine,ward,2,0.34124370327143594,0.2718929765081122,0.7894661718526976
letters,z,correlation,ward,2,0.34124370327143594,0.2718929765081122,0.7894661718526976
letters,z+pca10,cosine,ward,2,0.34124370327143594,0.2718929765081122,0.7894661718526976
letters,z+pca10,correlation,complete,2,0.34124370327143594,0.2718929765081122,0.7894661718526976
letters,z,cosine,average,5,0.3403695156644214,0.2843709613865441,0.8408863831001998
letters,z,correlation,average,5,0.3403695156644214,0.2843709613865441,0.8408863831001998
letters,z+pca10,cosine,average,5,0.3403695156644214,0.2843709613865441,0.8408863831001998
ring+whitehead+syll,z,cosine,ward,4,0.3386894413759385,0.38151592338755524,0.8998001712817585
syllable,z,euclidean,dbscan_q10,7,0.3378525893694958,0.42298046884096613,0.907258064516129
syllable,z+pca10,euclidean,dbscan_q10,7,0.3378525893694958,0.42298046884096613,0.907258064516129
whitehead,z+pca10,correlation,average,4,0.3368411958334527,0.30326365555223533,0.833999429060805
syllable,z,cosine,single,5,0.33514521830148014,0.3570179962945109,0.8541607193833857
syllable,z,correlation,single,5,0.33514521830148014,0.3570179962945109,0.8541607193833857
syllable,z,correlation,dbscan_q10,5,0.33514521830148014,0.3570179962945109,0.8541607193833857
syllable,z+pca10,cosine,single,5,0.33514521830148014,0.3570179962945109,0.8541607193833857
syllable,z+pca10,cosine,dbscan_q10,5,0.33514521830148014,0.3570179962945109,0.8541607193833857
syllable,z+pca10,correlation,single,5,0.33514521830148014,0.3570179962945109,0.8541607193833857
syllable,z+pca10,correlation,dbscan_q10,5,0.33514521830148014,0.3570179962945109,0.8541607193833857
ring_autocorr,z,euclidean,ward,4,0.33487573775833523,0.40381153864384667,0.9090422495004282
ring_dual_sym,z,cosine,average,4,0.33434098443233445,0.3958009620715682,0.902940336854125
letters,z,cosine,average,4,0.3338003287639917,0.27510189745960045,0.8328218669711676
letters,z,correlation,average,4,0.3338003287639917,0.27510189745960045,0.8328218669711676
letters,z+pca10,cosine,average,4,0.3338003287639917,0.27510189745960045,0.8328218669711676
ring_dual,z+pca10,correlation,ward,5,0.33207804348810843,0.385568569927412,0.8861333143020269
ring+whitehead+syll,z,euclidean,ward,4,0.3315217205998349,0.37929269836031876,0.8998001712817585
ring+whitehead+syll,z+pca10,cosine,average,2,0.33148766300916555,0.365016874242455,0.7976020553811018
whitehead,z,cosine,ward,2,0.33139466618216273,0.29909096391151035,0.7948544105052812
whitehead,z,cosine,average,2,0.33139466618216273,0.29909096391151035,0.7948544105052812
whitehead,z+pca10,cosine,ward,2,0.33139466618216273,0.29909096391151035,0.7948544105052812
whitehead,z+pca10,cosine,average,2,0.33139466618216273,0.29909096391151035,0.7948544105052812
ring_dual,z,correlation,ward,4,0.3307864270326986,0.3488364605942836,0.866257493576934
whitehead,z+pca10,correlation,average,3,0.3305125828799323,0.323470969936656,0.8165857836140451
ring_dual,z,correlation,average,5,0.3297620409507893,0.37325032879038966,0.9001926919783043
ring_dual,z,cosine,complete,4,0.3284718992944283,0.3373083372886541,0.8155152726234656
ring_dual,z,cosine,complete,3,0.3276056764778016,0.3831958342514032,0.8177633457036826
ring+whitehead+syll,z,cosine,average,4,0.32661181494499875,0.4048015336353677,0.8540536682843277
syllable,z,correlation,complete,4,0.32659852236440967,0.34500621360547074,0.8541607193833857
knots+ring,z,correlation,ward,4,0.32655023323521104,0.34959923418051825,0.8702897516414502
syllable,z,cosine,single,6,0.3265461432042879,0.3500086062386105,0.8541607193833857
syllable,z,correlation,single,6,0.3265461432042879,0.3500086062386105,0.8541607193833857
syllable,z+pca10,cosine,single,6,0.3265461432042879,0.3500086062386105,0.8541607193833857
syllable,z+pca10,correlation,single,6,0.3265461432042879,0.3500086062386105,0.8541607193833857
ring+whitehead+syll,z+pca10,cosine,average,4,0.3263355106628109,0.39267658661543775,0.8580859263488438
ring_dual_sym,z,correlation,average,4,0.3250995428040508,0.3886952680924791,0.8989080787896089
ring_autocorr,z+pca10,cosine,complete,5,0.3241636239947687,0.33945938884734733,0.870789323437054
ring+whitehead+syll,z+pca10,correlation,complete,4,0.32393891061905367,0.33432461933092517,0.8518055952041108
ring+whitehead+syll,z+pca10,cosine,ward,6,0.3238329315456824,0.4367537553554858,0.9266343134456181
ring_dual,z+pca10,euclidean,spectral,4,0.3235662371546481,0.3618638104983256,0.8921281758492721
ring+whitehead+syll,z+pca10,euclidean,spectral,4,0.3223513562144368,0.3628905400783152,0.8921281758492721
ring+whitehead+syll,z+pca10,correlation,complete,5,0.32191638576985854,0.3361239054491414,0.8518055952041108
ring+whitehead+syll,z,euclidean,spectral,4,0.3218473228478596,0.36113428509764917,0.8921281758492721
ring+whitehead+syll,z+pca10,correlation,spectral,2,0.32169867038399214,0.305818150541843,0.7916071938338567
ring_autocorr,z,correlation,complete,2,0.32168639803929683,0.29873228157760895,0.7912146731373109
ring_dual,z,cosine,spectral,2,0.32168639803929683,0.29873228157760895,0.7912146731373109
ring_dual_sym,z,cosine,complete,3,0.3212710897325469,0.3207041262878837,0.8191550099914359
knots+ring,z,cosine,ward,3,0.3196505068140361,0.3804453931550108,0.8016343134456181
ring_dual,z,euclidean,spectral,4,0.3188396175128281,0.3598035626537193,0.8921281758492721
ring_dual_sym,z+pca10,correlation,spectral,4,0.3180595399364888,0.35276248766857976,0.8933057379389095
ring+whitehead+syll,z,correlation,ward,5,0.31785904300786594,0.3830049157852237,0.9038324293462746
all,z,cosine,average,6,0.31776789913603104,0.35880574053408165,0.9054025121324579
all,z,correlation,average,6,0.31776789913603104,0.35880574053408165,0.9054025121324579
letters,z,cosine,average,6,0.3164536470365491,0.2625027596083586,0.8408863831001998
letters,z,correlation,average,6,0.3164536470365491,0.2625027596083586,0.8408863831001998
letters,z+pca10,cosine,average,6,0.3164536470365491,0.2625027596083586,0.8408863831001998
ring+whitehead+syll,z,cosine,ward,5,0.3160774360156598,0.3710569245975635,0.8998001712817585
knots+ring,z,euclidean,ward,6,0.31549264341447064,0.42720946047243064,0.930773622609192
ring_dual,z+pca10,correlation,average,4,0.3142974641722246,0.3784233788799199,0.8500214102198116
letters,z,cosine,ward,4,0.31422191747319395,0.26413342772534726,0.823080216956894
letters,z,correlation,ward,4,0.31422191747319395,0.26413342772534726,0.823080216956894
letters,z+pca10,cosine,ward,4,0.31422191747319395,0.26413342772534726,0.823080216956894
ring_dual,z,correlation,ward,6,0.31396181793483774,0.40754608896312133,0.926741364544676
knots,z,correlation,average,5,0.3136339173080425,0.3901571279503104,0.9177847559234942
ring+whitehead+syll,z,cosine,average,2,0.3121999590213373,0.3519233850391197,0.7895375392520696
letters,z-length,correlation,complete,2,0.3120291895510011,0.24043186591817822,0.7789394804453327
all,z+pca10,euclidean,spectral,2,0.3120230672072853,0.24806009030676854,0.7828646874107907
kmer3,z+pca10,cosine,complete,2,0.31201633250333954,0.24317410274275625,0.7816871253211533
knots+ring,z,correlation,complete,2,0.3120159243352263,0.24118770661437564,0.7809020839280616
ring_dual,z,cosine,ward,6,0.3117979583214065,0.4231822002391311,0.9348058806737083
all,z,cosine,average,5,0.311358061014979,0.35325654246204014,0.8981230373965172
all,z,correlation,average,5,0.311358061014979,0.35325654246204014,0.8981230373965172
ring+whitehead+syll,z+pca10,cosine,average,5,0.31106701220614413,0.3824857866907469,0.8580859263488438
knots+ring,z+pca10,cosine,average,6,0.3110549175954133,0.3751814349602996,0.8857407936054811
knots,z+pca10,cosine,average,4,0.3097826735227337,0.37386819049332887,0.8778546959748786
ring_autocorr,z,correlation,average,6,0.3091230191667028,0.37128296082278395,0.900977733371396
all,z,euclidean,ward,4,0.30904282497528424,0.35804870139647876,0.8832786183271482
knots+ring,z+pca10,euclidean,spectral,4,0.3086190515830244,0.35752168044222776,0.8824935769340565
ring_autocorr,z,correlation,ward,3,0.30812651996316787,0.27818224968865035,0.8143377105338282
knots+ring,z,correlation,ward,6,0.3074146876417851,0.42396738885807284,0.9348058806737083
ring_dual,z,cosine,ward,3,0.3072796683878638,0.38587281408945684,0.7895375392520696
ring_dual_sym,z+pca10,cosine,spectral,4,0.3070973240651934,0.3371655602584582,0.8892734798743933
whitehead,z,cosine,dbscan_q5,12,0.3067679103691184,0.43467966167112887,0.9661718526976877
whitehead,z+pca10,cosine,dbscan_q5,12,0.3067679103691184,0.43467966167112887,0.9661718526976877
all,z+pca10,euclidean,kmeans,3,0.3060177135493773,0.30799465111512514,0.8101984013702541
all,z+pca10,cosine,kmeans,3,0.3060177135493773,0.30799465111512514,0.8101984013702541
all,z+pca10,correlation,kmeans,3,0.3060177135493773,0.30799465111512514,0.8101984013702541
ring_autocorr,z+pca10,correlation,complete,4,0.3058854087413969,0.3533288283129041,0.8759991435912076
ring_dual,z+pca10,cosine,average,5,0.30547494905958394,0.36623948485413277,0.8817085355409648
ring+whitehead+syll,z,euclidean,ward,5,0.30539768350498714,0.3668409680335031,0.8998001712817585
ring_dual,z+pca10,cosine,ward,5,0.30400877703585194,0.3555586837673017,0.8783542677704824
all,z+pca10,cosine,average,3,0.303734529400255,0.2668249372990326,0.8083428489865829
whitehead,z,correlation,ward,3,0.30370177418479205,0.3313775237450139,0.8089137881815587
ring_dual,z,cosine,ward,2,0.30290563492460854,0.34924649454354334,0.7658792463602626
knots,z+pca10,correlation,spectral,6,0.3028776521376793,0.40764502278998754,0.9198544105052812
knots+ring,z+pca10,euclidean,spectral,2,0.3027059162743821,0.30072313751589613,0.7839351984013703
ring_autocorr,z+pca10,cosine,ward,5,0.30269746508299994,0.3613205280072336,0.8948758207250928
knots+ring,z+pca10,cosine,average,2,0.30267820299227194,0.2856517232345703,0.7831501570082786
ring+whitehead+syll,z+pca10,cosine,spectral,2,0.3026655865147821,0.2792529890307427,0.7827576363117328
whitehead,z+pca10,correlation,ward,2,0.30265379693467426,0.2734804315145282,0.782365115615187
ring_autocorr,z+pca10,correlation,spectral,2,0.3026233903882731,0.2592610918931531,0.7811875535255495
all,z,euclidean,spectral,2,0.30258491299852375,0.24117742900904485,0.7788324293462746
ring_dual,z+pca10,cosine,ward,4,0.30205134501719516,0.3608764683619847,0.8680416785612333
knots+ring,z,cosine,ward,6,0.3020490156314978,0.41177424980202504,0.930773622609192
ring+whitehead+syll,z+pca10,correlation,average,6,0.3019243435891793,0.36270204466051553,0.8661504424778761
ring_dual_sym,z,correlation,spectral,4,0.30151509979891905,0.33617543574078296,0.8848487011133315
ring_autocorr,z,euclidean,ward,5,0.30073588900344916,0.3845392550990045,0.9090422495004282
knots+ring,z+pca10,euclidean,ward,4,0.3006395905847047,0.36833555288381864,0.8817085355409648
all,z,cosine,ward,4,0.30047420174139194,0.348144664855821,0.8828860976306023
ring+whitehead+syll,z,cosine,average,5,0.300017067553331,0.3870808355894601,0.8540536682843277
ring_dual,z,correlation,complete,3,0.2991851479579966,0.2561653717207547,0.8099129317727662
ring+whitehead+syll,z+pca10,correlation,ward,5,0.2988550661778003,0.3503638047515933,0.8680416785612333
knots+ring,z,correlation,average,4,0.2958338720867772,0.3672757653732127,0.8379246360262632
whitehead,z+pca10,correlation,average,5,0.29565366144248806,0.2798203445550003,0.833999429060805
ring+whitehead+syll,z,correlation,average,5,0.29514417166914264,0.3664399631732152,0.8540536682843277
ring_autocorr,z-length,euclidean,ward,4,0.2947317857198723,0.31626051303114444,0.8394233514130744
kmer2,z,cosine,complete,3,0.29466465414528875,0.27458571027441503,0.8033114473308592
knots,z,cosine,ward,4,0.29368655211789635,0.30516219664539335,0.8300742220953469
knots+ring,z,euclidean,ward,2,0.2936012205147154,0.3255170140197105,0.7618469882957465
knots+ring,z,cosine,ward,2,0.2936012205147154,0.3255170140197105,0.7618469882957465
ring_autocorr,z+pca10,cosine,ward,4,0.2935794159776035,0.3491661362918175,0.8776762774764488
knots+ring,z,correlation,spectral,2,0.29337598878009175,0.2728501384214395,0.7787253782472167
whitehead,z,correlation,average,2,0.2933414056127182,0.25707867534655654,0.7775478161575792
whitehead,z,cosine,spectral,2,0.29330702868574965,0.24216414333502007,0.775977733371396
whitehead,z+pca10,cosine,spectral,2,0.29330702868574965,0.24216414333502007,0.775977733371396
ring_dual,z,correlation,complete,4,0.293292933601417,0.2717557097696249,0.8099129317727662
ring_autocorr,z,cosine,ward,5,0.2931130677541081,0.34743717640267535,0.8852412218098773
ring_dual_sym,z,cosine,ward,4,0.292658131435479,0.3460651826837687,0.8800314016557236
knots,z+pca10,correlation,ward,4,0.29202278533610576,0.37259638851659294,0.8657579217813303
ring+whitehead+syll,z+pca10,correlation,complete,3,0.2917991487511399,0.26087802303966384,0.8117684841564373
whitehead,z+pca10,correlation,complete,4,0.29179005624407856,0.2949062480382369,0.8248644019411933
ring_autocorr,z,cosine,average,3,0.29096163416047705,0.24515840142702672,0.8101984013702541
ring_dual,z,correlation,ward,3,0.2901399988622577,0.29392472396060776,0.8096988295746503
ring_autocorr,z,cosine,ward,4,0.29007892526165224,0.35291799002710644,0.877283756779903
ring_dual,z,euclidean,ward,4,0.2899810703059574,0.4000951142901604,0.8230088495575221
whitehead,z,cosine,average,3,0.2899669291048443,0.30984269386228885,0.7948544105052812
whitehead,z+pca10,cosine,average,3,0.2899669291048443,0.30984269386228885,0.7948544105052812
knots+ring,z,cosine,average,4,0.2899661037000916,0.36374845321812327,0.8338923779617471
syllable,z+pca10,correlation,average,4,0.2885689592420612,0.3752500788411265,0.8541607193833857
ring_dual,z,euclidean,ward,5,0.2878615481652919,0.402018835570946,0.8230088495575221
knots+ring,z+pca10,cosine,ward,5,0.287711389474385,0.32447515146990275,0.864009420496717
ring_dual_sym,z+pca10,euclidean,spectral,4,0.2876999832241102,0.33128937885661414,0.8692192406508708
whitehead,z,cosine,ward,3,0.2871010838871037,0.29858206409140453,0.7948544105052812
whitehead,z+pca10,cosine,ward,3,0.2871010838871037,0.29858206409140453,0.7948544105052812
all,z+pca10,cosine,spectral,4,0.2870354655944701,0.3176623793453002,0.8808164430488152
ring_dual,z,cosine,average,3,0.2864917375932877,0.28935016637574795,0.8096988295746503
ring+whitehead+syll,z+pca10,cosine,average,6,0.2864766490409787,0.3668366840382592,0.8580859263488438
ring_dual_sym,z,euclidean,spectral,4,0.2864098347993002,0.33086578552405843,0.8692192406508708
ring_dual,z,correlation,average,4,0.2863947189901172,0.3232646157209308,0.8396017699115044
knots,z+pca10,cosine,average,5,0.2851649987666021,0.355435042674913,0.8778546959748786
ring+whitehead+syll,z+pca10,cosine,ward,2,0.28443967842167844,0.3053437184752663,0.7578147302312304
ring+whitehead+syll,z+pca10,correlation,ward,2,0.2842900665793592,0.2970292497869622,0.7762632029688838
knots+ring,z,euclidean,spectral,2,0.28425822620042707,0.28009990832167087,0.7754781615757922
kmer2,z,euclidean,kmeans,2,0.28425079637103207,0.238345661606029,0.7617399371966885
kmer2,z,cosine,kmeans,2,0.28425079637103207,0.238345661606029,0.7617399371966885
kmer2,z,correlation,kmeans,2,0.28425079637103207,0.238345661606029,0.7617399371966885
ring+whitehead+syll,z,cosine,spectral,2,0.2842297797326335,0.266546726506996,0.7746931201827005
ring_autocorr,z+pca10,cosine,spectral,2,0.284183071672616,0.24640675299672973,0.7731230373965172
kmer23,z+pca10,euclidean,spectral,2,0.284169058065881,0.2216817989829125,0.7644875820725092
shape (control),z,cosine,complete,2,0.2841607770403545,0.22041306856601836,0.764880102769055
shape (control),z+pca10,cosine,complete,2,0.2841607770403545,0.22041306856601836,0.764880102769055
shape (control),z+pca10,correlation,complete,2,0.2841607770403545,0.22041306856601836,0.764880102769055
letters,z+pca10,correlation,average,2,0.2841607770403545,0.22041306856601836,0.764880102769055
kmer2,z+pca10,correlation,spectral,2,0.28415695496395127,0.2357054107310435,0.7719454753068797
knots+ring,z+pca10,correlation,complete,2,0.28414102920627343,0.21799815673835377,0.7660576648586925
ring_dual,z+pca10,euclidean,ward,4,0.2831583641763402,0.343604572747329,0.8732514987153868
knots+ring,z+pca10,correlation,average,4,0.28292461861807816,0.302894255900384,0.8557308021695689
ring_dual,z+pca10,correlation,ward,4,0.282892682153704,0.3296577672642709,0.8356765629460463
ring_dual_sym,z,cosine,spectral,4,0.28267995983337457,0.329601297318601,0.8692192406508708
all,z,cosine,spectral,4,0.28253073013283236,0.31121531758990795,0.8759991435912076
whitehead,z,euclidean,spectral,3,0.2817763015608114,0.2547155844576224,0.795246931201827
whitehead,z+pca10,euclidean,spectral,3,0.2817763015608114,0.2547155844576224,0.795246931201827
ring+whitehead+syll,z+pca10,correlation,average,3,0.28162357606381383,0.28716253307034784,0.8056665715101341
ring_autocorr,z+pca10,correlation,ward,4,0.2813923410268937,0.31356689016590306,0.8667570653725378
knots,z,cosine,average,6,0.2812361091615047,0.3383373148160646,0.8723594062232372
all,z,correlation,ward,4,0.2808309494434869,0.3226283584840844,0.8748215815015701
knots,z+pca10,cosine,ward,4,0.2807610284819714,0.2936707223524406,0.7983157293748215
knots+ring,z,cosine,complete,4,0.2806781625171174,0.33444843961857995,0.8074507564944333
knots+ring,z,euclidean,spectral,4,0.2805384036106798,0.31247839303257413,0.8715743648301455
knots+ring,z+pca10,cosine,average,5,0.28030516021714025,0.3362577297688786,0.8436340279760206
kmer4,z,euclidean,kmeans,6,0.2799713270674855,0.3033229492456838,0.8731444476163288
kmer4,z,cosine,kmeans,6,0.2799713270674855,0.3033229492456838,0.8731444476163288
kmer4,z,correlation,kmeans,6,0.2799713270674855,0.3033229492456838,0.8731444476163288
ring_autocorr,z,euclidean,complete,4,0.27887766708245065,0.2826357162771546,0.7799029403368541
all,z,cosine,complete,3,0.2782096346731718,0.25897831150981915,0.8037039680274051
knots,z,correlation,average,6,0.27817202453602075,0.3632093530223422,0.9177847559234942
knots,z+pca10,cosine,ward,3,0.2777607438105777,0.2806074960834423,0.8012417927490723
knots+ring,z,correlation,ward,3,0.2777588142596571,0.28688053217182946,0.8016343134456181
ring_dual,z,correlation,average,6,0.27754315555120784,0.35376880146551426,0.9001926919783043
all,z,euclidean,spectral,4,0.2775214008460217,0.30452156788803797,0.8715743648301455
ring_autocorr,z+pca10,euclidean,ward,4,0.2773921124134408,0.3228361718311437,0.8275049957179561
ring_autocorr,z,cosine,spectral,4,0.2764362822007931,0.3067056297141159,0.8735369683128746
ring_autocorr,z+pca10,cosine,average,5,0.2762670971506092,0.33465796976757367,0.8655795032829003
syllable,z,cosine,ward,4,0.2762478385444792,0.36937016088966934,0.8541607193833857
syllable,z+pca10,cosine,ward,4,0.2762478385444792,0.36937016088966934,0.8541607193833857
knots+ring,z,euclidean,ward,4,0.27619050919270555,0.39325103845119014,0.8370682272337996
ring_autocorr,z+pca10,euclidean,ward,5,0.2760566141329592,0.33499069753207006,0.8275049957179561
all,z,correlation,complete,3,0.27605155241545504,0.24815448966658782,0.8037039680274051
whitehead,z+pca10,correlation,complete,3,0.27558790838502034,0.31454770633254825,0.7927847559234942
ring_dual,z,euclidean,ward,2,0.27534581897668,0.3266905894004364,0.7734085069940051
ring_dual,z+pca10,euclidean,average,5,0.2752883982634527,0.35003793316954,0.8740365401084784
ring_autocorr,z+pca10,euclidean,ward,2,0.27524136583584224,0.2667649573458398,0.7710533828147302
knots+ring,z,cosine,spectral,2,0.27520073703735765,0.2492689768535945,0.7698758207250928
letters,z,cosine,spectral,3,0.2752005215369146,0.2394884615522645,0.8029189266343134
letters,z,correlation,spectral,3,0.2752005215369146,0.2394884615522645,0.8029189266343134
letters,z+pca10,cosine,spectral,3,0.2752005215369146,0.2394884615522645,0.8029189266343134
ring_dual,z,euclidean,spectral,2,0.27518891298635306,0.2444907037166019,0.7694833000285469
ring+whitehead+syll,z+pca10,euclidean,spectral,2,0.27518891298635306,0.2444907037166019,0.7694833000285469
kmer2,z+pca10,euclidean,kmeans,2,0.2751585986569201,0.23262017929043777,0.7683057379389095
kmer2,z+pca10,cosine,kmeans,2,0.2751585986569201,0.23262017929043777,0.7683057379389095
kmer2,z+pca10,correlation,kmeans,2,0.2751585986569201,0.23262017929043777,0.7683057379389095
knots,z+pca10,correlation,spectral,5,0.27494074578496414,0.36389599897601466,0.9021552954610335
ring+whitehead+syll,z+pca10,correlation,ward,4,0.27490758724692205,0.3142632338489521,0.838531258920925
ring+whitehead+syll,z+pca10,correlation,spectral,4,0.27480036373488975,0.2970298406938727,0.8635098487011132
ring_autocorr,z,euclidean,complete,3,0.2746755770656565,0.28072786239095787,0.775870682272338
ring_dual_sym,z,cosine,ward,5,0.2745161200751611,0.34335247801780544,0.8800314016557236
all,z+pca10,cosine,ward,4,0.27448238110137907,0.32928494283991266,0.8647944618898087
