representation,preproc,metric,algorithm,k,ari,nmi,bal_acc
ring_dual_sym,z+pca10,euclidean,ward,5,0.1819779063896255,0.2888117965279191,0.8012774764487582
ring_autocorr,z,cosine,average,4,0.18190101307695075,0.23500602069705667,0.8101984013702541
ring_spectrum,z+pca10,euclidean,spectral,5,0.18176911928131492,0.2322117264389818,0.8111975449614617
letters,z+pca10,correlation,complete,4,0.18171480133564857,0.1945727669560954,0.7894661718526976
ring+whitehead+syll,z+pca10,euclidean,average,4,0.1815342637594971,0.3127424884921643,0.7661290322580645
kmer2,z+pca10,euclidean,ward,6,0.1811410904858888,0.23144733598436587,0.8044176420211246
all,z+pca10,correlation,complete,6,0.1811126345679267,0.261084474380067,0.8415643733942335
ring_dual,z+pca10,correlation,complete,3,0.18110598664903743,0.1494465263093935,0.7396874107907507
knots+ring,z+pca10,correlation,spectral,3,0.18107924735135383,0.1839590816972641,0.7432200970596632
knots,z+pca10,correlation,spectral,3,0.18107487166366096,0.17066581916279702,0.7420425349700257
whitehead,z-length,euclidean,spectral,6,0.18100709470562154,0.23840912243885823,0.8054881530117043
letters,z,euclidean,complete,5,0.18091083010642287,0.18496701670782187,0.7729446188980873
letters,z+pca10,euclidean,complete,5,0.18091083010642287,0.18496701670782187,0.7729446188980873
kmer4,z,cosine,complete,3,0.18088315273340513,0.19703956841798068,0.7449329146445904
shape (control),z+pca10,correlation,single,6,0.18045864058768982,0.1702321630199813,0.7769768769626035
all,z,correlation,spectral,6,0.18044387826171232,0.24905416594416518,0.8430630887810449
syllable,z,correlation,average,3,0.18003728965789287,0.24425576767934626,0.75
kmer23,z+pca10,cosine,average,3,0.1797868294149455,0.20018333044740233,0.7384027976020553
ring_dual_sym,z,cosine,spectral,6,0.17950911225101504,0.27591357886586715,0.8322509277761918
whitehead,z,correlation,complete,5,0.17948425903418075,0.2541190391707634,0.8002783328575507
ring_dual_sym,z+pca10,cosine,complete,4,0.17919800246781611,0.2240650024041081,0.7946759920068514
ring+whitehead+syll,z-length,correlation,ward,4,0.179034071198847,0.18703176986636097,0.7817941764202112
kmer4,z,cosine,ward,2,0.17879566945978886,0.2809539999828165,0.6991150442477876
kmer4,z,correlation,ward,2,0.17879566945978886,0.2809539999828165,0.6991150442477876
kmer4,z-length,cosine,ward,2,0.17879566945978886,0.2809539999828165,0.6991150442477876
kmer4,z-length,correlation,ward,2,0.17879566945978886,0.2809539999828165,0.6991150442477876
whitehead,z+pca10,correlation,spectral,4,0.17878752572263273,0.1980354736857431,0.7378318584070797
ring_dual_sym,z+pca10,correlation,spectral,6,0.1786682767813334,0.23948965419181767,0.8186554381958322
ring_autocorr,z,euclidean,ward,2,0.1786289012608731,0.2042929891573161,0.7010776477305167
ring_autocorr,z,cosine,complete,6,0.17859873605523693,0.2644534400511734,0.8202255209820155
kmer23,z-length,correlation,complete,2,0.17859846179967379,0.19629996722910892,0.7014701684270626
ring_autocorr,z,correlation,complete,5,0.17857092440786593,0.22592865199994702,0.8062731944047958
knots+ring,z-length,euclidean,spectral,3,0.17842852979263965,0.16244972948655134,0.745682272337996
ring_autocorr,z+pca10,cosine,ward,2,0.1784011594001585,0.198676346488555,0.7226662860405366
kmer23,z+pca10,cosine,average,4,0.1783199431347417,0.17149849879065399,0.7384027976020553
knots,z,cosine,complete,4,0.178279709625842,0.23611442621947398,0.756316014844419
knots,z+pca10,cosine,complete,4,0.178279709625842,0.23611442621947398,0.756316014844419
ring_dual_sym,z,euclidean,spectral,2,0.17826640343122582,0.16513230747537863,0.719918641164716
kmer3,z+pca10,euclidean,spectral,2,0.178194011724983,0.13634470732717852,0.7093205823579789
whitehead,z+pca10,correlation,ward,6,0.1781517641101664,0.22209054979839832,0.803918070225521
ring+whitehead+syll,z,cosine,complete,6,0.17806494251854416,0.22822562912739996,0.8118755352554953
whitehead,z-length,correlation,ward,5,0.17800273837888017,0.2544166483433273,0.7825792178133029
ring_dual_permsym,z,cosine,complete,4,0.17797883136272066,0.2425897870592774,0.7618469882957465
whitehead,z-length,correlation,ward,6,0.17789335224005526,0.2484035472986384,0.788859548958036
all,z+pca10,correlation,ward,3,0.17787528562562008,0.1533980913697599,0.7441121895518128
knots,z,correlation,spectral,3,0.17785380966327385,0.16460238576948044,0.7460747930345418
kmer2,z+pca10,correlation,average,4,0.17756199830551778,0.15187145600877966,0.7336925492435056
ring+whitehead+syll,z+pca10,cosine,dbscan_q5,5,0.1774168241615612,0.2545318766238022,0.7533899514701685
syllable,z,correlation,ward,6,0.17717979780442505,0.22593484284557813,0.8040251213245789
kmer2,z,correlation,spectral,3,0.17713815316054343,0.16591077386661685,0.7178846702826149
kmer2,z,euclidean,ward,5,0.17707595611863897,0.22942860403296375,0.7944618898087353
ring_dual_permsym,z+pca10,correlation,ward,5,0.17680639879800483,0.2317235351927616,0.7618469882957465
kmer2,z,euclidean,spectral,6,0.1767321527999146,0.26209084730004234,0.8666500142734799
all,z-length,euclidean,spectral,6,0.17664647643906747,0.23734672594230094,0.8478803882386525
kmer4,z+pca10,euclidean,spectral,5,0.17661756661162467,0.2176445347933415,0.8110904938624036
ring_spectrum,z-length,euclidean,ward,6,0.17638144197159128,0.26117555641985174,0.8355695118469884
ring_dual_permsym,z,cosine,average,4,0.17620677448965283,0.24967427033829387,0.7618469882957465
ring+whitehead+syll,z,euclidean,kmeans,5,0.1760289463495778,0.21798292932083332,0.8260419640308307
ring+whitehead+syll,z,cosine,kmeans,5,0.1760289463495778,0.21798292932083332,0.8260419640308307
ring+whitehead+syll,z,correlation,kmeans,5,0.1760289463495778,0.21798292932083332,0.8260419640308307
knots,z,correlation,spectral,5,0.17592100230771837,0.24676982678625833,0.8192620610904939
ring_dual,z+pca10,euclidean,complete,5,0.1758879196408109,0.26879766826409757,0.795175563802455
letters,z,euclidean,kmeans,4,0.1756899562874012,0.19214820258010482,0.7368327148158722
letters,z,cosine,kmeans,4,0.1756899562874012,0.19214820258010482,0.7368327148158722
letters,z,correlation,kmeans,4,0.1756899562874012,0.19214820258010482,0.7368327148158722
letters,z+pca10,euclidean,kmeans,4,0.1756899562874012,0.19214820258010482,0.7368327148158722
letters,z+pca10,cosine,kmeans,4,0.1756899562874012,0.19214820258010482,0.7368327148158722
letters,z+pca10,correlation,kmeans,4,0.1756899562874012,0.19214820258010482,0.7368327148158722
whitehead,z-length,correlation,spectral,6,0.17567545912543975,0.24257975110690255,0.7870039965743649
kmer23,z,euclidean,kmeans,4,0.17565350499415397,0.1753168225389602,0.737260919212104
kmer23,z,cosine,kmeans,4,0.17565350499415397,0.1753168225389602,0.737260919212104
kmer23,z,correlation,kmeans,4,0.17565350499415397,0.1753168225389602,0.737260919212104
ring+whitehead+syll,z,cosine,complete,5,0.17559518500033824,0.2303343390534679,0.788574079360548
syllable,z,cosine,spectral,6,0.17545241853495955,0.2669231345517366,0.8412789037967456
ring_dual,z,correlation,spectral,5,0.17532907382446078,0.22090425134361527,0.82329431915501
ring_dual,z-length,cosine,average,4,0.17522960985225322,0.18663503365817183,0.7639880102769054
kmer2,z,cosine,complete,5,0.17517225005799078,0.2256940166478131,0.8033114473308592
knots+ring,z-length,euclidean,kmeans,4,0.17509972991712835,0.20604969626329647,0.7772623465600914
knots+ring,z-length,cosine,kmeans,4,0.17509972991712835,0.20604969626329647,0.7772623465600914
knots+ring,z-length,correlation,kmeans,4,0.17509972991712835,0.20604969626329647,0.7772623465600914
kmer3,z+pca10,correlation,complete,4,0.174928998970277,0.1809063705576852,0.737260919212104
all,z,euclidean,kmeans,3,0.17489368575668424,0.20880175273057625,0.7335854981444476
all,z,cosine,kmeans,3,0.17489368575668424,0.20880175273057625,0.7335854981444476
all,z,correlation,kmeans,3,0.17489368575668424,0.20880175273057625,0.7335854981444476
kmer2,z+pca10,euclidean,ward,5,0.1748396447384081,0.22201317309784074,0.7936768484156438
all,z+pca10,correlation,complete,5,0.17472691386063693,0.23772700337290603,0.8099129317727662
ring_dual_sym,z,correlation,complete,5,0.17445840804004561,0.24160919453686844,0.7835783614045104
whitehead,z,euclidean,spectral,5,0.174452278618666,0.22612582603150558,0.7699828718241508
whitehead,z+pca10,euclidean,spectral,5,0.174452278618666,0.22612582603150558,0.7699828718241508
knots+ring,z-length,euclidean,complete,4,0.17428721544199707,0.16700591511226484,0.7340850699400514
whitehead,z-length,cosine,ward,5,0.17425954101185728,0.23565696558102636,0.7745147016842706
kmer3,z+pca10,correlation,spectral,3,0.17414955641887706,0.15621038639340504,0.7360476734227805
whitehead,z,correlation,complete,6,0.17414278520580456,0.2719895030022898,0.8002783328575507
ring_dual_sym,z-length,correlation,spectral,4,0.1739608387416086,0.178877170537989,0.7478589780188409
ring+whitehead+syll,z-length,correlation,ward,6,0.17392323317494013,0.29193500886797985,0.8422780473879532
ring_autocorr,z,euclidean,ward,3,0.17370759641763794,0.20609988845079194,0.7010776477305167
knots,z,correlation,spectral,4,0.17350775870263574,0.17520071563243694,0.7639880102769054
shape (control),z+pca10,correlation,ward,3,0.17345472571060022,0.2056361227223039,0.7083571224664573
shape (control),z+pca10,correlation,average,3,0.17345472571060022,0.20563612272230397,0.7083571224664573
ring_autocorr,z+pca10,euclidean,average,6,0.17345363845199122,0.22220267725929868,0.7516771338852413
knots+ring,z-length,cosine,ward,4,0.17336699937571873,0.19755462429111253,0.7858264344847274
knots+ring,z-length,correlation,ward,4,0.17336699937571873,0.19755462429111253,0.7858264344847274
ring_dual_sym,z+pca10,euclidean,spectral,6,0.17331435377896043,0.26293463439850767,0.8437410790750786
ring_dual_permsym,z,cosine,average,5,0.17324895181631875,0.22455934996126808,0.7618469882957465
knots,z+pca10,correlation,complete,4,0.1732304626615511,0.1946127790299694,0.7564944333428489
kmer3,z,euclidean,kmeans,4,0.17316066642440076,0.20267689402250952,0.7360476734227805
kmer3,z,cosine,kmeans,4,0.17316066642440076,0.20267689402250952,0.7360476734227805
kmer3,z,correlation,kmeans,4,0.17316066642440076,0.20267689402250952,0.7360476734227805
ring_autocorr,z-length,cosine,spectral,6,0.17313944680756743,0.2420351305813643,0.8430630887810449
ring_dual_sym,z-length,correlation,average,5,0.1730789512851877,0.2588618118024614,0.7858264344847274
shape (control),z,euclidean,kmeans,5,0.17285131008794585,0.16385874240920423,0.7633100199828718
shape (control),z,cosine,kmeans,5,0.17285131008794585,0.16385874240920423,0.7633100199828718
shape (control),z,correlation,kmeans,5,0.17285131008794585,0.16385874240920423,0.7633100199828718
shape (control),z+pca10,euclidean,kmeans,5,0.17285131008794585,0.16385874240920423,0.7633100199828718
shape (control),z+pca10,cosine,kmeans,5,0.17285131008794585,0.16385874240920423,0.7633100199828718
shape (control),z+pca10,correlation,kmeans,5,0.17285131008794585,0.16385874240920423,0.7633100199828718
knots+ring,z-length,cosine,ward,6,0.17276481916215433,0.2830948873825952,0.8422780473879532
knots+ring,z-length,correlation,ward,6,0.17276481916215433,0.2830948873825952,0.8422780473879532
whitehead,z,correlation,ward,6,0.17258766839415815,0.27126815393068576,0.8244718812446474
ring_spectrum,z+pca10,euclidean,kmeans,6,0.1725555381428344,0.25007578337487196,0.8068798172994576
ring_spectrum,z+pca10,cosine,kmeans,6,0.1725555381428344,0.25007578337487196,0.8068798172994576
ring_spectrum,z+pca10,correlation,kmeans,6,0.1725555381428344,0.25007578337487196,0.8068798172994576
ring_dual,z-length,cosine,ward,6,0.17243170492053772,0.2926245442034216,0.8422780473879532
ring_dual,z-length,correlation,ward,6,0.17243170492053772,0.2926245442034216,0.8422780473879532
all,z,cosine,ward,3,0.1723520278021353,0.1887750165313804,0.7279831572937483
ring_dual_sym,z,cosine,complete,5,0.1721632921182519,0.24677791308108257,0.8191550099914359
knots+ring,z+pca10,euclidean,ward,3,0.1720199962578731,0.2424909201872628,0.7312660576648586
knots+ring,z-length,euclidean,ward,5,0.17177458326652095,0.21757217912235352,0.769590351127605
ring+whitehead+syll,z,cosine,complete,4,0.17177251451293327,0.22938248157643637,0.7875749357693406
kmer3,z-length,cosine,ward,2,0.17163186741656464,0.24830869526667457,0.6950827861832715
kmer23,z-length,cosine,ward,2,0.17163186741656464,0.24830869526667457,0.6950827861832715
kmer23,z-length,correlation,ward,2,0.17163186741656464,0.24830869526667457,0.6950827861832715
ring_autocorr,z,correlation,spectral,5,0.17154866698158575,0.2110673097895386,0.803918070225521
kmer3,z+pca10,euclidean,kmeans,3,0.17146823919961304,0.18524102758939467,0.719918641164716
kmer3,z+pca10,cosine,kmeans,3,0.17146823919961304,0.18524102758939467,0.719918641164716
kmer3,z+pca10,correlation,kmeans,3,0.17146823919961304,0.18524102758939467,0.719918641164716
all,z-length,cosine,average,3,0.1714478264642519,0.1445474039789441,0.7396874107907507
all,z-length,correlation,average,3,0.1714478264642519,0.1445474039789441,0.7396874107907507
ring_autocorr,z,cosine,complete,2,0.17131205549282474,0.20805732328936577,0.7194190693691123
knots+ring,z,correlation,ward,2,0.1711876994227002,0.14404065976307245,0.7013631173280046
kmer4,z-length,cosine,complete,2,0.1711876994227002,0.14404065976307245,0.7013631173280046
kmer4,z-length,correlation,complete,2,0.1711876994227002,0.14404065976307245,0.7013631173280046
ring_dual,z+pca10,cosine,complete,2,0.1711876994227002,0.14404065976307245,0.7013631173280046
kmer23,z-length,euclidean,spectral,2,0.17114984451466306,0.1399156556955505,0.7021481587210963
ring_dual_sym,z+pca10,euclidean,spectral,2,0.17112403236742732,0.16010696948776632,0.7158863831001998
letters,z-length,cosine,ward,2,0.1711159196462556,0.1365767640682171,0.7029332001141879
letters,z-length,correlation,ward,2,0.1711159196462556,0.1365767640682171,0.7029332001141879
letters,z-length,cosine,average,2,0.171100431283022,0.13516907036418302,0.7033257208107337
letters,z-length,correlation,average,2,0.171100431283022,0.13516907036418302,0.7033257208107337
all,z-length,cosine,ward,3,0.17109308889461206,0.1450555910530843,0.7396874107907507
all,z-length,correlation,ward,3,0.17109308889461206,0.1450555910530843,0.7396874107907507
kmer3,z,euclidean,spectral,2,0.17102814460057836,0.1298212314649336,0.7056808449900085
kmer3,z,cosine,spectral,2,0.17102814460057836,0.1298212314649336,0.7056808449900085
kmer3,z,correlation,spectral,2,0.17102814460057836,0.1298212314649336,0.7056808449900085
whitehead,z,cosine,average,6,0.1710166228911645,0.2684550877036613,0.8325363973736797
whitehead,z+pca10,cosine,average,6,0.1710166228911645,0.2684550877036613,0.8325363973736797
knots,z,euclidean,spectral,6,0.1709517828069847,0.23994804835150502,0.8464887239508991
knots,z+pca10,euclidean,spectral,6,0.1709517828069847,0.23994804835150502,0.8464887239508991
letters,z-length,euclidean,average,6,0.17085996788979288,0.175457634439979,0.7207393662574936
ring_dual_permsym,z+pca10,cosine,ward,5,0.17051637390229202,0.21971339173053853,0.7578147302312304
kmer3,z,euclidean,ward,3,0.17050715327771213,0.15337623981038576,0.7141378818155866
letters,z,euclidean,ward,5,0.1703282696845072,0.16458985774045384,0.7720525264059377
letters,z+pca10,euclidean,ward,5,0.1703282696845072,0.16458985774045384,0.7720525264059377
ring_dual,z,correlation,complete,6,0.17021741670454849,0.26250979378596295,0.8099129317727662
all,z-length,euclidean,ward,4,0.17020679088435564,0.18470627457538352,0.7910362546388809
ring_spectrum,z,euclidean,complete,5,0.16992681822375955,0.212683744062119,0.7195618041678562
whitehead,z+pca10,correlation,ward,5,0.16986794773201289,0.23608518817851906,0.782365115615187
knots,z,euclidean,ward,5,0.16974692983973932,0.18399899407035097,0.7486440194119326
knots,z+pca10,euclidean,ward,5,0.16974692983973932,0.18399899407035097,0.7486440194119326
whitehead,z-length,correlation,spectral,4,0.1690566716792187,0.1747632925317304,0.7724450471024835
knots+ring,z+pca10,cosine,complete,4,0.16904960651270284,0.23033952043538575,0.7977091064801598
kmer3,z,cosine,complete,6,0.16899404953465394,0.23332168193222433,0.7939980017128176
kmer3,z,correlation,complete,6,0.16899404953465394,0.23332168193222433,0.7939980017128176
ring_dual_permsym,z+pca10,cosine,single,6,0.16894725261748555,0.2273626630477351,0.7578147302312304
syllable,z-length,correlation,complete,3,0.16883450665038832,0.16194648856380808,0.7461818441335997
ring_autocorr,z-length,euclidean,ward,6,0.1688084822011527,0.2648064636325147,0.8394233514130744
ring_dual_permsym,z,cosine,ward,5,0.1687400805605516,0.21252652861679946,0.7578147302312304
syllable,z,cosine,average,4,0.16853432078706732,0.21653129133001625,0.7789394804453327
syllable,z+pca10,cosine,average,4,0.16853432078706732,0.21653129133001625,0.7789394804453327
whitehead,z+pca10,correlation,dbscan_q5,11,0.16840582965820985,0.2726562228003315,0.8688267199543249
kmer2,z,correlation,ward,6,0.16825993953870452,0.2062253487065325,0.8272195261204682
whitehead,z-length,cosine,spectral,6,0.168148179498726,0.23715640976148833,0.7800099914359121
letters,z-length,euclidean,average,5,0.1678948701728921,0.17176850605213742,0.7174921495860691
letters,z,euclidean,average,5,0.16787241087815238,0.16913059861698468,0.7178846702826149
letters,z+pca10,euclidean,average,5,0.16787241087815238,0.16913059861698468,0.7178846702826149
kmer23,z+pca10,euclidean,ward,3,0.16775744926685135,0.18230298866342834,0.7247359406223237
whitehead,z-length,cosine,ward,6,0.16774001173611028,0.2241755353078017,0.7745147016842706
whitehead,z-length,cosine,average,6,0.16774001173611028,0.2241755353078017,0.7745147016842706
whitehead,z,cosine,ward,6,0.16772171784614134,0.25878674299919413,0.8285041393091636
whitehead,z+pca10,cosine,ward,6,0.16772171784614134,0.25878674299919413,0.8285041393091636
ring_dual_sym,z,correlation,spectral,3,0.16769667572128824,0.15344476925019693,0.7372252355124179
ring_spectrum,z,correlation,average,6,0.1676026605934077,0.2435539554172261,0.7897516414501855
letters,z-length,cosine,average,4,0.16745883402247969,0.14473970554683774,0.7342991721381673
letters,z-length,correlation,average,4,0.16745883402247969,0.14473970554683774,0.7342991721381673
ring_dual_permsym,z+pca10,cosine,average,4,0.16743320383493435,0.23465614762791698,0.7537824721667142
ring_dual_sym,z-length,cosine,ward,3,0.16742226162130402,0.1987958839603306,0.715493862403654
ring_dual_sym,z-length,correlation,ward,3,0.16742226162130402,0.1987958839603306,0.715493862403654
syllable,z-length,correlation,ward,4,0.16741095522569435,0.21297613115300137,0.7833642592063945
kmer4,z-length,euclidean,ward,3,0.1673383424377756,0.25490905177109335,0.7039323437053954
kmer3,z+pca10,cosine,complete,4,0.16709593315744922,0.18056844840773065,0.7816871253211533
ring_dual_sym,z-length,cosine,spectral,4,0.16708059931847138,0.17526662678136604,0.7478589780188409
kmer4,z,cosine,complete,4,0.16695649506667878,0.1769241574409879,0.7449329146445904
whitehead,z-length,correlation,average,6,0.16687919809925109,0.22331854636320048,0.7745147016842706
knots,z,correlation,ward,3,0.16686237722191577,0.18978399821183847,0.7403654010847844
ring+whitehead+syll,z-length,euclidean,ward,3,0.1668564418509196,0.14494338067491522,0.7356551527262347
kmer3,z,euclidean,complete,6,0.16684772112198654,0.236675365471804,0.709142163859549
kmer4,z-length,cosine,complete,3,0.1667485202120335,0.12675364811718834,0.7013631173280046
kmer4,z-length,correlation,complete,3,0.1667485202120335,0.12675364811718834,0.7013631173280046
all,z+pca10,cosine,complete,5,0.16671131446575171,0.20221871409996578,0.8099129317727662
ring_dual_sym,z,euclidean,spectral,6,0.1665081460536787,0.24498926126565296,0.8352840422495005
kmer3,z,cosine,ward,3,0.16634876737466506,0.2082790609477963,0.7039323437053954
kmer3,z,correlation,ward,3,0.16634876737466506,0.2082790609477963,0.7039323437053954
kmer2,z+pca10,correlation,spectral,3,0.1663114022086434,0.14255247846572222,0.7141378818155866
kmer23,z,cosine,complete,6,0.166141788586728,0.2236307318734544,0.7770839280616615
whitehead,z-length,correlation,dbscan_q5,18,0.16600879469619784,0.3786386599895879,0.9782686268912361
ring_dual_permsym,z,cosine,average,6,0.1659332438923101,0.21911006748606918,0.7618469882957465
kmer23,z+pca10,euclidean,spectral,3,0.1658604938067901,0.16483716289321448,0.719918641164716
knots+ring,z+pca10,cosine,complete,6,0.16556977359434424,0.24608388717826787,0.8324293462746217
ring_dual_permsym,z+pca10,cosine,average,5,0.1653572225890188,0.21104403780877065,0.7537824721667142
ring+whitehead+syll,z-length,cosine,complete,5,0.16532169058151902,0.23135199774394272,0.7986011989723094
ring_spectrum,z+pca10,cosine,average,6,0.1652954958146055,0.21587826185418688,0.7999928632600628
shape (control),z,cosine,complete,4,0.16520594133035113,0.20488907579424756,0.764880102769055
shape (control),z+pca10,cosine,complete,4,0.16520594133035113,0.20488907579424756,0.764880102769055
shape (control),z+pca10,correlation,complete,4,0.16520594133035113,0.20488907579424756,0.764880102769055
ring_spectrum,z,euclidean,complete,6,0.16489588795320306,0.24054995222433492,0.7195618041678562
ring_dual_permsym,z,cosine,complete,5,0.16481517863284045,0.21401598488511833,0.7618469882957465
ring_dual_sym,z-length,euclidean,spectral,3,0.1646055644364105,0.17559523237717506,0.7308378532686268
kmer2,z+pca10,euclidean,ward,2,0.1644462250642348,0.17809953156299552,0.6930131316014845
kmer3,z+pca10,euclidean,kmeans,2,0.16438726342645843,0.1666022597521629,0.693798172994576
kmer3,z+pca10,cosine,kmeans,2,0.16438726342645843,0.1666022597521629,0.693798172994576
kmer3,z+pca10,correlation,kmeans,2,0.16438726342645843,0.1666022597521629,0.693798172994576
letters,z+pca10,correlation,average,5,0.16436275942861703,0.19164033264681898,0.7958535540964887
ring_autocorr,z+pca10,correlation,average,2,0.16426906735780492,0.1883177397969597,0.7146017699115044
ring_spectrum,z,cosine,ward,4,0.16423124903769104,0.19274484097640232,0.7828646874107907
letters,z+pca10,correlation,ward,2,0.16421206359346777,0.14123957591249328,0.6965458178703968
kmer23,z,correlation,complete,4,0.1641982416011373,0.209970213731622,0.7256637168141593
ring_dual,z,correlation,ward,2,0.1641709169143565,0.13671061689303415,0.6973308592634884
ring_dual_sym,z,euclidean,ward,4,0.16414473339289973,0.2863973201736345,0.7699115044247787
kmer3,z+pca10,cosine,spectral,2,0.16400009009457964,0.12357820193835982,0.7024336283185841
ring+whitehead+syll,z-length,correlation,spectral,5,0.16388747571992685,0.19880447633000758,0.8011704253497003
kmer4,z,cosine,average,6,0.1637239553922862,0.19799531998397685,0.8108050242649159
kmer4,z,correlation,average,6,0.1637239553922862,0.19799531998397685,0.8108050242649159
kmer23,z,cosine,ward,6,0.16354342643035638,0.198620981246921,0.816799885812161
shape (control),z,cosine,spectral,3,0.1634201468829556,0.1533702295063941,0.7335141307450757
shape (control),z+pca10,cosine,spectral,3,0.1634201468829556,0.1533702295063941,0.7335141307450757
shape (control),z+pca10,correlation,spectral,3,0.1634201468829556,0.15337022950639406,0.7335141307450757
kmer4,z+pca10,correlation,spectral,4,0.16340616663581506,0.18813612680952993,0.7857193833856695
kmer4,z+pca10,correlation,average,5,0.16339159120278493,0.21206166873413357,0.8023479874393378
all,z+pca10,euclidean,complete,6,0.16297549108345025,0.27407887169509815,0.8012417927490723
ring_spectrum,z+pca10,euclidean,spectral,6,0.16290989294220845,0.22246143798320125,0.8187624892948902
all,z-length,cosine,ward,5,0.1628246202031531,0.22048906785011096,0.7998858121610048
all,z-length,correlation,ward,5,0.1628246202031531,0.22048906785011096,0.7998858121610048
whitehead,z-length,euclidean,kmeans,5,0.16281729252998559,0.24382735208571385,0.74129317727662
whitehead,z-length,cosine,kmeans,5,0.16281729252998559,0.24382735208571385,0.74129317727662
whitehead,z-length,correlation,kmeans,5,0.16281729252998559,0.24382735208571385,0.74129317727662
knots,z-length,euclidean,spectral,5,0.16280335487755382,0.20006934929705905,0.7746217527833286
letters,z+pca10,correlation,ward,6,0.1627916680211387,0.2298990001716112,0.8078432771909791
ring_dual,z-length,correlation,spectral,4,0.16277715143095184,0.189285389488748,0.7849343419925778
shape (control),z,euclidean,spectral,4,0.16276099180540274,0.18827189909300296,0.7308735369683129
shape (control),z+pca10,euclidean,spectral,4,0.16276099180540274,0.18827189909300296,0.7308735369683129
ring_autocorr,z,correlation,ward,6,0.1626475659291823,0.26370159958790723,0.8149443334284898
letters,z,euclidean,kmeans,5,0.16261810887478131,0.16945407074512758,0.7733371395946331
letters,z,cosine,kmeans,5,0.16261810887478131,0.16945407074512758,0.7733371395946331
letters,z,correlation,kmeans,5,0.16261810887478131,0.16945407074512758,0.7733371395946331
letters,z+pca10,euclidean,kmeans,5,0.16261810887478131,0.16945407074512758,0.7733371395946331
letters,z+pca10,cosine,kmeans,5,0.16261810887478131,0.16945407074512758,0.7733371395946331
letters,z+pca10,correlation,kmeans,5,0.16261810887478131,0.16945407074512758,0.7733371395946331
ring_dual,z-length,correlation,average,4,0.16243798819080313,0.18669899405332344,0.7720525264059377
kmer23,z,cosine,complete,5,0.16234305119055917,0.23323838051784856,0.7647730516699971
kmer3,z+pca10,correlation,complete,6,0.1622317651598622,0.21831459257114616,0.7870039965743649
all,z+pca10,euclidean,complete,3,0.16218744559902085,0.19792922987399775,0.7380102769055096
kmer4,z+pca10,cosine,ward,5,0.16215574507088953,0.17213406495093586,0.7817941764202112
kmer2,z+pca10,correlation,ward,4,0.16210530877968482,0.16652426929846273,0.7488581216100485
kmer23,z,euclidean,spectral,6,0.1619493747269914,0.23845562341974044,0.836461604339138
whitehead,z,correlation,average,6,0.16194763223864297,0.2242368508121655,0.8110904938624036
letters,z,euclidean,spectral,4,0.16187400657681755,0.1579009243991265,0.7663431344561804
letters,z+pca10,euclidean,spectral,4,0.16187400657681755,0.1579009243991265,0.7663431344561804
ring_dual_sym,z,correlation,complete,4,0.16174975160309457,0.19538034010124436,0.7676277476448758
whitehead,z,euclidean,ward,5,0.16172212322344484,0.272370197773708,0.7928918070225521
whitehead,z+pca10,euclidean,ward,5,0.16172212322344484,0.272370197773708,0.7928918070225521
kmer4,z+pca10,euclidean,spectral,4,0.16165240372591141,0.18183139345407837,0.7812946046246074
whitehead,z-length,correlation,ward,3,0.16116571471805682,0.2071717170153691,0.7304810162717671
ring_autocorr,z-length,euclidean,kmeans,6,0.1611541394499512,0.21687430756809387,0.8103054524693121
ring_autocorr,z-length,cosine,kmeans,6,0.1611541394499512,0.21687430756809387,0.8103054524693121
ring_autocorr,z-length,correlation,kmeans,6,0.1611541394499512,0.21687430756809387,0.8103054524693121
ring_dual_sym,z-length,euclidean,ward,6,0.16098322131963252,0.2066482829160262,0.7878960890665144
knots,z,cosine,complete,3,0.16048192265703798,0.1877454874865985,0.7367256637168141
knots,z+pca10,cosine,complete,3,0.16048192265703798,0.18774548748659847,0.7367256637168141
knots+ring,z,correlation,spectral,6,0.16045707870103898,0.24960349547066785,0.8234013702540679
ring_autocorr,z-length,cosine,average,4,0.1604424617130739,0.21709968493097587,0.7627033970882101
ring_autocorr,z-length,correlation,average,4,0.1604424617130739,0.21709968493097587,0.7627033970882101
kmer2,z+pca10,euclidean,kmeans,3,0.16042992221136917,0.16814109066186808,0.7122466457322295
kmer2,z+pca10,cosine,kmeans,3,0.16042992221136917,0.16814109066186808,0.7122466457322295
kmer2,z+pca10,correlation,kmeans,3,0.16042992221136917,0.16814109066186808,0.7122466457322295
ring_dual,z-length,euclidean,ward,4,0.15991700022663702,0.1824970085060062,0.7696974022266629
kmer23,z,cosine,spectral,6,0.15947194598044057,0.21801845426658337,0.8236868398515558
ring_spectrum,z+pca10,cosine,ward,5,0.15942701825685437,0.2215820644307807,0.8014558949471882
letters,z+pca10,correlation,ward,4,0.15941131095895655,0.16165430491980617,0.7733371395946331
syllable,z-length,correlation,ward,5,0.159370772948981,0.20035623673573275,0.7833642592063945
knots,z,correlation,average,3,0.15935536331938205,0.1832477542215182,0.7363331430202683
ring+whitehead+syll,z-length,euclidean,spectral,6,0.15918499232221842,0.22323659876159097,0.8309663145874964
whitehead,z-length,cosine,complete,6,0.15915346678098616,0.2248312163914647,0.7741221809877248
ring+whitehead+syll,z-length,correlation,complete,5,0.15900916269837534,0.2264971875362586,0.7905366828432772
