name,r1,r2,n_members,members,failed_arms,n_failed_arms,in_complete_10k,missing_arms_10k,baseline_solved,baseline_nodes,baseline_minL,s20_mk2_solved,s20_mk2_nodes,s20_mk2_minL,s20_mk2_mK2_solved,s20_mk2_mK2_nodes,s20_mk2_mK2_minL,s20_f4_solved,s20_f4_nodes,s20_f4_minL
ac19_22957,YYXXXYX,YYxYXyyX,10,31518 46939 47982 90489 91965 95400 108238 110137 120372 156398,"baseline,s20_f4",2,true,,false,10000,15,true,903,2,true,2579,2,false,10000,15
ac19_230,YYXXyxx,YYYXYXYYx,3,757 9687 50211,baseline,1,true,,false,10000,16,true,880,2,true,1418,2,true,8800,2
ac19_23020,YXyXXyx,YYXXyXXYxxyxyxx,1,31614,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,16,false,10000,16,false,10000,14,true,7532,2
ac19_23023,YYXXYx,YYYXyxYXyyx,1,31619,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,3727,2,false,10000,15,true,6462,2
ac19_23030,YYXXXyX,YYYXXyXyXX,1,31636,"baseline,s20_f4",2,true,,false,10000,14,true,440,2,true,392,2,false,10000,14
ac19_23074,YYXXyxx,YYYYYYXXYxxxxYX,1,31718,s20_f4,1,true,,true,1042,2,true,56,2,true,56,2,false,10000,19
ac19_23080,YYXXYxxyx,YYYYYxxYYx,1,31724,s20_f4,1,true,,true,701,2,true,1636,2,true,1438,2,false,10000,14
ac19_23093,YXyXYxx,YYYYYXXyxxx,1,31744,baseline,1,true,,false,10000,16,true,3208,2,true,870,2,true,3060,2
ac19_23123,YXXXyxx,YYXyxYxyXYxyX,4,31796 35873 56205 99686,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,20,false,10000,20,false,10000,20,false,10000,20
ac19_23150,YXXyXYx,YYXYXXyXyxxyx,1,31840,s20_f4,1,true,,true,1965,2,true,1575,2,true,1995,2,false,10000,14
ac19_23156,YYXXyxx,YYYxYXYYX,1,31848,"baseline,s20_f4",2,true,,false,10000,16,true,6112,2,true,9857,2,false,10000,16
ac19_23190,YXYXyx,YYXXXXyXXyxYxxYxxyx,1,31911,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,15,false,10000,15,false,10000,15,true,8156,2
ac19_23233,YYXXYXyyx,YYxyXXXYX,1,31996,baseline,1,true,,false,10000,15,true,1780,2,true,4188,2,true,9342,2
ac19_23285,YYXXXYX,YYYxyyXyyx,1,32086,s20_f4,1,true,,true,8257,2,true,1600,2,true,3879,2,false,10000,16
ac19_23430,YXYXXYx,YYYXXXyxx,2,32321 111582,s20_f4,1,true,,true,1956,2,true,1570,2,true,1856,2,false,10000,14
ac19_23458,YXXYXXyx,YYXYxxyXyXX,1,32374,baseline,1,true,,false,10000,17,true,959,2,true,2035,2,true,4235,2
ac19_23535,YXyXXyx,YYxYxxyxYxyxyXYXX,1,32506,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,18,false,10000,17,false,10000,16,false,10000,16
ac19_23557,YXXYx,YYYXXyyyxyxyyx,2,32545 81127,"baseline,s20_f4",2,true,,false,10000,18,true,744,2,true,4722,2,false,10000,18
ac19_23763,YYXXXyx,YYYxyxxyyXyx,1,32917,"baseline,s20_f4",2,true,,false,10000,15,true,2228,2,true,6393,2,false,10000,15
ac19_23804,YXXyx,YYYYYXyxyyXyXXX,2,32989 156395,s20_mk2,1,true,,true,2832,2,false,10000,15,true,7741,2,true,919,2
ac19_23815,YXyXXXyx,YYXXyXYxxxYXyyxyX,1,33010,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_23821,YYXXXYxyx,YYxyXYXyx,4,33020 86493 92238 140961,baseline,1,true,,false,10000,15,true,729,2,true,2547,2,true,2687,2
ac19_23824,YYXXXYxx,YYYXXyxxYYX,4,33024 39094 100067 124204,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,1570,2,false,10000,17,true,1631,2
ac19_24058,YXXyXyxx,YYYYxxxYx,3,33429 109062 117119,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,15,false,10000,17,false,10000,14
ac19_2406,YXyXXXyx,YYxYXyxyxYxyx,1,3049,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_24088,YXXXXyXYxx,YYXXXXyxxyx,4,33487 143418 147859 150291,baseline,1,true,,false,10000,14,true,1727,2,true,3828,2,true,2777,2
ac19_24171,YXXXXXyXYx,YXXyxYXXXXX,3,33634 53971 133457,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,6052,2,false,10000,15,true,5123,2
ac19_2425,YXXXyXYx,YYXyXXYXX,1,3068,baseline,1,true,,false,10000,17,true,496,2,true,656,2,true,8160,2
ac19_24278,YXYXYx,YYXyXYxxYXyyx,1,33803,baseline,1,true,,false,10000,17,true,1165,2,true,1040,2,true,3707,2
ac19_24328,YYXXyxx,YYYYXyxYYX,10,33893 78242 79004 87122 87317 87632 119266 132723 143730 156488,"baseline,s20_f4",2,true,,false,10000,14,true,2762,2,true,5381,2,false,10000,14
ac19_24374,YXYXXYx,YYxyXyXyxx,2,33982 85359,s20_f4,1,true,,true,1954,2,true,1570,2,true,1856,2,false,10000,14
ac19_24379,YYXXYXXyx,YYXyyxxyxxyyx,2,33990 136668,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,3192,2,false,10000,17,false,10000,15
ac19_24419,YXXyxYx,YYYXXYxxYX,1,34064,baseline,1,true,,false,10000,16,true,453,2,true,670,2,true,1493,2
ac19_24446,YXXYx,YYYXYxyXYYxyyX,4,34112 76103 100465 126401,"baseline,s20_f4",2,true,,false,10000,18,true,605,2,true,4538,2,false,10000,18
ac19_24454,YYXXXYX,YYYYXyXYXXX,2,34127 58408,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,3918,2,false,10000,15,true,2984,2
ac19_24481,YYYXXXyxx,YYYXyxxYXX,1,34178,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2169,2,false,10000,17,true,6704,2
ac19_24541,YYXXYx,YYYXYxxyyyX,2,34283 142149,baseline,1,true,,false,10000,15,true,729,2,true,2541,2,true,2688,2
ac19_24565,YXXyXyx,YYXXXXyxxyx,1,34320,s20_f4,1,true,,true,1966,2,true,1584,2,true,2023,2,false,10000,14
ac19_24622,YYXXXyX,YYXYxyXyxyX,2,34411 47812,"baseline,s20_f4",2,true,,false,10000,15,true,2872,2,true,3944,2,false,10000,15
ac19_24627,YXYxyx,YYYXyXyxxxYYx,2,34420 151071,"s20_mk2,s20_mk2_mK2,s20_f4",3,true,,true,3515,2,false,10000,17,false,10000,17,false,10000,17
ac19_24642,YXXYx,YYYYxyXYXYXyyx,1,34447,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,6917,2,false,10000,18,false,10000,18
ac19_24711,YXXYXXXYx,YXXXXyxxYx,2,34563 124846,s20_f4,1,true,,true,1871,2,true,1584,2,true,1953,2,false,10000,14
ac19_24749,YXyXXXXyx,YYxYxyxxyX,1,34634,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,18,false,10000,18,false,10000,18,false,10000,18
ac19_24758,YXXYXXyX,YYXyxYxyXyX,1,34651,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,5719,2,false,10000,15,true,4944,2
ac19_24805,YXXYx,YYYXYYYXXyxYYX,2,34733 80574,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,2974,2,false,10000,18,false,10000,18
ac19_24836,YYXXXyX,YYXYXyxyyxx,1,34777,"baseline,s20_f4",2,true,,false,10000,17,true,515,2,true,649,2,false,10000,17
ac19_24884,YXXYx,YYYYXYxyXYXyyx,2,34861 144733,"baseline,s20_f4",2,false,s20_mk2_mK2,false,10000,18,true,614,2,missing,,,false,10000,18
ac19_24981,YXXYx,YYYYxYXyyyXYYXXyx,1,35032,"baseline,s20_f4",2,true,,false,10000,18,true,611,2,true,4557,2,false,10000,18
ac19_25075,YXXyXyx,YYxYXXyyxx,2,35216 37276,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,14,true,3192,2,false,10000,14,false,10000,14
ac19_2513,YYXXXYX,YYYXyXXyxx,1,3160,baseline,1,true,,false,10000,15,true,1407,2,true,2579,2,true,719,2
ac19_25143,YYXXXyx,YXXXYxxYXXXyX,1,35324,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,16,false,10000,14,false,10000,16,false,10000,16
ac19_252,YYXXyx,YYXXYxxxxyXXX,3,779 67776 97185,s20_f4,1,false,s20_mk2,true,8169,2,missing,,,true,3945,2,false,10000,14
ac19_25244,YYXXyxx,YYxYxYXXX,1,35486,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,16,false,10000,16,false,10000,16,false,10000,16
ac19_25325,YXYxYXXYXyx,YYxYXXXYxYXX,1,35629,s20_mk2_mK2,1,true,,true,1839,2,true,3080,2,false,10000,18,true,2411,2
ac19_25580,YXYXXYx,YYXyxYXXyx,4,36116 39496 48193 112669,s20_f4,1,true,,true,1954,2,true,1570,2,true,1862,2,false,10000,14
ac19_25757,YYXXXXXXX,YYYXXXyxyXX,5,36405 36475 54505 60416 126836,s20_f4,1,true,,true,8435,2,true,1746,2,true,4013,2,false,10000,14
ac19_25795,YYXXYx,YYXyxYYxYXX,2,36468 48610,baseline,1,true,,false,10000,15,true,729,2,true,2546,2,true,2687,2
ac19_25941,YYXXXyX,YXyXXYxxxyX,6,36714 63277 82474 123505 133947 151006,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,15,true,7353,2,false,10000,15,false,10000,15
ac19_25942,YXyXXXyX,YYXXyxYXyyx,1,36728,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,2872,2,false,10000,17,false,10000,17
ac19_25945,YYXXYxYXXXYx,YXXYxxxyXXXYx,1,36732,s20_mk2_mK2,1,true,,true,1839,2,true,3333,2,false,10000,18,true,2434,2
ac19_25960,YXXXYxx,YYYXYYXXyyxx,3,36759 91740 115881,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2216,2,false,10000,17,true,6793,2
ac19_25975,YXXyXYx,YYXXyyxxyx,1,36788,s20_f4,1,true,,true,1965,2,true,1575,2,true,1995,2,false,10000,14
ac19_26044,YYXXXXyx,YYXYXXXyX,2,36911 42821,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_26065,YXXyx,YYYYXyXyXyXyXXYX,2,36946 38607,s20_mk2,1,true,,true,3166,2,false,10000,15,true,7748,2,true,753,2
ac19_26211,YXXXyXyx,YYxyxYXXyxx,1,37189,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_2622,YXXXXXXyxYx,YYXXXXXyyxYx,3,3277 102968 155072,baseline,1,false,s20_mk2_mK2,false,10000,16,true,3194,2,missing,,,true,3059,2
ac19_2623,YYXYXyX,YYxyXXX,21,3278 10111 14922 21509 23642 29415 37487 40104 43347 52458 61223 70528 75932 80632 95009 96791 99977 101109 108636 134705 136594,s20_f4,1,true,,true,1964,2,true,1575,2,true,1878,2,false,10000,14
ac19_26260,YYXXyx,YYXXYYXXYxYXX,3,37289 46168 148076,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,5256,2,false,10000,15,true,8309,2
ac19_26421,YXXYxxyX,YYxxyXXyXYx,1,37592,s20_f4,1,true,,true,1959,2,true,1584,2,true,1901,2,false,10000,14
ac19_26498,YYXXYYx,YYYXyXyxx,3,37717 128788 136084,"baseline,s20_f4",2,true,,false,10000,16,true,1788,2,true,3673,2,false,10000,14
ac19_26550,YYXXyxx,YYYYXYxyX,3,37813 132187 132632,baseline,1,true,,false,10000,16,true,6523,2,true,7532,2,true,2939,2
ac19_26598,YYXXXyxyxYx,YYXXXXyxyxyx,1,37891,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_26634,YXXyXyX,YYxyxYXyxx,3,37955 41732 122657,baseline,1,true,,false,10000,15,true,1392,2,true,2580,2,true,2688,2
ac19_26644,YXyXXXyx,YYYxxxYXyxxYxxyyX,1,37973,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_26670,YYXXYx,YYxyxYXXX,14,38019 41455 51943 62136 71574 83127 90140 115289 132227 134479 135116 145263 148929 151342,baseline,1,true,,false,10000,15,true,729,2,true,2552,2,true,2687,2
ac19_26706,YXYXXXX,YYXyyXXXYXyxYx,1,38088,s20_mk2_mK2,1,false,s20_mk2,true,4613,2,missing,,,false,10000,15,true,51,2
ac19_2671,YXXYxYxx,YYXXXXyxxxx,1,3330,s20_f4,1,true,,true,618,2,true,1460,2,true,1293,2,false,10000,14
ac19_26716,YXyXXXyx,YYXXyXXYxyxYxyxyX,1,38106,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_26808,YXYXXXX,YYXyXyXXYx,3,38276 73110 123384,s20_mk2_mK2,1,true,,true,4613,2,true,576,2,false,10000,15,true,42,2
ac19_26841,YXYXXYx,YYYXXXyxyx,1,38331,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_26870,YXyXXXyx,YYYxxxxxxyx,1,38386,baseline,1,true,,false,10000,15,true,8371,2,true,7720,2,true,5572,2
ac19_26896,YXXYxxyX,YYxYXXyyxyx,1,38439,s20_f4,1,true,,true,1956,2,true,1570,2,true,2040,2,false,10000,14
ac19_26912,YXXyXyx,YYYXyyxyX,1,38466,s20_f4,1,true,,true,665,2,true,1501,2,true,1346,2,false,10000,14
ac19_26942,YXXyXyX,YYYxyXXyxyX,1,38508,"baseline,s20_mk2,s20_f4",3,true,,false,10000,16,false,10000,14,true,6378,2,false,10000,16
ac19_26945,YXYxyx,YYXyXXyyXXyXyyx,1,38513,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_2696,YYXXYxYXXXYx,YYXXXyxxYXXYx,1,3360,s20_mk2_mK2,1,true,,true,1839,2,true,3316,2,false,10000,18,true,2425,2
ac19_26979,YXXyXyx,YYxyxxYXyX,4,38569 111933 123167 134471,s20_f4,1,true,,true,1966,2,true,1584,2,true,2026,2,false,10000,14
ac19_27082,YXXYx,YYXYYXyyxYYXyx,2,38753 83303,"baseline,s20_f4",2,true,,false,10000,18,true,500,2,true,3876,2,false,10000,18
ac19_27102,YYXXXyx,YYYXXYXyxyyX,1,38786,"baseline,s20_f4",2,true,,false,10000,15,true,2228,2,true,6362,2,false,10000,15
ac19_2711,YXXyXyxx,YYXyxyxxYYx,1,3375,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,6608,2,false,10000,17,true,3807,2
ac19_27114,YYXXXyx,YYYxyyxyXXyx,1,38809,s20_f4,1,true,,true,1972,2,true,1585,2,true,1915,2,false,10000,14
ac19_27161,YXyXXXyx,YYxxxxYxyxxyXYX,1,38888,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_27177,YXXXyxYx,YYXXXyXYxYX,2,38913 92335,"baseline,s20_f4",2,true,,false,10000,15,true,1040,2,true,2821,2,false,10000,15
ac19_27178,YXXYxxyx,YYXXyyxYxyx,1,38917,baseline,1,true,,false,10000,15,true,1385,2,true,2578,2,true,2937,2
ac19_27187,YYXXXXyXX,YYXXyxxxxxxyXXX,2,38929 151459,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,20,false,10000,20,false,10000,20,false,10000,20
ac19_27254,YXXXyXYx,YXXyxxxxyxx,1,39050,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_27300,YXXYXXyx,YYXyXXYxyXX,1,39151,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,19,true,5903,2,false,10000,19,false,10000,19
ac19_27361,YYYXXXYYXXX,YYXXyxxxyXyx,1,39284,"baseline,s20_f4",2,true,,false,10000,14,true,4399,2,true,5621,2,false,10000,17
ac19_27374,YYXXyx,YYXYXXXXYxx,2,39313 143123,s20_f4,1,true,,true,8329,2,true,1695,2,true,4018,2,false,10000,14
ac19_27503,YYXXYXXyXYx,YYXXYXyxYxxyyX,1,39544,baseline,1,true,,false,10000,15,true,1752,2,true,2925,2,true,4954,2
ac19_27551,YXXYxxyxx,YYxxYxxxxx,1,39609,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_27623,YXyXYxx,YYYYXyXyxxx,2,39740 85806,baseline,1,true,,false,10000,12,true,1038,2,true,2142,2,true,1241,2
ac19_27683,YXYxyx,YYXXyXyxxxYxx,2,39837 78449,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_27704,YYXXYYXXX,YYXXyxYxyX,3,39873 83675 152756,s20_f4,1,true,,true,37,2,true,426,2,true,234,2,false,10000,17
ac19_27740,YXyXXXyX,YYxYxyxyxxx,1,39935,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,2927,2,false,10000,17,false,10000,17
ac19_27787,YYYXyxyyX,YYXyXXXXX,4,40035 88843 125897 127017,baseline,1,true,,false,10000,16,true,3199,2,true,871,2,true,3064,2
ac19_27848,YXyXXXXyx,YYxxYxyxyx,2,40136 88522,baseline,1,true,,false,10000,16,true,4585,2,true,2156,2,true,5612,2
ac19_27867,YXXXXyXXYx,YXyxxxxxyxx,4,40170 85943 98267 98344,baseline,1,true,,false,10000,17,true,1753,2,true,4231,2,true,9001,2
ac19_27953,YYXXYx,YYxyxyXyX,5,40330 71616 76253 77186 88808,baseline,1,true,,false,10000,15,true,729,2,true,2552,2,true,2687,2
ac19_28048,YYXXyx,YYXXXYYxYXX,1,40495,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,5256,2,false,10000,15,true,8309,2
ac19_28109,YXXYXXyX,YYxYxyxyXyX,1,40614,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,5719,2,false,10000,15,true,4944,2
ac19_28131,YYXXXXyx,YXXyXXXYx,4,40647 62350 130941 137795,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_28201,YYXXXXyX,YYxxyXXXXXX,1,40768,baseline,1,true,,false,10000,15,true,1746,2,true,3854,2,true,2781,2
ac19_28227,YXyXYxx,YYYXyXXyxyxxx,2,40808 140290,baseline,1,true,,false,10000,12,true,999,2,true,2059,2,true,1240,2
ac19_28253,YYXXXXyxxx,YYxxYXXXXYX,1,40850,"baseline,s20_f4",2,true,,false,10000,15,true,8028,2,true,1438,2,false,10000,15
ac19_28265,YYXXYYXXX,YYYXXYYXXYXXXyx,1,40866,s20_f4,1,false,s20_mk2_mK2,true,51,2,true,457,2,missing,,,false,10000,17
ac19_28281,YXYxxyXyx,YYXXyxYXyxx,1,40889,baseline,1,false,s20_mk2_mK2,false,10000,15,true,1725,2,missing,,,true,4453,2
ac19_28446,YYXXyxx,YYYxYxyxyXX,1,41182,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,15,true,6094,2,false,10000,15,false,10000,15
ac19_28510,YYXXyxx,YYYYYYXYXYYx,1,41313,"baseline,s20_f4",2,true,,false,10000,16,true,5306,2,true,8477,2,false,10000,16
ac19_28515,YYXXyx,YXyXYXXXYxx,2,41320 126905,s20_f4,1,true,,true,8248,2,true,1686,2,true,3976,2,false,10000,14
ac19_28516,YXXYx,YYYXYYXyyxYXyx,2,41321 62329,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,3008,2,false,10000,18,false,10000,18
ac19_28521,YXXYxxyX,YXYxYXXyXyx,1,41333,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_28561,YYXXXXYX,YXXXXyxYx,2,41412 76557,s20_f4,1,false,s20_mk2_mK2,true,1965,2,true,1575,2,missing,,,false,10000,14
ac19_28570,YXXYxxyX,YYXXYYxYXXX,1,41429,s20_f4,1,true,,true,1956,2,true,1570,2,true,2040,2,false,10000,14
ac19_28671,YXYxyXXyxYXyx,YYXXyxYXyxYXyx,2,41626 88499,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,20,false,10000,20,false,10000,20,false,10000,20
ac19_28674,YYXXXXyx,YXXXXXXXXXYxx,2,41633 146550,baseline,1,true,,false,10000,17,true,5604,2,true,6462,2,true,7440,2
ac19_28696,YXXXyxx,YYXXyxYXyxYXyx,6,41677 99211 102712 135962 139334 143487,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,20,false,10000,20,false,10000,20,false,10000,20
ac19_28816,YYXXYXXyyx,YYxyXXYXXyX,1,41876,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,5630,2,false,10000,17,true,9309,2
ac19_28860,YXyXXXyX,YYXXyyxYXyx,1,41955,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,2835,2,false,10000,17,false,10000,17
ac19_28873,YXyXYxx,YYYYYXXYx,5,41979 103842 138127 141364 148121,baseline,1,true,,false,10000,16,true,3200,2,true,872,2,true,3062,2
ac19_28889,YXYxxYxyx,YYxyxYYxyxYx,4,42011 118930 131382 138530,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,9022,2,false,10000,17,true,8244,2
ac19_2889,YXYXXXX,YYXyXXyyXYYx,1,3573,s20_mk2_mK2,1,true,,true,3968,2,true,586,2,false,10000,15,true,51,2
ac19_28930,YXYxyx,YYXXyxxxYxxYx,2,42081 88422,"baseline,s20_mk2,s20_f4",3,false,s20_mk2_mK2,false,10000,17,false,10000,17,missing,,,false,10000,17
ac19_28994,YXXYXXXXX,YYYXyXXXyx,1,42191,s20_mk2_mK2,1,true,,true,8587,2,true,1325,2,false,10000,17,true,382,2
ac19_29052,YXXyXyx,YYYxxxxyXXyX,1,42317,s20_f4,1,true,,true,675,2,true,1663,2,true,1482,2,false,10000,14
ac19_29061,YYXXXyxYX,YYXXXXXYx,1,42332,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_29182,YXYXXXX,YYXXyXXXyxYx,1,42550,s20_mk2_mK2,1,true,,true,3634,2,true,580,2,false,10000,15,true,46,2
ac19_29209,YYYXXXYYX,YYXXXXYYx,3,42598 97800 139452,s20_f4,1,true,,true,1595,2,true,794,2,true,1325,2,false,10000,17
ac19_29224,YYXXyXyxyx,YYYXyXyxyyX,2,42621 131549,s20_mk2_mK2,1,true,,true,7956,2,true,2981,2,false,10000,17,true,2287,2
ac19_29344,YXyXXXXyx,YYXyyxxYxxYxyx,1,42846,"baseline,s20_mk2,s20_f4",3,false,s20_mk2_mK2,false,10000,18,false,10000,18,missing,,,false,10000,18
ac19_29392,YYXXYYXXX,YYXyXYXYxYXyX,1,42949,s20_f4,1,true,,true,1178,2,true,2563,2,true,6470,2,false,10000,14
ac19_294,YXXYxYxx,YYYxxYXYx,2,822 73048,s20_f4,1,false,s20_mk2,true,694,2,missing,,,true,1387,2,false,10000,14
ac19_29477,YYXXyx,YXYxyXyxxYXyx,1,43082,s20_f4,1,true,,true,8422,2,true,1741,2,true,4012,2,false,10000,14
ac19_2962,YXYXXYxyX,YYYXyXYxyxYXXyyx,1,3664,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,18,false,10000,18,false,10000,18,false,10000,18
ac19_29624,YXXyXyx,YYXXYxyXyyx,2,43336 126256,s20_f4,1,true,,true,1966,2,true,1584,2,true,1996,2,false,10000,14
ac19_29674,YYXXyx,YYXYXyXyyxx,1,43429,s20_f4,1,true,,true,8518,2,true,1747,2,true,4054,2,false,10000,14
ac19_29679,YYXXXYXX,YYYYXyXyX,1,43436,s20_mk2_mK2,1,true,,true,5276,2,true,591,2,false,10000,17,true,279,2
ac19_2980,YXYXXYx,YYXXyxYXXyxx,1,3686,s20_f4,1,true,,true,1954,2,true,1570,2,true,1863,2,false,10000,14
ac19_29844,YYXXXXXXyx,YYYXXXXXyyx,1,43736,baseline,1,true,,false,10000,16,true,3199,2,true,871,2,true,3671,2
ac19_29918,YYXXyXyyx,YYYxYxxxYxyxx,1,43869,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,16,true,7626,2,false,10000,18,false,10000,16
ac19_29936,YYXXyxx,YXYXXyXyxxx,2,43896 73072,"baseline,s20_f4",2,true,,false,10000,14,true,2813,2,true,5595,2,false,10000,14
ac19_30096,YYXXYx,YYxyxYXyX,1,44177,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,15,true,4434,2,false,10000,15,false,10000,15
ac19_30108,YXXyXyx,YYXyxxYXyx,1,44211,"baseline,s20_f4",2,true,,false,10000,16,true,5936,2,true,8058,2,false,10000,16
ac19_30155,YXXYx,YYXYxyXYxyXYxyyX,1,44296,"baseline,s20_f4",2,true,,false,10000,18,true,501,2,true,3945,2,false,10000,18
ac19_30235,YYXXXyxyx,YYXXXXXyX,3,44454 63866 136117,"baseline,s20_f4",2,true,,false,10000,17,true,1722,2,true,3173,2,false,10000,14
ac19_30250,YXYxyXXyx,YYXyXyxYXyyx,3,44475 64837 90451,baseline,1,true,,false,10000,15,true,1392,2,true,2581,2,true,2688,2
ac19_30382,YXXyXyXX,YYxxxxxyx,3,44716 63099 111662,"baseline,s20_f4",2,true,,false,10000,17,true,1715,2,true,3202,2,false,10000,17
ac19_30535,YXXyXyx,YYYxyxxYxyX,2,45005 143178,s20_f4,1,true,,true,1966,2,true,1584,2,true,2026,2,false,10000,14
ac19_30814,YXXYxxyX,YYXyXXYXXYx,2,45530 144883,s20_f4,1,true,,true,1971,2,true,1584,2,true,1904,2,false,10000,14
ac19_30818,YXyXXyx,YYXYXyxyyxx,1,45538,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,16,false,10000,17,false,10000,16,true,7532,2
ac19_30831,YXXyXyxx,YYXYxyyxx,1,45559,s20_mk2_mK2,1,true,,true,5908,2,true,2064,2,false,10000,17,true,1635,2
ac19_30890,YXYxxYXyx,YYXyxYXyxYYx,3,45675 51228 98789,baseline,1,true,,false,10000,18,true,1983,2,true,2143,2,true,3687,2
ac19_30896,YXXyx,YYYYYXyXyxyXyXXX,2,45686 90095,s20_mk2,1,true,,true,2788,2,false,10000,15,true,7762,2,true,919,2
ac19_30937,YXYXXYx,YXyXXyxxxx,3,45762 50992 148703,baseline,1,true,,false,10000,15,true,1409,2,true,2579,2,true,2688,2
ac19_30981,YXXYx,YYYXYYXYYYXXyx,2,45838 49761,"baseline,s20_f4",2,true,,false,10000,18,true,514,2,true,3916,2,false,10000,18
ac19_31002,YXXyx,YYYYXyyyyxxxYx,2,45874 152805,s20_mk2,1,true,,true,3138,2,false,10000,15,true,7758,2,true,933,2
ac19_31130,YXyXXyx,YYXyXYYxxyxyxx,1,46143,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,16,false,10000,16,false,10000,14,true,7532,2
