name,r1,r2,n_members,members,failed_arms,n_failed_arms,in_complete_10k,missing_arms_10k,baseline_solved,baseline_nodes,baseline_minL,s20_mk2_solved,s20_mk2_nodes,s20_mk2_minL,s20_mk2_mK2_solved,s20_mk2_mK2_nodes,s20_mk2_mK2_minL,s20_f4_solved,s20_f4_nodes,s20_f4_minL
ac19_40625,YXXyXyx,YYXyxxYxyx,1,65751,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_40684,YXXyxYxYxxxyX,YYxYxxyxYYxxyx,1,65887,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,7511,2,false,10000,16,false,10000,16
ac19_40708,YXYXXXX,YYXyXXXXyxxYx,1,65933,s20_mk2_mK2,1,true,,true,3926,2,true,535,2,false,10000,15,true,45,2
ac19_4076,YYYXXXXyyx,YYYYXXyyxyX,6,4934 22360 55215 61817 74330 143432,s20_f4,1,true,,true,4714,2,true,1664,2,true,3943,2,false,10000,14
ac19_40826,YYXXyXYXXyX,YYXyXYYXyXyX,1,66196,"baseline,s20_f4",2,true,,false,10000,16,true,886,2,true,658,2,false,10000,14
ac19_40945,YXXyXyxx,YYYxxyXYxxx,1,66458,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_40963,YXXYx,YYYxyyXYXyxyyx,1,66493,"baseline,s20_f4",2,true,,false,10000,18,true,745,2,true,4741,2,false,10000,18
ac19_41092,YYXXyxx,YYYYXYxxxyyX,1,66804,"baseline,s20_f4",2,false,s20_mk2_mK2,false,10000,14,true,2770,2,missing,,,false,10000,14
ac19_41136,YYXXyxx,YYYYXYxYX,1,66917,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,16,false,10000,16,false,10000,16,false,10000,16
ac19_41186,YYYXXXyxx,YYYXXXYxxYX,1,67028,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2158,2,false,10000,17,true,1635,2
ac19_41300,YYXYxxyyX,YXyxxyXyx,1,67306,baseline,1,true,,false,10000,18,true,1982,2,true,2135,2,true,3693,2
ac19_41336,YXXYxxyxx,YYxYxYxxyx,1,67389,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,18,false,10000,18,false,10000,18,true,5178,2
ac19_41359,YXXyXyxx,YYYxYXyxyxx,1,67436,s20_f4,1,true,,true,631,2,true,3009,2,true,4021,2,false,10000,15
ac19_41610,YXXXYxx,YYxyXXYXyx,1,68018,"baseline,s20_f4",2,true,,false,10000,16,true,5682,2,true,7787,2,false,10000,16
ac19_41622,YXyXYxx,YYYYxYXXyxx,1,68055,baseline,1,true,,false,10000,12,true,1038,2,true,2166,2,true,1240,2
ac19_41677,YXXYxxyx,YYxxyXYXYxx,3,68198 74404 79896,baseline,1,true,,false,10000,15,true,886,2,true,2578,2,true,2936,2
ac19_41838,YYXXXYX,YYYXXYYXyXX,1,68558,s20_f4,1,true,,true,1678,2,true,2230,2,true,6363,2,false,10000,14
ac19_4185,YXXYxxyx,YYYYxxxyX,2,5060 151196,baseline,1,true,,false,10000,15,true,887,2,true,2578,2,true,2937,2
ac19_41890,YYXXyXyyx,YYxYxxyxYYxxyx,1,68690,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,7684,2,false,10000,16,false,10000,16
ac19_41895,YXXYXXXYx,YXyXYxYxyX,2,68722 71237,s20_f4,1,true,,true,1871,2,true,1584,2,true,1969,2,false,10000,14
ac19_41997,YXYXXYx,YYXyxxyXXyxx,1,68936,s20_f4,1,true,,true,1956,2,true,1570,2,true,1856,2,false,10000,14
ac19_420,YYXXXyX,YYXyyxxyxx,1,950,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,15,false,10000,15,false,10000,15,false,10000,15
ac19_42013,YXXyXyX,YYxyxxyxYXXyX,1,68974,baseline,1,true,,false,10000,15,true,1392,2,true,2580,2,true,2688,2
ac19_42125,YYXXXYX,YYXyxxxYXyXX,1,69213,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,4097,2,false,10000,15,true,2984,2
ac19_42149,YXXYx,YYXYYXyxYYXyyx,1,69263,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,2973,2,false,10000,18,false,10000,18
ac19_42162,YXXXyXYx,YXXYxxyXX,1,69283,"baseline,s20_mk2,s20_mk2_mK2",3,false,s20_f4,false,10000,17,false,10000,17,false,10000,17,missing,,
ac19_42200,YYXXYYxYXyyx,YYXyyxYXyxYXyyx,1,69368,"baseline,s20_f4",2,true,,false,10000,17,true,1460,2,true,7130,2,false,10000,17
ac19_42207,YYXXYxxyx,YYxYXXYxyx,2,69385 70790,baseline,1,true,,false,10000,15,true,1408,2,true,2584,2,true,2689,2
ac19_42333,YYXXyxx,YYXXXyXyyxxx,1,69670,"baseline,s20_f4",2,true,,false,10000,14,true,2813,2,true,5595,2,false,10000,14
ac19_42427,YYXXyxxyX,YYxxyXXXXXX,1,69893,baseline,1,true,,false,10000,15,true,1748,2,true,3855,2,true,3250,2
ac19_42512,YYXYXyXYx,YXYxYXXyx,1,70084,s20_mk2_mK2,1,false,s20_f4,true,9675,2,true,4119,2,false,10000,17,missing,,
ac19_42516,YXXYx,YYYYXXyxyyxyyx,3,70089 83378 126421,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,7183,2,false,10000,18,false,10000,18
ac19_42570,YXXyXyx,YYYXyXyxxx,2,70206 128695,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,14,true,3169,2,false,10000,14,false,10000,14
ac19_42635,YYXXYXyyxx,YYYXXXYYXXX,1,70352,"baseline,s20_f4",2,true,,false,10000,14,true,2925,2,true,5610,2,false,10000,17
ac19_42659,YXYXXYx,YYXyxxyXyyx,4,70398 98427 103767 106158,s20_f4,1,true,,true,1954,2,true,1570,2,true,1863,2,false,10000,14
ac19_42691,YXXYx,YYYXYYxyXYxyyX,3,70474 115337 151707,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,6833,2,false,10000,18,false,10000,18
ac19_42715,YXXXYxxxyX,YYxxxYXXXXX,1,70524,"baseline,s20_f4",2,true,,false,10000,14,true,2807,2,true,5575,2,false,10000,14
ac19_42768,YXXYxxyxx,YYXXyXyxxYxx,1,70647,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_42792,YYXyxxxxyyX,YYXyxxYXXXXXX,2,70700 112890,"baseline,s20_f4",2,true,,false,10000,14,true,2801,2,true,5585,2,false,10000,14
ac19_43010,YXyXXXyx,YYXyXYXXyXyxYxyyX,1,71254,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_43077,YXXyXyx,YYYxxxYXyyx,1,71415,s20_f4,1,true,,true,1332,2,true,4867,2,true,1878,2,false,10000,18
ac19_43115,YXyXXXyx,YYXyXYXyXXXXyyxyx,1,71484,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_43144,YYXXYx,YYXYXyyXYxx,1,71561,baseline,1,true,,false,10000,15,true,729,2,true,2546,2,true,2687,2
ac19_43148,YXXYx,YYXYYxyyXYXyyx,1,71568,"baseline,s20_f4",2,true,,false,10000,18,true,500,2,true,4081,2,false,10000,18
ac19_43158,YXXyXyx,YYxyxxYXXyxx,1,71592,s20_f4,1,true,,true,675,2,true,1576,2,true,1412,2,false,10000,14
ac19_43187,YXXyx,YYYXYXyxyyyxxxYx,2,71652 79285,s20_mk2,1,true,,true,3267,2,false,10000,15,true,7644,2,true,935,2
ac19_43200,YXyXXXyx,YYYxyyXyX,1,71694,baseline,1,true,,false,10000,17,true,8371,2,true,7720,2,true,5588,2
ac19_43298,YYXXXYXX,YYYYXyyyX,1,71952,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2765,2,false,10000,17,true,1473,2
ac19_43367,YYXXXyxx,YXXyxxYXXyxxx,4,72109 76631 106594 147456,s20_f4,1,true,,true,1962,2,true,1575,2,true,1875,2,false,10000,14
ac19_43412,YYXYYXXYYXX,YYXXXYYxYXX,1,72214,s20_f4,1,true,,true,31,2,true,194,2,true,193,2,false,10000,19
ac19_43481,YYXXXYxYX,YYXXYxyXyx,1,72360,s20_f4,1,false,baseline,missing,,,true,419,2,true,234,2,false,10000,17
ac19_43611,YYXXXYx,YYxYxYXYXXXX,1,72661,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_43615,YXXYxxyx,YYxyXYxyxYxyX,1,72671,baseline,1,true,,false,10000,15,true,1386,2,true,2579,2,true,2937,2
ac19_43651,YYXXyxx,YYYYXYYYXYx,1,72756,baseline,1,true,,false,10000,16,true,866,2,true,1404,2,true,8800,2
ac19_4366,YXXYXXyX,YYXYXyyXX,2,5275 108362,s20_mk2_mK2,1,true,,true,9619,2,true,1395,2,false,10000,17,true,626,2
ac19_43752,YXXyXYx,YYXXXyxxyxx,2,72973 137582,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,2885,2,false,10000,18,false,10000,18
ac19_43768,YXyXXXXyx,YYXyyxYXyxx,2,73017 117530,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,16,false,10000,16,false,10000,16,true,7305,2
ac19_43792,YXXXyxYxx,YYXYxxxYXXX,1,73066,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_43793,YXyXXXyx,YYXXyXYXyxxYxxyyx,1,73071,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_43888,YXyXXXyx,YYYxxyXXXyyxx,1,73291,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_4395,YYXXXYX,YYYxyXXXX,17,5311 28048 72117 76722 76755 79269 83660 87541 110760 112223 112246 116556 117375 120151 121153 125494 154229,"baseline,s20_f4",2,true,,false,10000,15,true,1397,2,true,2579,2,false,10000,15
ac19_43995,YYYYXXXXX,YYYXyyxyyx,1,73538,s20_f4,1,true,,true,31,2,true,317,2,true,264,2,false,10000,19
ac19_44079,YXXXXyXXYx,YXYxxyXyxxyxx,2,73729 147313,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,19,true,7451,2,false,10000,19,false,10000,19
ac19_44158,YYXXXyX,YXyxxxxYXXXyx,1,73915,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,16,false,10000,16,false,10000,16,false,10000,16
ac19_44162,YYXXXyxx,YYXYXXXXYYx,1,73922,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,6124,2,false,10000,17,false,10000,19
ac19_4433,YXXyXyx,YYYxyXYxxyyX,1,5352,"baseline,s20_f4",2,true,,false,10000,14,true,2775,2,true,5553,2,false,10000,14
ac19_44381,YXXYXXyxx,YXyXyxxxxx,1,74462,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_44391,YYXXyyXyx,YYxxxYxyx,2,74476 116603,s20_f4,1,true,,true,661,2,true,1509,2,true,1362,2,false,10000,14
ac19_44414,YXXYx,YYYYxyyXYXyyx,1,74538,"baseline,s20_f4",2,true,,false,10000,18,true,621,2,true,4609,2,false,10000,18
ac19_44456,YXXYxxyX,YYYYXXYXXXX,3,74640 93883 122030,s20_f4,1,true,,true,1585,2,true,1585,2,true,1878,2,false,10000,14
ac19_44661,YXyXXyX,YYXXXyxxyxYXXyx,1,75153,"baseline,s20_f4",2,true,,false,10000,20,true,812,2,true,2829,2,false,10000,20
ac19_44780,YYXXYXYYx,YYXyXYXYxx,1,75413,s20_mk2_mK2,1,true,,true,6678,2,true,2160,2,false,10000,17,true,2288,2
ac19_44796,YXXyXyxx,YYYxxYXYxxx,2,75445 119080,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,15,false,10000,17,false,10000,14
ac19_44891,YXXYXXyx,YYYXXXyXX,3,75656 146991 147806,baseline,1,true,,false,10000,17,true,959,2,true,2035,2,true,4235,2
ac19_44913,YXXyXyx,YYXyxYxyxyX,2,75717 93923,s20_f4,1,true,,true,1966,2,true,1584,2,true,2026,2,false,10000,14
ac19_44938,YXyXXXyx,YYxyxxyXXYXyX,1,75773,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_44946,YXYXXXX,YYXYYXXyyXyx,1,75800,s20_mk2_mK2,1,true,,true,3929,2,true,536,2,false,10000,15,true,52,2
ac19_45019,YXXYXXyxx,YYXyXyxxxyxx,1,75963,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_45056,YXYXyXXYXyX,YYYXyXXYXYXyXyyx,1,76081,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,19,true,6082,2,false,10000,19,false,10000,19
ac19_45098,YYXXyxx,YYYXYYYxYX,1,76191,s20_f4,1,true,,true,9679,2,true,460,2,true,489,2,false,10000,14
ac19_45226,YXXXXyXYx,YXyxYXXXXX,3,76471 155280 156357,"baseline,s20_f4",2,true,,false,10000,16,true,2283,2,true,2258,2,false,10000,16
ac19_45235,YXYXYx,YYXyxxyyXyyXYYx,1,76488,"baseline,s20_f4",2,true,,false,10000,19,true,855,2,true,933,2,false,10000,19
ac19_45272,YXXYx,YYYYxYXyyyXYXyyx,1,76566,"baseline,s20_f4",2,true,,false,10000,18,true,610,2,true,4591,2,false,10000,18
ac19_4533,YXYXXYx,YYxyXXyXYx,1,5466,baseline,1,true,,false,10000,15,true,1409,2,true,2579,2,true,2688,2
ac19_45337,YYXXYx,YYXyyxxxYXX,2,76716 124043,baseline,1,true,,false,10000,15,true,730,2,true,2552,2,true,2688,2
ac19_45389,YXXYx,YYYXyyyXYxyxyx,1,76858,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,7001,2,false,10000,18,false,10000,18
ac19_45407,YXXXyXYx,YXYXyxYxyXX,1,76907,baseline,1,true,,false,10000,15,true,1842,2,true,3910,2,true,2779,2
ac19_45464,YYXXXYX,YYxxyXYXyX,3,77060 110031 126681,s20_f4,1,true,,true,8267,2,true,1583,2,true,3879,2,false,10000,13
ac19_45473,YXYXYx,YYYXyyyXyxYXXYYxYYx,1,77081,"baseline,s20_f4",2,true,,false,10000,19,true,2165,2,true,6740,2,false,10000,19
ac19_45519,YYYXXYXYX,YYYXXXXYx,1,77199,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_45520,YYYXXXyxx,YXXyXyxxxx,1,77202,s20_f4,1,true,,true,492,2,true,751,2,true,683,2,false,10000,19
ac19_45684,YYXXYXYYXXX,YYXYYXyXYYXXXyx,1,77594,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_45692,YXXyx,YYYXYXyxxyyyXyyXYX,1,77611,s20_mk2,1,true,,true,3324,2,false,10000,15,true,7622,2,true,868,2
ac19_45731,YXyXXXyx,YYYXyxyyx,1,77700,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_45824,YYXXXYX,YXXXXyxYxx,1,77924,"baseline,s20_mk2_mK2",2,true,,false,10000,16,true,7792,2,false,10000,16,true,7283,2
ac19_45851,YYXXYx,YYYXyxyXyyx,1,77981,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,3082,2,false,10000,14,true,3628,2
ac19_45920,YYXXXyx,YYXYxyyXYXX,2,78167 143700,s20_f4,1,true,,true,1973,2,true,1585,2,true,1932,2,false,10000,14
ac19_45978,YXXYxxyxx,YYXXyxxYxxxxx,1,78292,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_460,YXyXXXyX,YYxyXYXXXyxyx,1,990,baseline,1,true,,false,10000,19,true,617,2,true,1392,2,true,8227,2
ac19_46053,YXXyXYx,YYXyXXyxYX,1,78480,baseline,1,true,,false,10000,15,true,1741,2,true,2903,2,true,4950,2
ac19_46195,YXyXXXyx,YYxyxyXYxyXXX,1,78806,baseline,1,true,,false,10000,17,true,8371,2,true,7720,2,true,5589,2
ac19_46233,YXXyxxYXXXyxx,YYXXXyxxYXXXyX,1,78915,baseline,1,true,,false,10000,20,true,624,2,true,1405,2,true,4381,2
ac19_46302,YXXYXXyx,YYXYxyXXXyx,1,79076,"baseline,s20_f4",2,true,,false,10000,17,true,5600,2,true,6488,2,false,10000,17
ac19_46356,YXYXXYx,YYXYYXyXXYx,2,79212 147707,s20_f4,1,true,,true,1954,2,true,1570,2,true,1861,2,false,10000,14
ac19_46363,YXXXyXyxxx,YYYXYxYxxxx,1,79238,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_46365,YXXyXyxx,YYYxxxYxyXX,1,79244,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,4147,2,false,10000,17,true,2142,2
ac19_46402,YXYXXYx,YYYXYxYXXX,2,79331 106189,s20_f4,1,true,,true,1954,2,true,1570,2,true,1856,2,false,10000,14
ac19_46461,YYXXYxxyx,YYxyXYXyx,2,79493 149643,baseline,1,true,,false,10000,15,true,1408,2,true,2584,2,true,2689,2
ac19_46513,YXYXXXX,YYYXXXXyXyxx,1,79640,s20_mk2_mK2,1,true,,true,3696,2,true,553,2,false,10000,15,true,49,2
ac19_46550,YYXXyxx,YYYXYxxyXYX,1,79742,s20_f4,1,true,,true,5132,2,true,648,2,true,476,2,false,10000,14
ac19_46572,YXXyxYx,YYYYYxxyyX,1,79818,"baseline,s20_f4",2,true,,false,10000,16,true,2279,2,true,2268,2,false,10000,16
ac19_46590,YXyXXyx,YYxxYXXXyxyxyXX,1,79874,baseline,1,true,,false,10000,16,true,9499,2,true,9200,2,true,6867,2
ac19_46598,YXXXXyXXYx,YYXXyXXYxxyXX,1,79899,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,19,true,7451,2,false,10000,19,false,10000,19
ac19_46628,YYXXX,YYXYxYxyXyXyX,1,79974,s20_mk2_mK2,1,true,,true,9705,2,true,331,2,false,10000,15,true,212,2
ac19_46640,YXXYxxyX,YYXXYxYXXyX,3,80007 103932 155178,s20_f4,1,true,,true,1585,2,true,1584,2,true,1877,2,false,10000,14
ac19_46649,YYXXXyX,YYYYXyyxyyx,1,80030,"baseline,s20_f4",2,true,,false,10000,15,true,2872,2,true,3944,2,false,10000,15
ac19_4673,YXXYx,YYYXyxYXYYXyyx,2,5622 45011,"baseline,s20_f4",2,true,,false,10000,18,true,602,2,true,4536,2,false,10000,18
ac19_46774,YYXXXXyxxYX,YXXXXyXXYxxxx,1,80308,baseline,1,true,,false,10000,15,true,1754,2,true,4199,2,true,8795,2
ac19_46895,YYXXXXYX,YYxxyXXyXYX,1,80630,s20_f4,1,true,,true,1965,2,true,1575,2,true,1969,2,false,10000,14
ac19_46939,YYXXXXX,YXYxYXyXXyx,2,80749 113470,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2713,2,false,10000,17,true,593,2
ac19_46944,YXyXXXyX,YYXXyXYxyxyxx,1,80774,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,2842,2,false,10000,17,false,10000,17
ac19_47020,YXXXyxYxx,YYYxxYYXXX,1,80972,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_47021,YXyXXyx,YYxxyXyxxyxYXYXyX,1,80974,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,18,false,10000,17,false,10000,16,false,10000,16
ac19_4709,YYYXXXXyx,YXXXyXYxxx,14,5664 10610 21767 40111 50422 52557 63408 93378 105941 121690 122125 126848 128768 142073,"baseline,s20_f4",2,true,,false,10000,15,true,1401,2,true,2580,2,false,10000,15
ac19_47154,YXXyXyx,YYxyXYxxxyXX,2,81280 107258,s20_f4,1,true,,true,675,2,true,1535,2,true,1373,2,false,10000,14
ac19_47160,YYXXyXyxx,YYxxyXXyxyxx,2,81297 83561,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,6670,2,false,10000,18,false,10000,17
ac19_47184,YYXYxYXXYx,YYXXYYxYXYx,1,81349,baseline,1,true,,false,10000,17,true,5588,2,true,6062,2,true,7448,2
ac19_47208,YYXXXYXX,YYYXXyXYxyX,1,81409,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,863,2,false,10000,17,true,990,2
ac19_47251,YYXXXXyx,YXyxxYXXXyx,3,81503 139675 150472,baseline,1,true,,false,10000,15,true,1744,2,true,2908,2,true,4931,2
ac19_47363,YXyXXXyx,YYXyXyyXXYxyXYxyX,1,81775,baseline,1,true,,false,10000,15,true,8664,2,true,6224,2,true,8680,2
ac19_47367,YYXXXYX,YYxyXXyyxx,1,81781,"baseline,s20_mk2_mK2",2,true,,false,10000,16,true,7792,2,false,10000,16,true,7291,2
ac19_47444,YXXYxxyxx,YYXXyxyxYx,1,81950,baseline,1,true,,false,10000,15,true,4008,2,true,3576,2,true,5169,2
ac19_47452,YYXXXXYX,YYXyXXXYx,1,81971,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,3129,2,false,10000,17,true,1563,2
ac19_47465,YYXyxYXXyx,YXXyxxYXXyxxx,4,81991 100394 134698 151888,s20_f4,1,true,,true,1963,2,true,1577,2,true,1877,2,false,10000,14
ac19_4756,YXyXXXyx,YYYXyxYxyXXyxyX,1,5719,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_47717,YYXXXYx,YYXYYXyXyxyx,1,82619,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,16,false,10000,15,false,10000,16,false,10000,16
ac19_47793,YXYxxYXyx,YYxyXYYxyXYx,3,82845 128614 151626,"s20_mk2_mK2,s20_f4",2,true,,true,6540,2,true,4075,2,false,10000,18,false,10000,18
ac19_47828,YXXYxYxx,YYXyyxxyX,1,82921,s20_f4,1,true,,true,694,2,true,1531,2,true,1369,2,false,10000,14
ac19_48114,YXXYxYxx,YXyxxxyXX,4,83672 101054 126213 142507,s20_f4,1,true,,true,684,2,true,1502,2,true,1354,2,false,10000,14
ac19_48146,YYXXYxyXyx,YYXXXYxyXYx,1,83771,s20_f4,1,true,,true,1989,2,true,2996,2,true,4855,2,false,10000,14
ac19_48174,YYXXXyx,YYYXyXYxxyyX,1,83844,s20_f4,1,true,,true,1972,2,true,1585,2,true,1915,2,false,10000,14
ac19_48216,YXXXyXyx,YYXyxYxyx,2,83987 97436,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2677,2,false,10000,17,true,2840,2
ac19_48281,YYXXXyX,YYxyXXXyx,4,84183 140513 147893 154709,"baseline,s20_f4",2,true,,false,10000,15,true,2872,2,true,3944,2,false,10000,15
ac19_48401,YYXXXyx,YYXXYXyXXYxyX,2,84493 105137,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_48537,YXXXyXYx,YYxxyxxyXyX,4,84859 85646 100158 133464,s20_f4,1,false,baseline,missing,,,true,2849,2,true,3958,2,false,10000,15
ac19_48645,YYXXyxxyX,YYYXXyxyxx,1,85141,s20_f4,1,true,,true,663,2,true,1548,2,true,1387,2,false,10000,14
ac19_48709,YXyXXyx,YYXXyXYXyyxyxx,1,85282,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,16,false,10000,16,false,10000,14,true,7532,2
ac19_48893,YXXyXyx,YYXXYxxxyXyx,1,85735,s20_f4,1,true,,true,1966,2,true,1584,2,true,1996,2,false,10000,14
ac19_4894,YXXyXyx,YYXyxxyXX,4,5887 48578 67603 142133,s20_f4,1,true,,true,675,2,true,1535,2,true,1373,2,false,10000,14
ac19_48956,YXXYxxyX,YYXyXYYXXyx,1,85865,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_48990,YXyXXXyX,YYYXXXyxyyx,1,85945,baseline,1,true,,false,10000,19,true,692,2,true,1430,2,true,8233,2
ac19_49042,YXyXXyx,YYxyxYxyxyXXYXXyX,1,86068,baseline,1,true,,false,10000,16,true,9889,2,true,9585,2,true,7530,2
ac19_49095,YYXXXYx,YYXyxYXYXyx,1,86209,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_49255,YYXXYxYxyX,YXyxYXyxYXXYx,1,86603,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,20,false,10000,20,false,10000,20,false,10000,20
ac19_49265,YXXyXyX,YYXXXyyxyX,2,86615 137569,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,2952,2,false,10000,15,true,1234,2
ac19_49402,YYXXXYX,YYxyxyXXyx,2,86978 122867,s20_mk2_mK2,1,true,,true,7585,2,true,460,2,false,10000,17,true,53,2
ac19_49502,YXXXyXYx,YYXXXXyXYXX,1,87200,"baseline,s20_f4",2,true,,false,10000,15,true,2871,2,true,3963,2,false,10000,15
ac19_49526,YYXXXYX,YYXYxxyXyX,2,87280 129460,s20_f4,1,true,,true,8267,2,true,1583,2,true,3879,2,false,10000,13
ac19_49604,YXXyXyxx,YYxxxYXYxyx,1,87473,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,14,true,6872,2,false,10000,17,false,10000,17
ac19_49730,YXYXXyxYXyxx,YYxyXYxyXYxyX,1,87793,s20_f4,1,true,,true,1962,2,true,1589,2,true,2010,2,false,10000,14
ac19_4974,YYXXYYxyX,YYXXYYXXYx,2,5978 104629,"baseline,s20_f4",2,true,,false,10000,16,true,5910,2,true,8070,2,false,10000,16
ac19_49785,YYXXXYX,YXXyXyxxxx,1,87942,s20_f4,1,true,,true,8267,2,true,1583,2,true,3879,2,false,10000,13
ac19_50043,YYXXXyxx,YYXYXXYYXXXYx,1,88666,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,6125,2,false,10000,17,false,10000,19
ac19_50052,YXyXXXyx,YYXyXYxYxyxYxyxyX,1,88689,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_50080,YXXyXyxx,YYYXXyxxyxx,1,88767,s20_f4,1,true,,true,636,2,true,3000,2,true,4022,2,false,10000,15
ac19_50096,YXXXyXYx,YXyXYXXYXyx,1,88806,"baseline,s20_f4",2,true,,false,10000,15,true,2871,2,true,3963,2,false,10000,15
ac19_50137,YYXXYYx,YYXXyxyxxyX,1,88899,"baseline,s20_f4",2,true,,false,10000,16,true,1812,2,true,3694,2,false,10000,14
ac19_50154,YXXYx,YYYXYYXyxYXyyx,1,88946,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,3224,2,false,10000,18,false,10000,18
