orbit_id,parent_class
orb_0971,sol_010
orb_0972,aca_123
orb_0973,sol_105
orb_0974,sol_102
orb_0975,sol_109
orb_0976,sol_103
orb_0976,sol_109
orb_0977,aca_80
orb_0978,sol_107
orb_0979,sol_102
orb_0980,sol_108
orb_0981,sol_010
orb_0982,aca_56
orb_0983,aca_57
orb_0984,aca_23
orb_0985,sol_026
orb_0986,aca_25
orb_0987,sol_021
orb_0988,aca_65
orb_0989,aca_39
orb_0990,aca_26
orb_0991,aca_20
orb_0992,aca_18
orb_0993,aca_27
orb_0994,aca_28
orb_0995,aca_15
orb_0996,aca_97
orb_0997,aca_97
orb_0998,aca_97
orb_0999,aca_97
orb_1000,aca_48
orb_1001,aca_104
orb_1002,aca_102
orb_1003,aca_98
orb_1004,aca_98
orb_1005,aca_98
orb_1006,aca_98
orb_1007,aca_26
orb_1008,aca_28
orb_1009,aca_44
orb_1010,aca_52
orb_1011,aca_112
orb_1012,aca_109
orb_1013,aca_45
orb_1014,aca_108
orb_1015,aca_111
orb_1016,aca_23
orb_1017,aca_25
orb_1018,aca_103
orb_1019,aca_103
orb_1020,sol_013
orb_1021,sol_044
orb_1022,sol_037
orb_1022,sol_044
orb_1023,aca_43
orb_1024,sol_051
orb_1025,sol_052
orb_1026,aca_7
orb_1027,aca_45
orb_1028,aca_75
orb_1029,aca_76
orb_1030,aca_99
orb_1031,aca_105
orb_1032,aca_105
orb_1033,aca_99
orb_1034,sol_098
orb_1035,sol_037
orb_1036,aca_100
orb_1037,aca_106
orb_1038,aca_106
orb_1039,aca_111
orb_1040,aca_108
orb_1041,aca_111
orb_1042,aca_108
orb_1043,aca_112
orb_1044,aca_109
orb_1045,aca_112
orb_1046,aca_109
orb_1047,aca_3
orb_1048,sol_036
orb_1049,aca_77
orb_1050,aca_74
orb_1051,sol_095
orb_1052,sol_102
orb_1053,aca_68
orb_1054,aca_73
orb_1055,sol_105
orb_1056,aca_66
orb_1057,aca_70
orb_1058,aca_69
orb_1059,aca_67
orb_1060,aca_63
orb_1061,aca_64
orb_1062,aca_66
orb_1063,aca_64
orb_1064,aca_67
orb_1065,aca_65
orb_1066,aca_49
orb_1067,aca_47
orb_1068,aca_55
orb_1069,aca_34
orb_1070,aca_122
orb_1071,aca_40
orb_1072,aca_122
orb_1073,aca_34
orb_1074,aca_81
orb_1075,aca_40
orb_1076,sol_022
orb_1077,aca_85
orb_1078,aca_17
orb_1079,aca_27
orb_1080,aca_20
orb_1081,aca_28
orb_1082,aca_21
orb_1083,aca_22
orb_1084,aca_19
orb_1085,sol_013
orb_1086,sol_051
orb_1087,aca_37
orb_1088,aca_38
orb_1089,aca_14
orb_1090,aca_66
orb_1091,aca_67
orb_1092,sol_036
orb_1093,aca_58
orb_1094,aca_123
orb_1095,aca_74
orb_1096,aca_58
orb_1097,aca_123
orb_1098,aca_63
orb_1099,aca_123
orb_1100,aca_58
orb_1101,aca_62
orb_1102,aca_58
orb_1103,aca_123
orb_1104,aca_6
orb_1105,aca_50
orb_1106,aca_46
orb_1107,aca_11
orb_1108,aca_51
orb_1109,aca_74
orb_1110,aca_119
orb_1111,aca_3
orb_1112,aca_27
orb_1113,aca_17
orb_1114,aca_28
orb_1115,aca_21
orb_1116,aca_22
orb_1117,aca_20
orb_1118,aca_19
orb_1119,aca_6
orb_1120,aca_48
orb_1121,sol_037
orb_1122,sol_012
orb_1123,aca_10
orb_1124,sol_037
orb_1125,aca_48
orb_1126,aca_20
orb_1127,aca_18
orb_1128,sol_103
orb_1129,sol_109
orb_1130,aca_75
orb_1131,aca_77
orb_1132,aca_76
orb_1133,sol_007
orb_1134,sol_093
orb_1135,aca_62
orb_1136,aca_65
orb_1137,aca_66
orb_1138,aca_67
orb_1139,sol_095
orb_1140,aca_69
orb_1141,aca_74
orb_1142,aca_70
orb_1143,aca_73
orb_1144,aca_62
orb_1145,aca_74
orb_1146,aca_68
orb_1147,aca_63
orb_1148,aca_67
orb_1149,aca_66
orb_1150,aca_97
orb_1151,aca_16
orb_1152,sol_027
orb_1153,sol_011
orb_1154,aca_46
orb_1155,aca_50
orb_1156,aca_98
orb_1157,sol_055
orb_1158,sol_048
orb_1159,sol_103
orb_1160,sol_098
orb_1161,sol_092
orb_1161,sol_098
orb_1162,sol_043
orb_1163,sol_011
orb_1164,aca_66
orb_1165,aca_80
orb_1166,aca_67
orb_1167,aca_91
orb_1168,aca_62
orb_1169,aca_31
orb_1170,aca_3
orb_1171,aca_41
orb_1172,aca_47
orb_1173,aca_49
orb_1174,aca_50
orb_1175,aca_41
orb_1176,aca_46
orb_1177,aca_75
orb_1178,aca_60
orb_1179,aca_88
orb_1180,aca_61
orb_1181,sol_092
orb_1182,sol_051
orb_1183,aca_61
orb_1184,aca_0
orb_1185,aca_21
orb_1186,aca_25
orb_1187,aca_72
orb_1188,sol_109
orb_1189,aca_113
orb_1190,aca_110
orb_1191,aca_107
orb_1192,aca_114
orb_1193,aca_87
orb_1194,aca_90
orb_1195,aca_89
orb_1196,aca_96
orb_1197,sol_103
orb_1198,aca_90
orb_1199,aca_87
orb_1200,aca_93
orb_1201,aca_92
orb_1202,aca_90
orb_1203,aca_87
orb_1204,aca_92
orb_1205,aca_91
orb_1206,aca_58
orb_1207,aca_123
orb_1208,aca_58
orb_1209,aca_123
orb_1210,aca_39
orb_1211,aca_52
orb_1212,aca_46
orb_1213,aca_50
orb_1214,aca_60
orb_1215,aca_63
orb_1216,aca_42
orb_1217,aca_38
orb_1218,aca_37
orb_1219,aca_49
orb_1220,aca_47
orb_1221,aca_51
orb_1222,aca_41
orb_1223,sol_039
orb_1224,sol_092
orb_1225,aca_99
orb_1226,sol_012
orb_1227,aca_87
orb_1228,aca_90
orb_1229,aca_81
orb_1230,aca_85
orb_1231,sol_037
orb_1232,aca_81
orb_1233,aca_85
orb_1234,aca_93
orb_1235,aca_85
orb_1236,aca_81
orb_1237,aca_94
orb_1238,aca_81
orb_1239,aca_85
orb_1240,aca_70
orb_1241,aca_69
orb_1242,aca_79
orb_1243,aca_42
orb_1244,aca_40
orb_1245,aca_52
orb_1246,aca_51
orb_1247,aca_63
orb_1248,aca_114
orb_1249,aca_107
orb_1250,aca_19
orb_1251,aca_19
orb_1252,aca_100
orb_1253,sol_013
orb_1254,aca_72
orb_1255,sol_103
orb_1256,aca_94
orb_1257,aca_91
orb_1258,aca_87
orb_1259,aca_90
orb_1260,aca_96
orb_1261,aca_94
orb_1262,aca_89
orb_1263,aca_93
orb_1264,aca_87
orb_1265,aca_90
orb_1266,aca_73
orb_1267,aca_68
orb_1268,aca_39
orb_1269,aca_52
orb_1270,aca_42
orb_1271,aca_51
orb_1272,aca_47
orb_1273,aca_49
orb_1274,aca_41
orb_1275,sol_025
orb_1276,sol_012
orb_1277,aca_68
orb_1278,aca_73
orb_1279,sol_044
orb_1280,sol_012
orb_1281,aca_105
orb_1282,aca_99
orb_1283,aca_106
orb_1284,aca_81
orb_1285,aca_85
orb_1286,sol_054
orb_1287,sol_049
orb_1288,aca_93
orb_1289,aca_106
orb_1290,aca_105
orb_1291,aca_104
orb_1292,aca_94
orb_1293,aca_84
orb_1294,aca_76
orb_1295,aca_110
orb_1296,aca_113
orb_1297,aca_22
orb_1298,aca_23
orb_1299,aca_77
orb_1300,aca_83
orb_1301,aca_45
orb_1302,aca_76
orb_1303,aca_77
orb_1304,aca_60
orb_1305,sol_107
orb_1306,aca_0
orb_1307,aca_108
orb_1308,aca_112
orb_1309,aca_99
orb_1310,aca_105
orb_1311,aca_111
orb_1312,aca_109
orb_1313,aca_106
orb_1314,aca_102
orb_1315,aca_103
orb_1316,aca_99
orb_1317,aca_105
orb_1318,aca_103
orb_1319,aca_106
orb_1320,aca_104
orb_1321,aca_75
orb_1322,aca_71
orb_1323,aca_93
orb_1324,aca_85
orb_1325,aca_81
orb_1326,aca_81
orb_1327,aca_85
orb_1328,aca_62
orb_1329,aca_74
orb_1330,aca_82
orb_1331,aca_93
orb_1332,aca_67
orb_1333,aca_65
orb_1334,aca_70
orb_1335,aca_69
orb_1336,aca_66
orb_1337,aca_64
orb_1338,sol_036
orb_1339,sol_104
orb_1340,aca_4
orb_1341,aca_97
orb_1342,aca_98
orb_1343,aca_107
orb_1344,aca_110
orb_1345,aca_113
orb_1346,aca_114
orb_1347,aca_97
orb_1348,aca_98
orb_1349,aca_102
orb_1350,aca_98
orb_1351,aca_97
orb_1352,aca_101
orb_1353,aca_97
orb_1354,aca_98
orb_1355,aca_64
orb_1356,aca_69
orb_1357,aca_70
orb_1358,aca_73
orb_1359,aca_64
orb_1360,aca_68
orb_1361,aca_68
orb_1362,aca_73
orb_1363,aca_80
orb_1364,aca_86
orb_1365,sol_092
orb_1366,aca_101
orb_1367,aca_104
orb_1368,aca_105
orb_1369,aca_106
orb_1370,aca_109
orb_1371,aca_114
orb_1372,aca_111
orb_1373,aca_113
orb_1374,aca_99
orb_1375,aca_110
orb_1376,aca_110
orb_1377,aca_107
orb_1378,aca_112
orb_1379,aca_113
orb_1380,aca_101
orb_1381,aca_107
orb_1382,aca_114
orb_1383,aca_108
orb_1384,aca_102
orb_1385,aca_106
orb_1386,aca_105
orb_1387,aca_99
orb_1388,sol_043
orb_1389,sol_053
orb_1390,sol_013
orb_1391,aca_89
orb_1392,aca_96
orb_1393,sol_110
orb_1394,aca_82
orb_1395,sol_013
orb_1396,aca_89
orb_1397,aca_96
orb_1398,aca_101
orb_1399,aca_96
orb_1400,aca_89
orb_1401,aca_65
orb_1402,aca_63
orb_1403,aca_74
orb_1404,aca_86
orb_1405,aca_20
orb_1406,aca_18
orb_1407,aca_74
orb_1408,aca_62
orb_1409,aca_69
orb_1410,aca_70
orb_1411,aca_65
orb_1412,aca_64
orb_1413,aca_15
orb_1414,aca_27
orb_1415,aca_95
orb_1416,aca_28
orb_1417,aca_26
orb_1418,aca_42
orb_1419,aca_40
orb_1420,aca_17
orb_1421,aca_17
orb_1422,aca_83
orb_1423,aca_84
orb_1424,aca_97
orb_1425,aca_98
orb_1426,aca_107
orb_1427,aca_97
orb_1428,aca_98
orb_1429,aca_94
orb_1430,aca_94
orb_1431,aca_90
orb_1432,aca_91
orb_1433,aca_87
orb_1434,aca_92
orb_1435,aca_102
orb_1436,aca_91
orb_1437,aca_90
orb_1438,aca_87
orb_1439,aca_110
orb_1440,aca_92
orb_1441,sol_102
orb_1442,sol_105
orb_1443,sol_037
orb_1444,sol_093
orb_1445,sol_095
orb_1446,aca_107
orb_1447,aca_110
orb_1448,aca_102
orb_1449,aca_61
orb_1450,aca_76
orb_1451,aca_47
orb_1452,aca_50
orb_1453,aca_89
orb_1454,aca_96
orb_1455,sol_044
orb_1456,sol_052
orb_1457,aca_108
orb_1458,aca_112
orb_1459,sol_108
orb_1460,aca_111
orb_1461,aca_109
orb_1462,aca_92
orb_1463,aca_96
orb_1464,aca_92
orb_1465,aca_89
orb_1466,aca_41
orb_1467,aca_41
orb_1468,aca_112
orb_1469,aca_108
orb_1470,aca_94
orb_1471,aca_91
orb_1472,aca_92
orb_1473,aca_101
orb_1474,aca_114
orb_1475,sol_052
orb_1476,aca_106
orb_1477,aca_104
orb_1478,aca_99
orb_1479,aca_111
orb_1480,aca_109
orb_1481,aca_105
orb_1482,aca_113
orb_1483,aca_103
orb_1484,sol_103
orb_1485,aca_91
orb_1486,aca_93
orb_1487,aca_49
orb_1488,aca_46
orb_1489,sol_109
orb_1490,sol_107
orb_1491,sol_051
orb_1492,aca_108
orb_1493,aca_112
orb_1494,aca_75
orb_1495,aca_77
orb_1496,sol_092
orb_1497,aca_103
orb_1498,aca_109
orb_1499,aca_111
orb_1500,aca_112
orb_1501,aca_103
orb_1502,aca_108
orb_1503,aca_114
orb_1504,aca_101
orb_1505,aca_113
orb_1506,aca_109
orb_1507,aca_111
orb_1508,aca_104
orb_1509,aca_103
orb_1510,aca_42
orb_1511,aca_40
orb_1512,aca_52
orb_1513,aca_51
orb_1514,aca_65
orb_1515,aca_63
orb_1516,aca_86
orb_1517,aca_39
orb_1518,aca_39
orb_1519,sol_098
orb_1520,aca_59
orb_1521,aca_110
orb_1522,aca_104
orb_1523,aca_102
orb_1524,aca_114
orb_1525,aca_113
orb_1526,aca_107
orb_1527,aca_83
orb_1528,aca_69
orb_1529,aca_73
orb_1530,aca_84
orb_1531,aca_64
orb_1532,aca_64
orb_1533,aca_70
orb_1534,aca_68
orb_1535,aca_65
orb_1536,aca_63
orb_1537,aca_74
orb_1538,aca_91
orb_1539,aca_93
orb_1540,aca_62
orb_1541,aca_62
orb_1542,aca_96
orb_1543,aca_92
orb_1544,aca_92
orb_1545,aca_89
orb_1546,aca_91
orb_1547,aca_93
orb_1548,aca_104
orb_1549,aca_102
orb_1550,aca_94
orb_1551,aca_94
orb_1552,aca_109
orb_1553,aca_112
orb_1554,aca_103
orb_1555,aca_103
orb_1556,aca_111
orb_1557,aca_108
orb_1558,aca_104
orb_1559,aca_102
orb_1560,aca_107
orb_1561,aca_114
orb_1562,aca_113
orb_1563,aca_110
orb_1564,aca_101
orb_1565,aca_101
