name,r1,r2,n_members,members,nodes_explored,min_relator_length
ac19_62442,YXyXXXyX,YYxYxyXYxyxyx,1,123754,623,2
ac19_62450,YXXXyxx,YYXXyxYXyXXX,1,123776,645,2
ac19_62543,YXYXyx,YYYxxYXyXXyyXyx,1,124041,524,2
ac19_62632,YXyXYxx,YYXYXyyxYxxYXYx,1,124296,506,2
ac19_62842,YXYXyx,YYYYxxyXXXyyX,1,124931,852,2
ac19_63014,YXyXXyx,YYYYxyXyxxx,1,125434,692,2
ac19_63042,YXXYx,YYYXYXyxYYXyyx,1,125503,962,2
ac19_63149,YXYXyx,YYXXXyXXyxxxx,1,125820,800,2
ac19_63246,YXYXyx,YYYYXYxyXyyXXYx,1,126105,607,2
ac19_63348,YXyXXyx,YYXYxxYXyxyxx,1,126427,615,2
ac19_63413,YXyXXXyX,YYYXyXyyxxx,1,126613,624,2
ac19_63586,YXXYx,YYYXYxyxyyXyyx,1,127144,615,2
ac19_63860,YXYXyx,YYYxxYXyyXyyX,1,128001,573,2
ac19_63876,YXYXyx,YYXyXXyXYXYYx,1,128045,754,2
ac19_64285,YXXYx,YYYXXyyXYxxxYX,1,129342,629,2
ac19_64323,YXYXyx,YYXYxxyXXyyXXYx,1,129439,522,2
ac19_64418,YXYXyx,YYYYxyxYXyXXyyX,1,129731,570,2
ac19_64437,YXXYx,YYYxyxyXXyyx,1,129788,612,2
ac19_64511,YXYXyx,YYXYxxYYXyXXX,1,130010,516,2
ac19_64565,YXXYx,YYYXYXYYYXXyyx,1,130168,985,2
ac19_64568,YXYXyx,YYXyXyXYXYYxx,2,130174 146308,546,2
ac19_64674,YXyXXyX,YYxyXYXXXyxyx,1,130514,619,2
ac19_64967,YXyXXXyX,YYXXyXYxyxxyx,1,131443,636,2
ac19_65341,YXXYx,YYYXYXYxyXyyyx,1,132675,622,2
ac19_65374,YXYXyx,YYXYxYYxyXXXX,1,132772,989,2
ac19_65596,YXYXyx,YYXXyXXXYxYYxyx,2,133439 149004,751,2
ac19_65717,YXYXyx,YYYXyxyXXXXYxxx,1,133773,684,2
ac19_66025,YXXYx,YYYXyyyXYXYYx,2,134751 152679,613,2
ac19_66030,YXYXyx,YYYXYxyXyXXXYxx,1,134765,734,2
ac19_66177,YXYXyx,YYYXyyXXyyxYxyx,1,135185,796,2
ac19_66560,YXXYx,YYYXyyyXYYxyx,1,136353,850,2
ac19_66575,YYXXXXyX,YXyxxyXYx,1,136385,625,2
ac19_66709,YXXYx,YYXXyyXYXYxyxx,1,136790,614,2
ac19_66721,YXXXyxx,YYXXXXXyXYXyX,1,136818,645,2
ac19_67256,YYXXyxx,YYYxxYYxYXXXX,1,138597,794,2
ac19_67594,YXXyxYx,YYXYxxxxYXX,1,139685,721,2
ac19_67682,YXYXyx,YYXXXXyXYXYYx,2,139983 149632,826,2
ac19_67716,YXXyxYx,YYYxYxxYXX,1,140092,719,2
ac19_67948,YXYXyx,YYYYxyXXyxyXyxx,1,140936,673,2
ac19_68086,YXYXyx,YYYYxyXXyyyyx,1,141407,503,2
ac19_68094,YXYXyx,YYXXyXXyxxxYxyx,1,141431,895,2
ac19_68728,YXXXyxx,YYXXyxYxyXXX,1,143430,646,2
ac19_68839,YXXXyxx,YYXyxYxxxxxyx,1,143798,651,2
ac19_68956,YXYXyx,YYXXyXXXYxYxx,1,144151,749,2
ac19_68978,YXXYx,YYYYxYXyyxyyXyyx,1,144220,615,2
ac19_69081,YXXYx,YYYxyyXYXYXyyx,1,144602,962,2
ac19_69128,YXYXyx,YYXyXXyyxYxxxyx,1,144731,608,2
ac19_69160,YXyXXyx,YYYXyyyxyX,2,144871 147057,643,2
ac19_69188,YYXXXyXYX,YYXXyXYxxyX,1,144971,642,2
ac19_69618,YXXXXyXyx,YYXXXyXyyX,1,146291,661,2
ac19_69846,YXXYx,YYXyyXXYxxyxyx,1,146984,611,2
ac19_69899,YYXXyxx,YYXXYxxxyXYx,1,147161,697,2
ac19_70421,YXYXyx,YYYYXyxyXXXXYxx,1,148857,750,2
ac19_70568,YXXYx,YYYXYYxyXYXyyx,1,149335,962,2
ac19_70634,YXXYx,YYYYxYXyyyxyyXyyyx,1,149532,992,2
ac19_71047,YXYXyx,YYXYxxyyXyXyxxx,1,150900,824,2
ac19_71211,YXYXyx,YYXyXXyXYYxxx,1,151399,541,2
ac19_71220,YXYXyx,YYYXYxyyXyXyxxx,1,151427,831,2
ac19_71473,YXYXyx,YYXyXXyyxYxxxYX,1,152315,695,2
ac19_71645,YYXXXyXYX,YYXXyxYXyX,1,152897,641,2
ac19_71747,YXXXyxx,YYYXyxYXyyxx,1,153232,607,2
ac19_71937,YXYXyx,YYXyyXXyxxxYxYX,1,153841,526,2
ac19_72002,YXYXyx,YYXYxxyXXyXyxxx,1,154050,761,2
ac19_72050,YXyXXXyX,YYYXXyXyxyx,1,154212,626,2
ac19_72218,YXXYx,YYYXYXYYXyyXYx,1,154821,612,2
ac19_72223,YXXYx,YYYXyyxyxyyXYx,1,154837,612,2
ac19_72421,YXyXXyx,YYxyxyxYxYxyxYX,1,155504,670,2
ac19_72502,YXXXyxx,YYXXyXXXYXyX,1,155748,645,2
ac19_72513,YXYXyx,YYYXYxyXXyyyxYx,1,155791,535,2
ac19_72633,YXyXXyx,YYYXyXYxyyxx,1,156248,511,2
