name,arm,solved,nodes_explored,path_length,budget,max_relator_length
ac19_17257,s20_mk2,1,21,13,10000,48
ac19_17258,s20_mk2,1,54,20,10000,48
ac19_17259,s20_mk2,1,15,12,10000,48
ac19_1726,s20_mk2,1,11,8,10000,48
ac19_17260,s20_mk2,1,8,7,10000,48
ac19_17261,s20_mk2,1,13,10,10000,48
ac19_17262,s20_mk2,1,14,9,10000,48
ac19_17263,s20_mk2,1,22,15,10000,48
ac19_17264,s20_mk2,1,7,6,10000,48
ac19_17265,s20_mk2,1,5,4,10000,48
ac19_17266,s20_mk2,1,6,5,10000,48
ac19_17267,s20_mk2,1,50,32,10000,48
ac19_17268,s20_mk2,1,11,10,10000,48
ac19_17269,s20_mk2,1,12,11,10000,48
ac19_1727,s20_mk2,1,28,16,10000,48
ac19_17270,s20_mk2,1,16,15,10000,48
ac19_17271,s20_mk2,1,50,18,10000,48
ac19_17272,s20_mk2,1,20,12,10000,48
ac19_17273,s20_mk2,1,9,7,10000,48
ac19_17274,s20_mk2,1,3525,253,10000,48
ac19_17275,s20_mk2,1,4,3,10000,48
ac19_17276,s20_mk2,1,17,15,10000,48
ac19_17277,s20_mk2,1,79,10,10000,48
ac19_17278,s20_mk2,1,10,8,10000,48
ac19_17279,s20_mk2,1,19,12,10000,48
ac19_1728,s20_mk2,1,7,6,10000,48
ac19_17280,s20_mk2,1,28,11,10000,48
ac19_17281,s20_mk2,1,43,14,10000,48
ac19_17282,s20_mk2,1,27,19,10000,48
ac19_17283,s20_mk2,1,163,30,10000,48
ac19_17284,s20_mk2,1,10,8,10000,48
ac19_17285,s20_mk2,1,6,5,10000,48
ac19_17286,s20_mk2,1,26,18,10000,48
ac19_17287,s20_mk2,1,20,15,10000,48
ac19_17288,s20_mk2,1,6,5,10000,48
ac19_17289,s20_mk2,1,9,8,10000,48
ac19_1729,s20_mk2,1,7,6,10000,48
ac19_17290,s20_mk2,1,19,16,10000,48
ac19_17291,s20_mk2,1,4,3,10000,48
ac19_17292,s20_mk2,1,609,85,10000,48
ac19_17293,s20_mk2,1,27,20,10000,48
ac19_17294,s20_mk2,1,124,23,10000,48
ac19_17295,s20_mk2,1,2102,171,10000,48
ac19_17296,s20_mk2,1,5,4,10000,48
ac19_17297,s20_mk2,1,12,10,10000,48
ac19_17298,s20_mk2,1,22,14,10000,48
ac19_17299,s20_mk2,1,9,8,10000,48
ac19_173,s20_mk2,1,7,6,10000,48
ac19_1730,s20_mk2,1,6,5,10000,48
ac19_17300,s20_mk2,1,10,9,10000,48
ac19_17301,s20_mk2,1,14,9,10000,48
ac19_17302,s20_mk2,1,18,16,10000,48
ac19_17303,s20_mk2,1,4,3,10000,48
ac19_17304,s20_mk2,1,46,12,10000,48
ac19_17305,s20_mk2,1,46,23,10000,48
ac19_17306,s20_mk2,1,35,14,10000,48
ac19_17307,s20_mk2,1,6,5,10000,48
ac19_17308,s20_mk2,1,40,14,10000,48
ac19_17309,s20_mk2,1,9,7,10000,48
ac19_1731,s20_mk2,1,21,14,10000,48
ac19_17310,s20_mk2,1,8,7,10000,48
ac19_17311,s20_mk2,1,543,71,10000,48
ac19_17312,s20_mk2,1,37,11,10000,48
ac19_17313,s20_mk2,1,1015,114,10000,48
ac19_17314,s20_mk2,1,16,11,10000,48
ac19_17315,s20_mk2,1,71,10,10000,48
ac19_17316,s20_mk2,1,32,12,10000,48
ac19_17317,s20_mk2,1,51,32,10000,48
ac19_17318,s20_mk2,1,7,6,10000,48
ac19_17319,s20_mk2,1,31,23,10000,48
ac19_1732,s20_mk2,1,4,3,10000,48
ac19_17320,s20_mk2,1,701,96,10000,48
ac19_17321,s20_mk2,1,6,5,10000,48
ac19_17322,s20_mk2,1,23,12,10000,48
ac19_17323,s20_mk2,1,12,9,10000,48
ac19_17324,s20_mk2,1,13,10,10000,48
ac19_17325,s20_mk2,1,368,133,10000,48
ac19_17326,s20_mk2,1,40,29,10000,48
ac19_17327,s20_mk2,1,7,6,10000,48
ac19_17328,s20_mk2,1,9,8,10000,48
ac19_17329,s20_mk2,1,927,111,10000,48
ac19_1733,s20_mk2,1,159,33,10000,48
ac19_17330,s20_mk2,1,538,40,10000,48
ac19_17331,s20_mk2,1,41,29,10000,48
ac19_17332,s20_mk2,1,12,10,10000,48
ac19_17333,s20_mk2,1,11,8,10000,48
ac19_17334,s20_mk2,1,6,5,10000,48
ac19_17335,s20_mk2,1,9,7,10000,48
ac19_17336,s20_mk2,1,6,5,10000,48
ac19_17337,s20_mk2,1,10,8,10000,48
ac19_17338,s20_mk2,1,10,8,10000,48
ac19_17339,s20_mk2,1,98,13,10000,48
ac19_1734,s20_mk2,1,9,8,10000,48
ac19_17340,s20_mk2,1,19,15,10000,48
ac19_17341,s20_mk2,1,11,10,10000,48
ac19_17342,s20_mk2,1,8,7,10000,48
ac19_17343,s20_mk2,1,1664,45,10000,48
ac19_17344,s20_mk2,1,9,8,10000,48
ac19_17345,s20_mk2,1,5,4,10000,48
ac19_17346,s20_mk2,1,8,7,10000,48
ac19_17347,s20_mk2,1,29,12,10000,48
ac19_17348,s20_mk2,1,10,8,10000,48
ac19_17349,s20_mk2,1,7,6,10000,48
ac19_1735,s20_mk2,1,7,6,10000,48
ac19_17350,s20_mk2,1,8,7,10000,48
ac19_17351,s20_mk2,1,13,9,10000,48
ac19_17352,s20_mk2,1,9,8,10000,48
ac19_17353,s20_mk2,1,11,9,10000,48
ac19_17354,s20_mk2,1,11,10,10000,48
ac19_17355,s20_mk2,1,9,8,10000,48
ac19_17356,s20_mk2,1,856,142,10000,48
ac19_17357,s20_mk2,1,63,40,10000,48
ac19_17358,s20_mk2,1,18,14,10000,48
ac19_17359,s20_mk2,1,7,6,10000,48
ac19_1736,s20_mk2,1,6,5,10000,48
ac19_17360,s20_mk2,1,9,8,10000,48
ac19_17361,s20_mk2,1,12,11,10000,48
ac19_17362,s20_mk2,1,14,13,10000,48
ac19_17363,s20_mk2,1,13,11,10000,48
ac19_17364,s20_mk2,1,20,15,10000,48
ac19_17365,s20_mk2,1,13,8,10000,48
ac19_17366,s20_mk2,1,5,4,10000,48
ac19_17367,s20_mk2,1,8,7,10000,48
ac19_17368,s20_mk2,1,7,6,10000,48
ac19_17369,s20_mk2,1,25,11,10000,48
ac19_1737,s20_mk2,1,10,8,10000,48
ac19_17370,s20_mk2,1,6,5,10000,48
ac19_17371,s20_mk2,1,4,3,10000,48
ac19_17372,s20_mk2,1,609,108,10000,48
ac19_17373,s20_mk2,1,747,93,10000,48
ac19_17374,s20_mk2,1,7,6,10000,48
ac19_17375,s20_mk2,1,4,3,10000,48
ac19_17376,s20_mk2,1,21,13,10000,48
ac19_17377,s20_mk2,1,8,7,10000,48
ac19_17378,s20_mk2,1,36,12,10000,48
ac19_17379,s20_mk2,1,81,28,10000,48
ac19_1738,s20_mk2,1,4,3,10000,48
ac19_17380,s20_mk2,1,22,16,10000,48
ac19_17381,s20_mk2,1,9,7,10000,48
ac19_17382,s20_mk2,1,12,10,10000,48
ac19_17383,s20_mk2,1,18,11,10000,48
ac19_17384,s20_mk2,1,7,6,10000,48
ac19_17385,s20_mk2,1,9,8,10000,48
ac19_17386,s20_mk2,1,20,15,10000,48
ac19_17387,s20_mk2,1,535,62,10000,48
ac19_17388,s20_mk2,1,8,7,10000,48
ac19_17389,s20_mk2,1,118,32,10000,48
ac19_1739,s20_mk2,1,8,7,10000,48
ac19_17390,s20_mk2,1,45,17,10000,48
ac19_17391,s20_mk2,1,11,10,10000,48
ac19_17392,s20_mk2,1,7,6,10000,48
ac19_17393,s20_mk2,1,5,4,10000,48
ac19_17394,s20_mk2,1,10,9,10000,48
ac19_17395,s20_mk2,1,6,5,10000,48
ac19_17396,s20_mk2,1,302,42,10000,48
ac19_17397,s20_mk2,1,50,14,10000,48
ac19_17398,s20_mk2,1,7,6,10000,48
ac19_17399,s20_mk2,1,12,10,10000,48
ac19_174,s20_mk2,1,13,12,10000,48
ac19_1740,s20_mk2,1,24,9,10000,48
ac19_17400,s20_mk2,1,3,2,10000,48
ac19_17401,s20_mk2,1,302,40,10000,48
ac19_17402,s20_mk2,1,9,8,10000,48
ac19_17403,s20_mk2,1,412,123,10000,48
ac19_17404,s20_mk2,1,11,10,10000,48
ac19_17405,s20_mk2,1,75,39,10000,48
ac19_17406,s20_mk2,1,35,15,10000,48
ac19_17407,s20_mk2,1,8,7,10000,48
ac19_17408,s20_mk2,1,20,9,10000,48
ac19_17409,s20_mk2,1,55,26,10000,48
ac19_1741,s20_mk2,1,9,8,10000,48
ac19_17410,s20_mk2,1,9,7,10000,48
ac19_17411,s20_mk2,1,13,12,10000,48
ac19_17412,s20_mk2,1,10,9,10000,48
ac19_17413,s20_mk2,1,16,12,10000,48
ac19_17414,s20_mk2,1,7,6,10000,48
ac19_17415,s20_mk2,1,6,5,10000,48
ac19_17416,s20_mk2,1,51,17,10000,48
ac19_17417,s20_mk2,1,535,40,10000,48
ac19_17418,s20_mk2,1,5,4,10000,48
ac19_17419,s20_mk2,1,4,3,10000,48
ac19_1742,s20_mk2,1,78,48,10000,48
ac19_17420,s20_mk2,1,331,22,10000,48
ac19_17421,s20_mk2,1,30,10,10000,48
ac19_17422,s20_mk2,1,6,5,10000,48
ac19_17423,s20_mk2,1,155,25,10000,48
ac19_17424,s20_mk2,1,8,7,10000,48
ac19_17425,s20_mk2,1,19,15,10000,48
ac19_17426,s20_mk2,1,11,8,10000,48
ac19_17427,s20_mk2,1,28,14,10000,48
ac19_17428,s20_mk2,1,7,6,10000,48
ac19_17429,s20_mk2,1,7,6,10000,48
ac19_1743,s20_mk2,1,11,8,10000,48
ac19_17430,s20_mk2,1,12,11,10000,48
ac19_17431,s20_mk2,1,77,23,10000,48
ac19_17432,s20_mk2,1,6,5,10000,48
ac19_17433,s20_mk2,1,812,143,10000,48
ac19_17434,s20_mk2,1,8,7,10000,48
ac19_17435,s20_mk2,1,36,18,10000,48
ac19_17436,s20_mk2,1,11,10,10000,48
ac19_17437,s20_mk2,1,70,43,10000,48
ac19_17438,s20_mk2,1,13,10,10000,48
ac19_17439,s20_mk2,1,8,7,10000,48
ac19_1744,s20_mk2,1,21,14,10000,48
ac19_17440,s20_mk2,1,19,13,10000,48
ac19_17441,s20_mk2,1,15,8,10000,48
ac19_17442,s20_mk2,1,11,10,10000,48
ac19_17443,s20_mk2,1,12,10,10000,48
ac19_17444,s20_mk2,1,9,8,10000,48
ac19_17445,s20_mk2,1,8,7,10000,48
ac19_17446,s20_mk2,1,236,12,10000,48
ac19_17447,s20_mk2,1,8,7,10000,48
ac19_17448,s20_mk2,1,10,9,10000,48
ac19_17449,s20_mk2,1,9,8,10000,48
ac19_1745,s20_mk2,1,66,22,10000,48
ac19_17450,s20_mk2,1,3,2,10000,48
ac19_17451,s20_mk2,1,6,5,10000,48
ac19_17452,s20_mk2,1,16,12,10000,48
ac19_17453,s20_mk2,1,104,23,10000,48
ac19_17454,s20_mk2,1,10,6,10000,48
ac19_17455,s20_mk2,1,1510,42,10000,48
ac19_17456,s20_mk2,1,29,21,10000,48
ac19_17457,s20_mk2,1,5,4,10000,48
ac19_17458,s20_mk2,1,14,12,10000,48
ac19_17459,s20_mk2,1,16,14,10000,48
ac19_1746,s20_mk2,1,14,11,10000,48
ac19_17460,s20_mk2,1,27,11,10000,48
ac19_17461,s20_mk2,1,15,10,10000,48
ac19_17462,s20_mk2,1,6,5,10000,48
ac19_17463,s20_mk2,1,18,16,10000,48
ac19_17464,s20_mk2,1,113,57,10000,48
ac19_17465,s20_mk2,1,7,6,10000,48
ac19_17466,s20_mk2,1,7,6,10000,48
ac19_17467,s20_mk2,1,33,14,10000,48
ac19_17468,s20_mk2,1,11,10,10000,48
ac19_17469,s20_mk2,1,6,5,10000,48
ac19_1747,s20_mk2,1,9,8,10000,48
ac19_17470,s20_mk2,1,7,6,10000,48
ac19_17471,s20_mk2,1,10,9,10000,48
ac19_17472,s20_mk2,1,6,5,10000,48
ac19_17473,s20_mk2,1,6,5,10000,48
ac19_17474,s20_mk2,1,41,18,10000,48
ac19_17475,s20_mk2,1,5,4,10000,48
ac19_17476,s20_mk2,1,7,6,10000,48
ac19_17477,s20_mk2,1,22,16,10000,48
ac19_17478,s20_mk2,1,11,10,10000,48
ac19_17479,s20_mk2,1,9,8,10000,48
ac19_1748,s20_mk2,1,9,8,10000,48
ac19_17480,s20_mk2,1,761,95,10000,48
ac19_17481,s20_mk2,1,14,10,10000,48
ac19_17482,s20_mk2,1,10,9,10000,48
ac19_17483,s20_mk2,1,47,15,10000,48
ac19_17484,s20_mk2,0,10000,,10000,48
ac19_17485,s20_mk2,1,51,20,10000,48
ac19_17486,s20_mk2,1,17,14,10000,48
ac19_17487,s20_mk2,1,44,32,10000,48
ac19_17488,s20_mk2,1,113,32,10000,48
ac19_17489,s20_mk2,1,5,4,10000,48
ac19_1749,s20_mk2,1,7,6,10000,48
ac19_17490,s20_mk2,1,404,68,10000,48
ac19_17491,s20_mk2,1,6,5,10000,48
ac19_17492,s20_mk2,1,8,7,10000,48
ac19_17493,s20_mk2,1,10,9,10000,48
ac19_17494,s20_mk2,1,108,31,10000,48
ac19_17495,s20_mk2,1,20,18,10000,48
ac19_17496,s20_mk2,1,1566,135,10000,48
ac19_17497,s20_mk2,1,55,33,10000,48
ac19_17498,s20_mk2,1,478,59,10000,48
ac19_17499,s20_mk2,1,6,5,10000,48
ac19_175,s20_mk2,1,2674,217,10000,48
ac19_1750,s20_mk2,1,40,27,10000,48
ac19_17500,s20_mk2,1,18,12,10000,48
ac19_17501,s20_mk2,1,90,43,10000,48
ac19_17502,s20_mk2,1,78,26,10000,48
ac19_17503,s20_mk2,1,11,9,10000,48
ac19_17504,s20_mk2,1,121,16,10000,48
ac19_17505,s20_mk2,1,8,7,10000,48
ac19_17506,s20_mk2,1,5,4,10000,48
ac19_17507,s20_mk2,1,12,11,10000,48
ac19_17508,s20_mk2,1,11,8,10000,48
ac19_17509,s20_mk2,1,11,9,10000,48
ac19_1751,s20_mk2,1,60,12,10000,48
ac19_17510,s20_mk2,1,44,16,10000,48
ac19_17511,s20_mk2,1,177,76,10000,48
ac19_17512,s20_mk2,1,147,30,10000,48
ac19_17513,s20_mk2,1,12,11,10000,48
ac19_17514,s20_mk2,1,30,10,10000,48
ac19_17515,s20_mk2,1,13,12,10000,48
ac19_17516,s20_mk2,1,108,31,10000,48
ac19_17517,s20_mk2,1,13,12,10000,48
ac19_17518,s20_mk2,1,17,15,10000,48
ac19_17519,s20_mk2,1,6,5,10000,48
ac19_1752,s20_mk2,1,10,8,10000,48
ac19_17520,s20_mk2,1,44,15,10000,48
ac19_17521,s20_mk2,1,17,14,10000,48
ac19_17522,s20_mk2,1,7,6,10000,48
ac19_17523,s20_mk2,1,13,10,10000,48
ac19_17524,s20_mk2,1,44,17,10000,48
ac19_17525,s20_mk2,1,25,11,10000,48
ac19_17526,s20_mk2,1,2691,228,10000,48
ac19_17527,s20_mk2,1,15,14,10000,48
ac19_17528,s20_mk2,1,91,46,10000,48
ac19_17529,s20_mk2,1,15,13,10000,48
ac19_1753,s20_mk2,1,7,6,10000,48
ac19_17530,s20_mk2,1,760,95,10000,48
ac19_17531,s20_mk2,1,40,16,10000,48
ac19_17532,s20_mk2,1,61,40,10000,48
ac19_17533,s20_mk2,1,17,14,10000,48
ac19_17534,s20_mk2,1,18,15,10000,48
ac19_17535,s20_mk2,1,40,28,10000,48
ac19_17536,s20_mk2,1,15,10,10000,48
ac19_17537,s20_mk2,1,401,46,10000,48
ac19_17538,s20_mk2,1,16,13,10000,48
ac19_17539,s20_mk2,1,22,18,10000,48
ac19_1754,s20_mk2,1,8,7,10000,48
ac19_17540,s20_mk2,1,13,9,10000,48
ac19_17541,s20_mk2,1,22,16,10000,48
ac19_17542,s20_mk2,1,15,12,10000,48
ac19_17543,s20_mk2,1,9,6,10000,48
ac19_17544,s20_mk2,1,87,22,10000,48
ac19_17545,s20_mk2,1,12,9,10000,48
ac19_17546,s20_mk2,1,4,3,10000,48
ac19_17547,s20_mk2,1,12,11,10000,48
ac19_17548,s20_mk2,1,16,14,10000,48
ac19_17549,s20_mk2,1,7,6,10000,48
ac19_1755,s20_mk2,1,5,4,10000,48
ac19_17550,s20_mk2,1,1330,43,10000,48
ac19_17551,s20_mk2,1,12,11,10000,48
ac19_17552,s20_mk2,1,2216,25,10000,48
ac19_17553,s20_mk2,1,11,8,10000,48
ac19_17554,s20_mk2,1,12,11,10000,48
ac19_17555,s20_mk2,1,13,12,10000,48
ac19_17556,s20_mk2,1,361,140,10000,48
ac19_17557,s20_mk2,1,5,4,10000,48
ac19_17558,s20_mk2,1,266,46,10000,48
ac19_17559,s20_mk2,1,9,7,10000,48
ac19_1756,s20_mk2,1,9,8,10000,48
ac19_17560,s20_mk2,1,16,14,10000,48
ac19_17561,s20_mk2,1,157,25,10000,48
ac19_17562,s20_mk2,1,44,29,10000,48
ac19_17563,s20_mk2,1,21,13,10000,48
ac19_17564,s20_mk2,1,106,67,10000,48
ac19_17565,s20_mk2,1,4,3,10000,48
ac19_17566,s20_mk2,1,14,7,10000,48
ac19_17567,s20_mk2,1,14,11,10000,48
ac19_17568,s20_mk2,1,15,13,10000,48
ac19_17569,s20_mk2,1,1506,186,10000,48
ac19_1757,s20_mk2,1,1093,142,10000,48
ac19_17570,s20_mk2,1,270,42,10000,48
ac19_17571,s20_mk2,1,9,8,10000,48
ac19_17572,s20_mk2,1,8,7,10000,48
ac19_17573,s20_mk2,1,15,11,10000,48
ac19_17574,s20_mk2,1,11,9,10000,48
ac19_17575,s20_mk2,1,7,6,10000,48
ac19_17576,s20_mk2,1,826,98,10000,48
ac19_17577,s20_mk2,1,76,21,10000,48
ac19_17578,s20_mk2,1,208,41,10000,48
ac19_17579,s20_mk2,1,7,6,10000,48
ac19_1758,s20_mk2,1,16,13,10000,48
ac19_17580,s20_mk2,1,13,10,10000,48
ac19_17581,s20_mk2,1,605,13,10000,48
ac19_17582,s20_mk2,1,11,9,10000,48
ac19_17583,s20_mk2,1,222,24,10000,48
ac19_17584,s20_mk2,1,41,14,10000,48
ac19_17585,s20_mk2,1,329,90,10000,48
ac19_17586,s20_mk2,1,262,38,10000,48
ac19_17587,s20_mk2,1,9,8,10000,48
ac19_17588,s20_mk2,1,7,6,10000,48
ac19_17589,s20_mk2,1,66,20,10000,48
ac19_1759,s20_mk2,1,9,8,10000,48
ac19_17590,s20_mk2,1,11,10,10000,48
ac19_17591,s20_mk2,1,8,7,10000,48
ac19_17592,s20_mk2,1,826,98,10000,48
ac19_17593,s20_mk2,1,63,40,10000,48
ac19_17594,s20_mk2,1,10,9,10000,48
ac19_17595,s20_mk2,1,187,95,10000,48
ac19_17596,s20_mk2,1,11,10,10000,48
ac19_17597,s20_mk2,1,8,7,10000,48
ac19_17598,s20_mk2,1,3,2,10000,48
ac19_17599,s20_mk2,1,24,11,10000,48
ac19_176,s20_mk2,1,22,17,10000,48
ac19_1760,s20_mk2,1,10,7,10000,48
ac19_17600,s20_mk2,1,7,6,10000,48
ac19_17601,s20_mk2,1,44,15,10000,48
ac19_17602,s20_mk2,1,33,14,10000,48
ac19_17603,s20_mk2,1,7,6,10000,48
ac19_17604,s20_mk2,1,31,18,10000,48
ac19_17605,s20_mk2,1,12,10,10000,48
ac19_17606,s20_mk2,1,5,4,10000,48
ac19_17607,s20_mk2,1,8,6,10000,48
ac19_17608,s20_mk2,1,262,21,10000,48
ac19_17609,s20_mk2,1,7,6,10000,48
ac19_1761,s20_mk2,1,6,5,10000,48
ac19_17610,s20_mk2,1,8,7,10000,48
ac19_17611,s20_mk2,1,1203,165,10000,48
ac19_17612,s20_mk2,1,52,36,10000,48
ac19_17613,s20_mk2,1,150,34,10000,48
ac19_17614,s20_mk2,1,88,23,10000,48
ac19_17615,s20_mk2,1,90,56,10000,48
ac19_17616,s20_mk2,1,7,6,10000,48
ac19_17617,s20_mk2,1,42,28,10000,48
ac19_17618,s20_mk2,1,126,24,10000,48
ac19_17619,s20_mk2,1,8,7,10000,48
ac19_1762,s20_mk2,1,9,8,10000,48
ac19_17620,s20_mk2,1,6,5,10000,48
ac19_17621,s20_mk2,1,2300,177,10000,48
ac19_17622,s20_mk2,1,12,11,10000,48
ac19_17623,s20_mk2,1,8,7,10000,48
ac19_17624,s20_mk2,1,7,6,10000,48
ac19_17625,s20_mk2,1,73,44,10000,48
ac19_17626,s20_mk2,1,5,4,10000,48
ac19_17627,s20_mk2,1,85,13,10000,48
ac19_17628,s20_mk2,1,43,30,10000,48
ac19_17629,s20_mk2,1,574,26,10000,48
ac19_1763,s20_mk2,1,29,12,10000,48
ac19_17630,s20_mk2,1,4,3,10000,48
ac19_17631,s20_mk2,1,154,58,10000,48
ac19_17632,s20_mk2,1,11,10,10000,48
ac19_17633,s20_mk2,1,9,8,10000,48
ac19_17634,s20_mk2,1,442,45,10000,48
ac19_17635,s20_mk2,1,7,6,10000,48
ac19_17636,s20_mk2,1,177,34,10000,48
ac19_17637,s20_mk2,1,7,6,10000,48
ac19_17638,s20_mk2,1,3797,253,10000,48
ac19_17639,s20_mk2,1,1005,45,10000,48
ac19_1764,s20_mk2,1,5,4,10000,48
ac19_17640,s20_mk2,1,11,10,10000,48
ac19_17641,s20_mk2,1,8,7,10000,48
ac19_17642,s20_mk2,1,5,4,10000,48
ac19_17643,s20_mk2,1,7,6,10000,48
ac19_17644,s20_mk2,1,2299,161,10000,48
ac19_17645,s20_mk2,1,781,52,10000,48
ac19_17646,s20_mk2,1,620,88,10000,48
ac19_17647,s20_mk2,1,14,12,10000,48
ac19_17648,s20_mk2,1,11,8,10000,48
ac19_17649,s20_mk2,1,6,5,10000,48
ac19_1765,s20_mk2,1,24,16,10000,48
ac19_17650,s20_mk2,1,13,12,10000,48
ac19_17651,s20_mk2,1,1449,21,10000,48
ac19_17652,s20_mk2,1,2570,205,10000,48
ac19_17653,s20_mk2,1,5,4,10000,48
ac19_17654,s20_mk2,1,7,6,10000,48
ac19_17655,s20_mk2,1,2509,230,10000,48
ac19_17656,s20_mk2,1,57,23,10000,48
ac19_17657,s20_mk2,1,10,9,10000,48
ac19_17658,s20_mk2,1,5,4,10000,48
ac19_17659,s20_mk2,1,5,4,10000,48
ac19_1766,s20_mk2,1,30,12,10000,48
ac19_17660,s20_mk2,1,12,11,10000,48
ac19_17661,s20_mk2,1,10,7,10000,48
ac19_17662,s20_mk2,1,27,13,10000,48
ac19_17663,s20_mk2,1,1198,81,10000,48
ac19_17664,s20_mk2,1,10,9,10000,48
ac19_17665,s20_mk2,1,15,10,10000,48
ac19_17666,s20_mk2,1,18,11,10000,48
ac19_17667,s20_mk2,1,8,7,10000,48
ac19_17668,s20_mk2,1,9,7,10000,48
ac19_17669,s20_mk2,1,12,8,10000,48
ac19_1767,s20_mk2,1,18,16,10000,48
ac19_17670,s20_mk2,1,7,6,10000,48
ac19_17671,s20_mk2,1,5,4,10000,48
ac19_17672,s20_mk2,1,2303,183,10000,48
ac19_17673,s20_mk2,1,29,19,10000,48
ac19_17674,s20_mk2,1,10,9,10000,48
ac19_17675,s20_mk2,1,90,43,10000,48
ac19_17676,s20_mk2,1,156,26,10000,48
ac19_17677,s20_mk2,1,6,5,10000,48
ac19_17678,s20_mk2,1,268,77,10000,48
ac19_17679,s20_mk2,1,7,6,10000,48
ac19_1768,s20_mk2,1,30,23,10000,48
ac19_17680,s20_mk2,1,10,9,10000,48
ac19_17681,s20_mk2,1,11,9,10000,48
ac19_17682,s20_mk2,1,5,4,10000,48
ac19_17683,s20_mk2,1,42,16,10000,48
ac19_17684,s20_mk2,1,6,5,10000,48
ac19_17685,s20_mk2,1,12,11,10000,48
ac19_17686,s20_mk2,1,9,8,10000,48
ac19_17687,s20_mk2,1,441,29,10000,48
ac19_17688,s20_mk2,1,5,4,10000,48
ac19_17689,s20_mk2,1,7,6,10000,48
ac19_1769,s20_mk2,1,1544,147,10000,48
ac19_17690,s20_mk2,1,7,6,10000,48
ac19_17691,s20_mk2,1,99,14,10000,48
ac19_17692,s20_mk2,1,6,5,10000,48
ac19_17693,s20_mk2,1,10,9,10000,48
ac19_17694,s20_mk2,1,21,17,10000,48
ac19_17695,s20_mk2,1,11,10,10000,48
ac19_17696,s20_mk2,1,10,9,10000,48
ac19_17697,s20_mk2,1,222,21,10000,48
ac19_17698,s20_mk2,1,51,15,10000,48
ac19_17699,s20_mk2,1,4,3,10000,48
ac19_177,s20_mk2,1,2695,60,10000,48
ac19_1770,s20_mk2,1,40,15,10000,48
ac19_17700,s20_mk2,1,53,27,10000,48
ac19_17701,s20_mk2,1,6,5,10000,48
ac19_17702,s20_mk2,1,24,11,10000,48
ac19_17703,s20_mk2,1,14,13,10000,48
ac19_17704,s20_mk2,1,12,11,10000,48
ac19_17705,s20_mk2,1,140,30,10000,48
ac19_17706,s20_mk2,1,4,3,10000,48
ac19_17707,s20_mk2,1,7,6,10000,48
ac19_17708,s20_mk2,1,7,6,10000,48
ac19_17709,s20_mk2,1,17,12,10000,48
ac19_1771,s20_mk2,1,10,9,10000,48
ac19_17710,s20_mk2,1,9,8,10000,48
ac19_17711,s20_mk2,1,7,5,10000,48
ac19_17712,s20_mk2,1,11,10,10000,48
ac19_17713,s20_mk2,1,11,10,10000,48
ac19_17714,s20_mk2,1,15,13,10000,48
ac19_17715,s20_mk2,1,13,12,10000,48
ac19_17716,s20_mk2,1,9,8,10000,48
ac19_17717,s20_mk2,1,13,11,10000,48
ac19_17718,s20_mk2,1,49,17,10000,48
ac19_17719,s20_mk2,1,12,10,10000,48
ac19_1772,s20_mk2,1,2,1,10000,48
ac19_17720,s20_mk2,1,10,9,10000,48
ac19_17721,s20_mk2,1,12,11,10000,48
ac19_17722,s20_mk2,1,13,10,10000,48
ac19_17723,s20_mk2,1,12,11,10000,48
ac19_17724,s20_mk2,1,20,16,10000,48
ac19_17725,s20_mk2,1,80,51,10000,48
ac19_17726,s20_mk2,1,2257,90,10000,48
ac19_17727,s20_mk2,1,1570,45,10000,48
ac19_17728,s20_mk2,1,14,11,10000,48
ac19_17729,s20_mk2,1,5,4,10000,48
ac19_1773,s20_mk2,1,544,77,10000,48
ac19_17730,s20_mk2,1,15,11,10000,48
ac19_17731,s20_mk2,1,47,18,10000,48
ac19_17732,s20_mk2,1,146,29,10000,48
ac19_17733,s20_mk2,1,6,5,10000,48
ac19_17734,s20_mk2,1,5,4,10000,48
ac19_17735,s20_mk2,1,5,4,10000,48
ac19_17736,s20_mk2,1,8,7,10000,48
ac19_17737,s20_mk2,1,12,11,10000,48
ac19_17738,s20_mk2,1,30,15,10000,48
ac19_17739,s20_mk2,1,7,6,10000,48
ac19_1774,s20_mk2,1,14,8,10000,48
ac19_17740,s20_mk2,1,8,7,10000,48
ac19_17741,s20_mk2,1,5,4,10000,48
ac19_17742,s20_mk2,1,16,14,10000,48
ac19_17743,s20_mk2,1,56,22,10000,48
ac19_17744,s20_mk2,1,11,10,10000,48
ac19_17745,s20_mk2,1,8,7,10000,48
ac19_17746,s20_mk2,1,324,83,10000,48
ac19_17747,s20_mk2,1,5,4,10000,48
ac19_17748,s20_mk2,1,7,6,10000,48
ac19_17749,s20_mk2,1,7,6,10000,48
ac19_1775,s20_mk2,1,11,10,10000,48
ac19_17750,s20_mk2,1,7,6,10000,48
ac19_17751,s20_mk2,1,9,8,10000,48
ac19_17752,s20_mk2,1,33,23,10000,48
ac19_17753,s20_mk2,1,7,6,10000,48
ac19_17754,s20_mk2,1,51,34,10000,48
ac19_17755,s20_mk2,1,403,37,10000,48
ac19_17756,s20_mk2,1,5,4,10000,48
ac19_17757,s20_mk2,1,13,10,10000,48
ac19_17758,s20_mk2,1,6,5,10000,48
ac19_17759,s20_mk2,1,61,27,10000,48
