name,arm,solved,nodes_explored,path_length,budget,max_relator_length
ac19_46880,greedy,1,7,6,10000,48
ac19_46881,greedy,1,3934,209,10000,48
ac19_46882,greedy,1,15,11,10000,48
ac19_46883,greedy,1,9,8,10000,48
ac19_46884,greedy,1,5,4,10000,48
ac19_46885,greedy,1,11,10,10000,48
ac19_46886,greedy,1,116,27,10000,48
ac19_46887,greedy,1,6,5,10000,48
ac19_46888,greedy,1,150,11,10000,48
ac19_46889,greedy,1,7,6,10000,48
ac19_4689,greedy,1,9,8,10000,48
ac19_46890,greedy,1,155,13,10000,48
ac19_46891,greedy,1,8,7,10000,48
ac19_46892,greedy,1,10,7,10000,48
ac19_46893,greedy,1,83,16,10000,48
ac19_46894,greedy,1,680,82,10000,48
ac19_46895,greedy,1,1965,50,10000,48
ac19_46896,greedy,1,6,5,10000,48
ac19_46897,greedy,1,52,28,10000,48
ac19_46898,greedy,1,14,10,10000,48
ac19_46899,greedy,1,40,11,10000,48
ac19_469,greedy,1,11,10,10000,48
ac19_4690,greedy,1,47,9,10000,48
ac19_46900,greedy,1,5,4,10000,48
ac19_46901,greedy,1,7,6,10000,48
ac19_46902,greedy,1,158,20,10000,48
ac19_46903,greedy,1,18,10,10000,48
ac19_46904,greedy,1,5,4,10000,48
ac19_46905,greedy,1,7,6,10000,48
ac19_46906,greedy,1,25,11,10000,48
ac19_46907,greedy,1,12,9,10000,48
ac19_46908,greedy,1,21,10,10000,48
ac19_46909,greedy,1,378,39,10000,48
ac19_4691,greedy,1,11,10,10000,48
ac19_46910,greedy,1,20,14,10000,48
ac19_46911,greedy,1,65,15,10000,48
ac19_46912,greedy,1,10,8,10000,48
ac19_46913,greedy,1,22,15,10000,48
ac19_46914,greedy,1,27,11,10000,48
ac19_46915,greedy,1,60,16,10000,48
ac19_46916,greedy,1,3708,16,10000,48
ac19_46917,greedy,1,60,26,10000,48
ac19_46918,greedy,1,3512,143,10000,48
ac19_46919,greedy,1,3668,204,10000,48
ac19_4692,greedy,1,1115,96,10000,48
ac19_46920,greedy,1,253,11,10000,48
ac19_46921,greedy,1,12,11,10000,48
ac19_46922,greedy,1,10,7,10000,48
ac19_46923,greedy,1,49,14,10000,48
ac19_46924,greedy,1,10,9,10000,48
ac19_46925,greedy,1,5146,28,10000,48
ac19_46926,greedy,1,35,16,10000,48
ac19_46927,greedy,1,33,21,10000,48
ac19_46928,greedy,1,4621,43,10000,48
ac19_46929,greedy,1,15,12,10000,48
ac19_4693,greedy,1,5,4,10000,48
ac19_46930,greedy,1,16,14,10000,48
ac19_46931,greedy,1,15,10,10000,48
ac19_46932,greedy,1,2847,11,10000,48
ac19_46933,greedy,1,24,18,10000,48
ac19_46934,greedy,1,5761,230,10000,48
ac19_46935,greedy,1,4408,212,10000,48
ac19_46936,greedy,1,24,12,10000,48
ac19_46937,greedy,1,7,6,10000,48
ac19_46938,greedy,1,60,28,10000,48
ac19_46939,greedy,0,10000,,10000,48
ac19_4694,greedy,1,198,28,10000,48
ac19_46940,greedy,1,11,10,10000,48
ac19_46941,greedy,1,1073,118,10000,48
ac19_46942,greedy,1,140,25,10000,48
ac19_46943,greedy,1,7,6,10000,48
ac19_46944,greedy,0,10000,,10000,48
ac19_46945,greedy,1,22,16,10000,48
ac19_46946,greedy,1,5,4,10000,48
ac19_46947,greedy,1,59,12,10000,48
ac19_46948,greedy,1,117,42,10000,48
ac19_46949,greedy,1,6,5,10000,48
ac19_4695,greedy,1,11,10,10000,48
ac19_46950,greedy,1,20,9,10000,48
ac19_46951,greedy,1,9,8,10000,48
ac19_46952,greedy,1,14,13,10000,48
ac19_46953,greedy,1,11,10,10000,48
ac19_46954,greedy,1,31,13,10000,48
ac19_46955,greedy,1,7,6,10000,48
ac19_46956,greedy,1,9,8,10000,48
ac19_46957,greedy,1,1066,72,10000,48
ac19_46958,greedy,1,33,20,10000,48
ac19_46959,greedy,1,7,6,10000,48
ac19_4696,greedy,1,63,15,10000,48
ac19_46960,greedy,1,252,11,10000,48
ac19_46961,greedy,1,83,17,10000,48
ac19_46962,greedy,1,10,9,10000,48
ac19_46963,greedy,1,56,13,10000,48
ac19_46964,greedy,1,52,14,10000,48
ac19_46965,greedy,1,11,10,10000,48
ac19_46966,greedy,1,11,10,10000,48
ac19_46967,greedy,1,8,7,10000,48
ac19_46968,greedy,1,10,9,10000,48
ac19_46969,greedy,1,12,11,10000,48
ac19_4697,greedy,1,7,6,10000,48
ac19_46970,greedy,1,7,6,10000,48
ac19_46971,greedy,1,16,12,10000,48
ac19_46972,greedy,1,10,9,10000,48
ac19_46973,greedy,1,5,4,10000,48
ac19_46974,greedy,1,1782,103,10000,48
ac19_46975,greedy,1,294,29,10000,48
ac19_46976,greedy,1,7,6,10000,48
ac19_46977,greedy,1,246,10,10000,48
ac19_46978,greedy,1,14,11,10000,48
ac19_46979,greedy,1,5,4,10000,48
ac19_4698,greedy,1,5,4,10000,48
ac19_46980,greedy,1,11,8,10000,48
ac19_46981,greedy,1,9,8,10000,48
ac19_46982,greedy,1,8,6,10000,48
ac19_46983,greedy,1,12,9,10000,48
ac19_46984,greedy,1,13,11,10000,48
ac19_46985,greedy,1,1491,146,10000,48
ac19_46986,greedy,1,7,6,10000,48
ac19_46987,greedy,1,6,5,10000,48
ac19_46988,greedy,1,31,12,10000,48
ac19_46989,greedy,1,8,7,10000,48
ac19_4699,greedy,1,12,9,10000,48
ac19_46990,greedy,1,7,6,10000,48
ac19_46991,greedy,1,1052,63,10000,48
ac19_46992,greedy,1,16,13,10000,48
ac19_46993,greedy,1,5,4,10000,48
ac19_46994,greedy,1,4,3,10000,48
ac19_46995,greedy,1,2405,124,10000,48
ac19_46996,greedy,1,594,92,10000,48
ac19_46997,greedy,1,7,6,10000,48
ac19_46998,greedy,1,3818,152,10000,48
ac19_46999,greedy,1,12,10,10000,48
ac19_47,greedy,1,8,7,10000,48
ac19_470,greedy,1,23,16,10000,48
ac19_4700,greedy,1,8,7,10000,48
ac19_47000,greedy,1,67,28,10000,48
ac19_47001,greedy,1,43,7,10000,48
ac19_47002,greedy,1,1265,114,10000,48
ac19_47003,greedy,1,103,30,10000,48
ac19_47004,greedy,1,190,49,10000,48
ac19_47005,greedy,1,6,5,10000,48
ac19_47006,greedy,1,27,15,10000,48
ac19_47007,greedy,1,8,7,10000,48
ac19_47008,greedy,1,52,14,10000,48
ac19_47009,greedy,1,10,9,10000,48
ac19_4701,greedy,1,8,7,10000,48
ac19_47010,greedy,1,102,16,10000,48
ac19_47011,greedy,1,11,10,10000,48
ac19_47012,greedy,1,8,7,10000,48
ac19_47013,greedy,1,21,10,10000,48
ac19_47014,greedy,1,20,9,10000,48
ac19_47015,greedy,1,6,5,10000,48
ac19_47016,greedy,1,150,23,10000,48
ac19_47017,greedy,1,9,8,10000,48
ac19_47018,greedy,1,247,50,10000,48
ac19_47019,greedy,1,13,11,10000,48
ac19_4702,greedy,1,19,8,10000,48
ac19_47020,greedy,0,10000,,10000,48
ac19_47021,greedy,0,10000,,10000,48
ac19_47022,greedy,1,279,34,10000,48
ac19_47023,greedy,1,268,30,10000,48
ac19_47024,greedy,1,23,11,10000,48
ac19_47025,greedy,1,150,36,10000,48
ac19_47026,greedy,1,19,8,10000,48
ac19_47027,greedy,1,11,9,10000,48
ac19_47028,greedy,1,52,28,10000,48
ac19_47029,greedy,1,18,12,10000,48
ac19_4703,greedy,1,14,12,10000,48
ac19_47030,greedy,1,182,52,10000,48
ac19_47031,greedy,1,12,10,10000,48
ac19_47032,greedy,1,48,14,10000,48
ac19_47033,greedy,1,10,9,10000,48
ac19_47034,greedy,1,9,8,10000,48
ac19_47035,greedy,1,10,9,10000,48
ac19_47036,greedy,1,318,72,10000,48
ac19_47037,greedy,1,8,7,10000,48
ac19_47038,greedy,1,21,10,10000,48
ac19_47039,greedy,1,11,10,10000,48
ac19_4704,greedy,1,3625,201,10000,48
ac19_47040,greedy,1,11,9,10000,48
ac19_47041,greedy,1,13,9,10000,48
ac19_47042,greedy,1,6,5,10000,48
ac19_47043,greedy,1,8,7,10000,48
ac19_47044,greedy,1,11,8,10000,48
ac19_47045,greedy,1,119,40,10000,48
ac19_47046,greedy,1,319,66,10000,48
ac19_47047,greedy,1,398,61,10000,48
ac19_47048,greedy,1,112,43,10000,48
ac19_47049,greedy,1,11,9,10000,48
ac19_4705,greedy,1,5,4,10000,48
ac19_47050,greedy,1,6,5,10000,48
ac19_47051,greedy,1,85,20,10000,48
ac19_47052,greedy,1,234,15,10000,48
ac19_47053,greedy,1,73,24,10000,48
ac19_47054,greedy,1,26,12,10000,48
ac19_47055,greedy,1,7,6,10000,48
ac19_47056,greedy,1,11,8,10000,48
ac19_47057,greedy,1,8,7,10000,48
ac19_47058,greedy,1,13,12,10000,48
ac19_47059,greedy,1,284,27,10000,48
ac19_4706,greedy,1,11,8,10000,48
ac19_47060,greedy,1,19,9,10000,48
ac19_47061,greedy,1,72,13,10000,48
ac19_47062,greedy,1,245,50,10000,48
ac19_47063,greedy,1,7,6,10000,48
ac19_47064,greedy,1,332,48,10000,48
ac19_47065,greedy,1,3740,165,10000,48
ac19_47066,greedy,1,11,9,10000,48
ac19_47067,greedy,1,11,9,10000,48
ac19_47068,greedy,1,12,11,10000,48
ac19_47069,greedy,1,3608,197,10000,48
ac19_4707,greedy,1,7,6,10000,48
ac19_47070,greedy,1,7,6,10000,48
ac19_47071,greedy,1,34,20,10000,48
ac19_47072,greedy,1,8,7,10000,48
ac19_47073,greedy,1,8,6,10000,48
ac19_47074,greedy,1,5,4,10000,48
ac19_47075,greedy,1,2514,147,10000,48
ac19_47076,greedy,1,10,9,10000,48
ac19_47077,greedy,1,9,8,10000,48
ac19_47078,greedy,1,69,30,10000,48
ac19_47079,greedy,1,7,6,10000,48
ac19_4708,greedy,1,23,16,10000,48
ac19_47080,greedy,1,12,10,10000,48
ac19_47081,greedy,1,152,21,10000,48
ac19_47082,greedy,1,10,9,10000,48
ac19_47083,greedy,1,310,68,10000,48
ac19_47084,greedy,1,175,27,10000,48
ac19_47085,greedy,1,8,7,10000,48
ac19_47086,greedy,1,313,65,10000,48
ac19_47087,greedy,1,3992,203,10000,48
ac19_47088,greedy,1,466,74,10000,48
ac19_47089,greedy,1,11,10,10000,48
ac19_4709,greedy,0,10000,,10000,48
ac19_47090,greedy,1,41,15,10000,48
ac19_47091,greedy,1,7,6,10000,48
ac19_47092,greedy,1,7,6,10000,48
ac19_47093,greedy,1,10,9,10000,48
ac19_47094,greedy,1,7,6,10000,48
ac19_47095,greedy,1,10,8,10000,48
ac19_47096,greedy,1,11,10,10000,48
ac19_47097,greedy,1,214,36,10000,48
ac19_47098,greedy,1,552,77,10000,48
ac19_47099,greedy,1,7,6,10000,48
ac19_471,greedy,1,663,89,10000,48
ac19_4710,greedy,1,1972,109,10000,48
ac19_47100,greedy,1,14,12,10000,48
ac19_47101,greedy,1,10,9,10000,48
ac19_47102,greedy,1,6,5,10000,48
ac19_47103,greedy,1,3768,195,10000,48
ac19_47104,greedy,1,573,28,10000,48
ac19_47105,greedy,1,51,13,10000,48
ac19_47106,greedy,1,9,8,10000,48
ac19_47107,greedy,1,159,20,10000,48
ac19_47108,greedy,1,36,17,10000,48
ac19_47109,greedy,1,18,15,10000,48
ac19_4711,greedy,1,32,20,10000,48
ac19_47110,greedy,1,17,7,10000,48
ac19_47111,greedy,1,18,13,10000,48
ac19_47112,greedy,1,1059,121,10000,48
ac19_47113,greedy,1,11,10,10000,48
ac19_47114,greedy,1,276,36,10000,48
ac19_47115,greedy,1,15,13,10000,48
ac19_47116,greedy,1,16,12,10000,48
ac19_47117,greedy,1,3603,163,10000,48
ac19_47118,greedy,1,7,6,10000,48
ac19_47119,greedy,1,73,18,10000,48
ac19_4712,greedy,1,5,4,10000,48
ac19_47120,greedy,1,7,6,10000,48
ac19_47121,greedy,1,90,19,10000,48
ac19_47122,greedy,1,7,6,10000,48
ac19_47123,greedy,1,8,7,10000,48
ac19_47124,greedy,1,42,14,10000,48
ac19_47125,greedy,1,9,8,10000,48
ac19_47126,greedy,1,8,7,10000,48
ac19_47127,greedy,1,5,4,10000,48
ac19_47128,greedy,1,7,6,10000,48
ac19_47129,greedy,1,121,40,10000,48
ac19_4713,greedy,1,10,9,10000,48
ac19_47130,greedy,1,10,9,10000,48
ac19_47131,greedy,1,719,53,10000,48
ac19_47132,greedy,1,54,19,10000,48
ac19_47133,greedy,1,6,5,10000,48
ac19_47134,greedy,1,6,5,10000,48
ac19_47135,greedy,1,17,15,10000,48
ac19_47136,greedy,1,664,82,10000,48
ac19_47137,greedy,1,205,32,10000,48
ac19_47138,greedy,1,7,6,10000,48
ac19_47139,greedy,1,8,7,10000,48
ac19_4714,greedy,1,24,17,10000,48
ac19_47140,greedy,1,21,11,10000,48
ac19_47141,greedy,1,6,5,10000,48
ac19_47142,greedy,1,13,11,10000,48
ac19_47143,greedy,1,5,4,10000,48
ac19_47144,greedy,1,7,6,10000,48
ac19_47145,greedy,1,8,7,10000,48
ac19_47146,greedy,1,182,52,10000,48
ac19_47147,greedy,1,12,10,10000,48
ac19_47148,greedy,1,11,9,10000,48
ac19_47149,greedy,1,8,7,10000,48
ac19_4715,greedy,1,12,10,10000,48
ac19_47150,greedy,1,54,14,10000,48
ac19_47151,greedy,1,11,10,10000,48
ac19_47152,greedy,1,3459,126,10000,48
ac19_47153,greedy,1,25,10,10000,48
ac19_47154,greedy,1,675,42,10000,48
ac19_47155,greedy,1,20,9,10000,48
ac19_47156,greedy,1,11,10,10000,48
ac19_47157,greedy,1,255,14,10000,48
ac19_47158,greedy,1,392,60,10000,48
ac19_47159,greedy,1,7,6,10000,48
ac19_4716,greedy,1,6,5,10000,48
ac19_47160,greedy,0,10000,,10000,48
ac19_47161,greedy,1,7,6,10000,48
ac19_47162,greedy,1,8,7,10000,48
ac19_47163,greedy,1,13,11,10000,48
ac19_47164,greedy,1,35,22,10000,48
ac19_47165,greedy,1,11,9,10000,48
ac19_47166,greedy,1,8,7,10000,48
ac19_47167,greedy,1,103,34,10000,48
ac19_47168,greedy,1,33,20,10000,48
ac19_47169,greedy,1,19,9,10000,48
ac19_4717,greedy,1,6,5,10000,48
ac19_47170,greedy,1,19,8,10000,48
ac19_47171,greedy,1,9,8,10000,48
ac19_47172,greedy,1,6,5,10000,48
ac19_47173,greedy,1,20,14,10000,48
ac19_47174,greedy,1,12,9,10000,48
ac19_47175,greedy,1,85,32,10000,48
ac19_47176,greedy,1,9,8,10000,48
ac19_47177,greedy,1,3668,9,10000,48
ac19_47178,greedy,1,417,36,10000,48
ac19_47179,greedy,1,9,8,10000,48
ac19_4718,greedy,1,4,3,10000,48
ac19_47180,greedy,1,8,7,10000,48
ac19_47181,greedy,1,28,12,10000,48
ac19_47182,greedy,1,18,14,10000,48
ac19_47183,greedy,1,5,4,10000,48
ac19_47184,greedy,0,10000,,10000,48
ac19_47185,greedy,1,6,5,10000,48
ac19_47186,greedy,1,32,20,10000,48
ac19_47187,greedy,1,7529,103,10000,48
ac19_47188,greedy,1,242,38,10000,48
ac19_47189,greedy,1,27,11,10000,48
ac19_4719,greedy,1,1109,110,10000,48
ac19_47190,greedy,1,2388,123,10000,48
ac19_47191,greedy,1,49,27,10000,48
ac19_47192,greedy,1,7,6,10000,48
ac19_47193,greedy,1,11,8,10000,48
ac19_47194,greedy,1,9,8,10000,48
ac19_47195,greedy,1,1134,54,10000,48
ac19_47196,greedy,1,37,24,10000,48
ac19_47197,greedy,1,20,14,10000,48
ac19_47198,greedy,1,11,10,10000,48
ac19_47199,greedy,1,347,62,10000,48
ac19_472,greedy,1,2591,114,10000,48
ac19_4720,greedy,1,29,11,10000,48
ac19_47200,greedy,1,5,4,10000,48
ac19_47201,greedy,1,7,6,10000,48
ac19_47202,greedy,1,7,6,10000,48
ac19_47203,greedy,1,5,4,10000,48
ac19_47204,greedy,1,60,18,10000,48
ac19_47205,greedy,1,5,4,10000,48
ac19_47206,greedy,1,10,9,10000,48
ac19_47207,greedy,1,13,11,10000,48
ac19_47208,greedy,0,10000,,10000,48
ac19_47209,greedy,1,8,7,10000,48
ac19_4721,greedy,1,172,21,10000,48
ac19_47210,greedy,1,24,17,10000,48
ac19_47211,greedy,1,7,6,10000,48
ac19_47212,greedy,1,7,6,10000,48
ac19_47213,greedy,1,33,18,10000,48
ac19_47214,greedy,1,909,65,10000,48
ac19_47215,greedy,1,12,11,10000,48
ac19_47216,greedy,1,7,6,10000,48
ac19_47217,greedy,1,8780,50,10000,48
ac19_47218,greedy,1,7,6,10000,48
ac19_47219,greedy,1,54,11,10000,48
ac19_4722,greedy,1,9,8,10000,48
ac19_47220,greedy,1,41,13,10000,48
ac19_47221,greedy,1,6,5,10000,48
ac19_47222,greedy,1,10,9,10000,48
ac19_47223,greedy,1,275,28,10000,48
ac19_47224,greedy,1,304,48,10000,48
ac19_47225,greedy,1,9,8,10000,48
ac19_47226,greedy,1,21,10,10000,48
ac19_47227,greedy,1,13,12,10000,48
ac19_47228,greedy,1,6,5,10000,48
ac19_47229,greedy,1,10,9,10000,48
ac19_4723,greedy,1,19,15,10000,48
ac19_47230,greedy,1,842,92,10000,48
ac19_47231,greedy,1,11,8,10000,48
ac19_47232,greedy,1,12,11,10000,48
ac19_47233,greedy,1,9,8,10000,48
ac19_47234,greedy,1,781,98,10000,48
ac19_47235,greedy,1,5,4,10000,48
ac19_47236,greedy,1,9,8,10000,48
ac19_47237,greedy,1,485,40,10000,48
ac19_47238,greedy,1,55,9,10000,48
ac19_47239,greedy,1,38,8,10000,48
ac19_4724,greedy,1,14,10,10000,48
ac19_47240,greedy,1,7,6,10000,48
ac19_47241,greedy,1,8,7,10000,48
ac19_47242,greedy,1,33,10,10000,48
ac19_47243,greedy,1,11,10,10000,48
ac19_47244,greedy,1,5,4,10000,48
ac19_47245,greedy,1,1075,86,10000,48
ac19_47246,greedy,1,326,12,10000,48
ac19_47247,greedy,1,10,9,10000,48
ac19_47248,greedy,1,33,20,10000,48
ac19_47249,greedy,1,74,32,10000,48
ac19_4725,greedy,1,4798,46,10000,48
ac19_47250,greedy,1,1269,143,10000,48
ac19_47251,greedy,0,10000,,10000,48
ac19_47252,greedy,1,52,12,10000,48
ac19_47253,greedy,1,56,14,10000,48
ac19_47254,greedy,1,6,5,10000,48
ac19_47255,greedy,1,3500,160,10000,48
ac19_47256,greedy,1,13,12,10000,48
ac19_47257,greedy,1,297,34,10000,48
ac19_47258,greedy,1,52,10,10000,48
ac19_47259,greedy,1,50,14,10000,48
ac19_4726,greedy,1,43,12,10000,48
ac19_47260,greedy,1,14,12,10000,48
ac19_47261,greedy,1,9,8,10000,48
ac19_47262,greedy,1,47,10,10000,48
ac19_47263,greedy,1,259,12,10000,48
ac19_47264,greedy,1,92,21,10000,48
ac19_47265,greedy,1,8,7,10000,48
ac19_47266,greedy,1,748,97,10000,48
ac19_47267,greedy,1,6,5,10000,48
ac19_47268,greedy,1,10,8,10000,48
ac19_47269,greedy,1,6,5,10000,48
ac19_4727,greedy,1,69,26,10000,48
ac19_47270,greedy,1,8,7,10000,48
ac19_47271,greedy,1,22,9,10000,48
ac19_47272,greedy,1,18,8,10000,48
ac19_47273,greedy,1,4648,46,10000,48
ac19_47274,greedy,1,10,8,10000,48
ac19_47275,greedy,1,9,7,10000,48
ac19_47276,greedy,1,32,20,10000,48
ac19_47277,greedy,1,599,94,10000,48
ac19_47278,greedy,1,11,9,10000,48
ac19_47279,greedy,1,178,42,10000,48
ac19_4728,greedy,1,87,31,10000,48
ac19_47280,greedy,1,8,7,10000,48
ac19_47281,greedy,1,15,12,10000,48
ac19_47282,greedy,1,8,6,10000,48
ac19_47283,greedy,1,317,68,10000,48
ac19_47284,greedy,1,14,12,10000,48
ac19_47285,greedy,1,7,6,10000,48
ac19_47286,greedy,1,79,19,10000,48
ac19_47287,greedy,1,13,12,10000,48
ac19_47288,greedy,1,60,26,10000,48
ac19_47289,greedy,1,6,5,10000,48
ac19_4729,greedy,1,7,6,10000,48
ac19_47290,greedy,1,3408,159,10000,48
ac19_47291,greedy,1,7,6,10000,48
ac19_47292,greedy,1,13,11,10000,48
ac19_47293,greedy,1,9,8,10000,48
ac19_47294,greedy,1,11,10,10000,48
ac19_47295,greedy,1,2463,111,10000,48
ac19_47296,greedy,1,5,4,10000,48
ac19_47297,greedy,1,9,8,10000,48
ac19_47298,greedy,1,11,10,10000,48
ac19_47299,greedy,1,13,11,10000,48
ac19_473,greedy,1,6,5,10000,48
ac19_4730,greedy,1,31,18,10000,48
ac19_47300,greedy,1,3856,183,10000,48
ac19_47301,greedy,1,9,8,10000,48
ac19_47302,greedy,1,12,10,10000,48
ac19_47303,greedy,1,7,6,10000,48
ac19_47304,greedy,1,15,11,10000,48
ac19_47305,greedy,1,233,33,10000,48
ac19_47306,greedy,1,11,9,10000,48
ac19_47307,greedy,1,22,10,10000,48
ac19_47308,greedy,1,5,4,10000,48
ac19_47309,greedy,1,8,7,10000,48
ac19_4731,greedy,1,11,9,10000,48
ac19_47310,greedy,1,11,7,10000,48
ac19_47311,greedy,1,5031,48,10000,48
ac19_47312,greedy,1,7,6,10000,48
ac19_47313,greedy,1,75,16,10000,48
ac19_47314,greedy,1,368,31,10000,48
ac19_47315,greedy,1,83,16,10000,48
ac19_47316,greedy,1,52,28,10000,48
ac19_47317,greedy,1,32,20,10000,48
ac19_47318,greedy,1,3611,131,10000,48
ac19_47319,greedy,1,5,4,10000,48
ac19_4732,greedy,1,5,4,10000,48
ac19_47320,greedy,1,328,30,10000,48
ac19_47321,greedy,1,24,8,10000,48
ac19_47322,greedy,1,11,10,10000,48
ac19_47323,greedy,1,434,40,10000,48
ac19_47324,greedy,1,7,6,10000,48
ac19_47325,greedy,1,214,50,10000,48
ac19_47326,greedy,1,59,27,10000,48
ac19_47327,greedy,1,10,8,10000,48
ac19_47328,greedy,1,51,13,10000,48
ac19_47329,greedy,1,22,9,10000,48
ac19_4733,greedy,1,10,9,10000,48
ac19_47330,greedy,1,20,10,10000,48
ac19_47331,greedy,1,4,3,10000,48
ac19_47332,greedy,1,147,20,10000,48
ac19_47333,greedy,1,16,14,10000,48
ac19_47334,greedy,1,6,5,10000,48
ac19_47335,greedy,1,750,97,10000,48
ac19_47336,greedy,1,9,8,10000,48
ac19_47337,greedy,1,60,16,10000,48
ac19_47338,greedy,1,153,31,10000,48
ac19_47339,greedy,1,33,22,10000,48
ac19_4734,greedy,1,35,21,10000,48
ac19_47340,greedy,1,11,8,10000,48
ac19_47341,greedy,1,2253,103,10000,48
ac19_47342,greedy,1,61,15,10000,48
ac19_47343,greedy,1,32,19,10000,48
ac19_47344,greedy,1,7,6,10000,48
ac19_47345,greedy,1,6,5,10000,48
ac19_47346,greedy,1,767,49,10000,48
ac19_47347,greedy,1,9,8,10000,48
ac19_47348,greedy,1,6,5,10000,48
ac19_47349,greedy,1,184,50,10000,48
ac19_4735,greedy,1,36,22,10000,48
ac19_47350,greedy,1,6,5,10000,48
ac19_47351,greedy,1,72,19,10000,48
ac19_47352,greedy,1,7,6,10000,48
ac19_47353,greedy,1,5,4,10000,48
ac19_47354,greedy,1,7,6,10000,48
ac19_47355,greedy,1,9,8,10000,48
ac19_47356,greedy,1,19,9,10000,48
ac19_47357,greedy,1,48,9,10000,48
ac19_47358,greedy,1,4339,61,10000,48
ac19_47359,greedy,1,25,15,10000,48
ac19_4736,greedy,1,13,11,10000,48
ac19_47360,greedy,1,49,12,10000,48
ac19_47361,greedy,1,6,5,10000,48
ac19_47362,greedy,1,80,32,10000,48
ac19_47363,greedy,0,10000,,10000,48
ac19_47364,greedy,1,275,28,10000,48
ac19_47365,greedy,1,13,10,10000,48
ac19_47366,greedy,1,11,10,10000,48
ac19_47367,greedy,0,10000,,10000,48
ac19_47368,greedy,1,13,10,10000,48
ac19_47369,greedy,1,4,3,10000,48
ac19_4737,greedy,1,4090,35,10000,48
ac19_47370,greedy,1,174,20,10000,48
ac19_47371,greedy,1,7,6,10000,48
ac19_47372,greedy,1,41,10,10000,48
ac19_47373,greedy,1,5,4,10000,48
ac19_47374,greedy,1,12,10,10000,48
ac19_47375,greedy,1,11,8,10000,48
ac19_47376,greedy,1,7,6,10000,48
ac19_47377,greedy,1,4,3,10000,48
ac19_47378,greedy,1,33,20,10000,48
ac19_47379,greedy,1,12,11,10000,48
ac19_4738,greedy,1,496,28,10000,48
ac19_47380,greedy,1,85,32,10000,48
ac19_47381,greedy,1,33,20,10000,48
ac19_47382,greedy,1,8,7,10000,48
ac19_47383,greedy,1,58,16,10000,48
ac19_47384,greedy,1,12,11,10000,48
ac19_47385,greedy,1,11,10,10000,48
ac19_47386,greedy,1,50,13,10000,48
ac19_47387,greedy,1,12,10,10000,48
ac19_47388,greedy,1,6,5,10000,48
ac19_47389,greedy,1,259,41,10000,48
ac19_4739,greedy,1,4,3,10000,48
ac19_47390,greedy,1,11,10,10000,48
ac19_47391,greedy,1,11,10,10000,48
ac19_47392,greedy,1,12,9,10000,48
ac19_47393,greedy,1,9,8,10000,48
ac19_47394,greedy,1,14,11,10000,48
ac19_47395,greedy,1,45,10,10000,48
ac19_47396,greedy,1,81,16,10000,48
ac19_47397,greedy,1,13,11,10000,48
ac19_47398,greedy,1,65,29,10000,48
ac19_47399,greedy,1,61,13,10000,48
ac19_474,greedy,1,7,6,10000,48
ac19_4740,greedy,1,2006,58,10000,48
ac19_47400,greedy,1,26,11,10000,48
ac19_47401,greedy,1,6,5,10000,48
ac19_47402,greedy,1,8,7,10000,48
ac19_47403,greedy,1,8,7,10000,48
ac19_47404,greedy,1,10,9,10000,48
ac19_47405,greedy,1,1831,103,10000,48
ac19_47406,greedy,1,5,4,10000,48
ac19_47407,greedy,1,8,7,10000,48
ac19_47408,greedy,1,11,9,10000,48
ac19_47409,greedy,1,7,6,10000,48
ac19_4741,greedy,1,46,9,10000,48
ac19_47410,greedy,1,10,9,10000,48
ac19_47411,greedy,1,344,57,10000,48
ac19_47412,greedy,1,8,7,10000,48
ac19_47413,greedy,1,5,4,10000,48
ac19_47414,greedy,1,13,11,10000,48
ac19_47415,greedy,1,33,20,10000,48
ac19_47416,greedy,1,9,8,10000,48
ac19_47417,greedy,1,6,5,10000,48
ac19_47418,greedy,1,8,7,10000,48
ac19_47419,greedy,1,4778,215,10000,48
ac19_4742,greedy,1,7,6,10000,48
ac19_47420,greedy,1,7,6,10000,48
ac19_47421,greedy,1,8,7,10000,48
ac19_47422,greedy,1,94,23,10000,48
ac19_47423,greedy,1,57,10,10000,48
ac19_47424,greedy,1,14,11,10000,48
ac19_47425,greedy,1,5,4,10000,48
ac19_47426,greedy,1,38,24,10000,48
ac19_47427,greedy,1,10,9,10000,48
ac19_47428,greedy,1,181,48,10000,48
ac19_47429,greedy,1,20,16,10000,48
ac19_4743,greedy,1,2056,56,10000,48
ac19_47430,greedy,1,16,12,10000,48
ac19_47431,greedy,1,4880,47,10000,48
ac19_47432,greedy,1,5,4,10000,48
ac19_47433,greedy,1,12,10,10000,48
ac19_47434,greedy,1,9,8,10000,48
ac19_47435,greedy,1,873,102,10000,48
ac19_47436,greedy,1,54,8,10000,48
ac19_47437,greedy,1,260,50,10000,48
ac19_47438,greedy,1,78,16,10000,48
ac19_47439,greedy,1,16,14,10000,48
ac19_4744,greedy,1,209,26,10000,48
ac19_47440,greedy,1,8,7,10000,48
ac19_47441,greedy,1,9,8,10000,48
ac19_47442,greedy,1,11,10,10000,48
ac19_47443,greedy,1,7,6,10000,48
ac19_47444,greedy,0,10000,,10000,48
ac19_47445,greedy,1,7,6,10000,48
ac19_47446,greedy,1,252,10,10000,48
ac19_47447,greedy,1,8,7,10000,48
ac19_47448,greedy,1,232,13,10000,48
