name,kind,mu,short_relator,bin,bin_lo_nodes,bin_hi_nodes,baseline_nodes,baseline_solved,baseline_censored_at_100k,baseline_path,s12_solved,s12_nodes,s12_path,s28_solved,s28_nodes,s28_path,s20_mk2_solved,s20_mk2_nodes,s20_mk2_path,s24_k1_mk2_solved,s24_k1_mk2_nodes,s24_k1_mk2_path,difficulty_rank
orb_0443,moved_cov,19,False,2,34,115,103,True,False,25,True,71,25,True,99,27,True,95,29,True,98,31,224
orb_0488,moved_cov,19,False,2,34,115,109,True,False,21,True,64,22,True,85,21,True,95,29,True,122,28,225
orb_0276,moved_cov,17,False,2,34,115,110,True,False,42,True,79,38,True,945,64,True,542,69,True,598,63,226
orb_0242,moved_cov,17,False,2,34,115,114,True,False,19,True,48,20,True,95,19,True,47,20,True,34,20,227
orb_0606,moved_cov,21,False,3,115,389,122,True,False,41,True,81,38,True,405,56,True,429,59,True,559,60,228
orb_0351,moved_cov,18,False,3,115,389,127,True,False,13,True,128,17,True,235,23,True,37,15,True,53,15,229
orb_1128,moved_cov,29,False,3,115,389,129,True,False,36,True,42,17,True,33,17,True,61,18,True,158,39,230
orb_0979,moved_cov,26,False,3,115,389,130,True,False,27,True,73,29,True,91,27,True,108,28,True,141,30,231
orb_0849,moved_cov,24,False,3,115,389,132,True,False,24,True,48,26,True,91,32,True,89,28,True,120,36,232
orb_0228,moved_cov,17,False,3,115,389,143,True,False,19,True,38,19,True,44,16,True,58,15,True,151,36,233
orb_0394,moved_cov,19,False,3,115,389,144,True,False,19,True,38,19,True,44,16,True,57,15,True,150,36,234
orb_1459,moved_cov,42,False,3,115,389,145,True,False,48,True,97,48,True,123,44,True,101,46,True,120,52,235
orb_0847,moved_cov,24,False,3,115,389,148,True,False,36,True,74,37,True,127,36,True,79,41,True,67,41,236
orb_0359,moved_cov,18,False,3,115,389,149,True,False,23,True,26,16,True,32,16,True,34,19,True,42,24,237
orb_0230,moved_cov,17,False,3,115,389,152,True,False,19,True,40,19,True,46,16,True,64,15,True,155,36,238
orb_0437,moved_cov,19,False,3,115,389,153,True,False,22,True,43,22,True,32,20,True,28,20,True,28,20,239
orb_0801,moved_cov,24,False,3,115,389,157,True,False,25,True,99,32,True,90,21,True,74,21,True,58,26,240
orb_0458,seed,19,False,3,115,389,165,True,False,26,True,98,33,True,91,22,True,74,22,True,57,27,241
orb_0150,moved_cov,15,False,3,115,389,173,True,False,27,True,75,26,True,102,24,True,88,26,True,87,28,242
orb_0524,moved_cov,20,False,3,115,389,173,True,False,15,True,122,15,True,229,19,True,34,13,True,50,13,243
orb_0974,moved_cov,26,False,3,115,389,177,True,False,29,True,103,37,True,171,28,True,77,26,True,60,31,244
orb_0689,moved_cov,22,False,3,115,389,184,True,False,27,True,103,34,True,182,27,True,80,23,True,85,26,245
orb_0718,moved_cov,23,False,3,115,389,185,True,False,20,True,100,30,True,91,19,True,70,19,True,57,17,246
orb_0915,moved_cov,25,False,3,115,389,188,True,False,23,True,67,24,True,137,33,True,223,22,True,242,46,247
orb_0457,moved_cov,19,False,3,115,389,189,True,False,22,True,65,22,True,72,20,True,221,20,True,237,42,248
orb_1092,moved_cov,29,False,3,115,389,191,True,False,24,True,67,24,True,78,28,True,221,22,True,238,44,249
orb_0344,moved_cov,18,False,3,115,389,198,True,False,28,True,82,23,True,101,25,True,93,27,True,93,29,250
orb_0686,moved_cov,22,False,3,115,389,203,True,False,33,True,82,33,True,132,36,True,186,38,True,158,38,251
orb_0781,moved_cov,23,False,3,115,389,208,True,False,30,True,85,32,True,37,15,True,172,24,True,239,43,252
orb_0787,moved_cov,23,False,3,115,389,219,True,False,13,True,91,13,True,29,12,True,28,13,True,74,13,253
orb_1157,moved_cov,30,False,3,115,389,222,True,False,26,True,108,25,True,103,19,True,121,25,True,124,36,254
orb_0393,moved_cov,19,False,3,115,389,223,True,False,24,True,86,23,True,75,21,True,249,21,True,239,43,255
orb_0985,moved_cov,26,False,3,115,389,228,True,False,25,True,105,24,True,101,18,True,117,24,True,122,35,256
orb_0492,moved_cov,20,False,3,115,389,271,True,False,30,True,115,29,True,190,36,True,104,29,True,97,29,257
orb_0537,moved_cov,21,False,3,115,389,271,True,False,33,True,76,32,True,125,33,True,190,34,True,156,34,258
orb_0119,moved_cov,14,False,3,115,389,275,True,False,33,True,77,32,True,128,35,True,188,34,True,156,34,259
orb_0371,moved_cov,18,False,3,115,389,278,True,False,27,True,85,19,True,113,17,True,94,19,True,113,30,260
orb_0216,moved_cov,16,False,3,115,389,280,True,False,12,True,134,12,True,25,9,True,62,19,True,49,19,261
orb_0700,moved_cov,22,False,3,115,389,284,True,False,31,True,117,38,True,103,27,True,83,27,True,66,32,262
orb_0719,moved_cov,23,False,3,115,389,286,True,False,22,True,85,23,True,166,22,True,65,21,True,58,19,263
orb_0217,moved_cov,16,False,3,115,389,291,True,False,18,True,135,14,True,36,12,True,56,16,True,45,16,264
orb_0286,moved_cov,17,False,3,115,389,315,True,False,34,True,122,35,True,229,46,True,191,35,True,154,37,265
orb_0987,moved_cov,26,False,3,115,389,318,True,False,32,True,151,30,True,113,20,True,141,30,True,143,39,266
orb_0191,moved_cov,16,False,3,115,389,322,True,False,28,True,240,38,True,578,39,True,264,42,True,600,63,267
orb_0384,moved_cov,19,False,3,115,389,343,True,False,45,True,122,42,True,259,52,True,191,44,True,157,44,268
orb_0172,moved_cov,15,False,3,115,389,357,True,False,32,True,130,31,True,168,35,True,112,31,True,103,33,269
orb_0151,moved_cov,15,False,3,115,389,358,True,False,33,True,145,31,True,580,37,True,232,44,True,365,55,270
orb_1052,moved_cov,28,False,3,115,389,375,True,False,30,True,125,37,True,85,21,True,79,26,True,85,29,271
orb_1161,moved_cov,30,False,3,115,389,383,True,False,40,True,186,43,True,253,45,True,267,44,True,271,46,272
orb_0528,moved_cov,20,False,3,115,389,384,True,False,14,True,124,14,True,73,14,True,95,13,True,46,13,273
orb_0605,moved_cov,21,False,3,115,389,384,True,False,39,True,178,40,True,257,41,True,267,42,True,266,44,274
orb_0711,moved_cov,22,False,3,115,389,387,True,False,35,True,158,44,True,259,52,True,344,44,True,148,45,275
orb_0705,moved_cov,22,False,4,389,1313,395,True,False,42,True,185,38,True,178,37,True,167,41,True,103,17,276
orb_0461,moved_cov,19,False,4,389,1313,402,True,False,39,True,149,38,True,175,42,True,247,38,True,223,40,277
orb_1022,moved_cov,27,False,4,389,1313,403,True,False,40,True,149,40,True,212,32,True,247,40,True,225,42,278
orb_1182,moved_cov,31,False,4,389,1313,410,True,False,49,True,689,39,True,39160,99,True,7576,119,True,6281,118,279
orb_0650,moved_cov,21,False,4,389,1313,435,True,False,48,True,687,38,True,17950,83,True,7562,115,True,6271,114,280
orb_0824,moved_cov,24,False,4,389,1313,435,True,False,77,True,159,77,True,224,67,True,150,75,True,160,75,281
orb_1162,moved_cov,30,False,4,389,1313,488,True,False,65,True,240,31,True,193,37,True,674,69,True,779,69,282
orb_0321,moved_cov,18,False,4,389,1313,491,True,False,38,True,235,35,True,576,37,True,295,50,True,551,61,283
orb_1048,moved_cov,27,False,4,389,1313,522,True,False,59,True,906,68,True,1704,74,True,1778,106,True,1937,106,284
orb_1441,moved_cov,40,False,4,389,1313,534,True,False,51,True,483,51,True,1165,48,True,261,52,True,243,52,285
orb_0452,moved_cov,19,False,4,389,1313,543,True,False,55,True,356,53,True,375,53,True,299,53,True,296,55,286
orb_0757,moved_cov,23,False,4,389,1313,543,True,False,57,True,363,54,True,373,51,True,297,51,True,294,53,287
orb_0973,moved_cov,26,False,4,389,1313,544,True,False,46,True,221,45,True,201,46,True,150,36,True,131,38,288
orb_0277,moved_cov,17,False,4,389,1313,592,True,False,98,True,371,96,True,312,96,True,2376,178,True,2504,154,289
orb_0429,moved_cov,19,False,4,389,1313,592,True,False,100,True,374,98,True,300,96,True,2376,177,True,2515,155,290
orb_0802,moved_cov,24,False,4,389,1313,604,True,False,24,True,119,24,True,74,22,True,254,21,True,244,41,291
orb_0688,moved_cov,22,False,4,389,1313,619,True,False,25,True,118,24,True,146,28,True,125,26,True,122,37,292
orb_0919,moved_cov,25,False,4,389,1313,627,True,False,99,True,383,97,True,312,96,True,2145,153,True,2491,153,293
orb_0306,moved_cov,17,False,4,389,1313,645,True,False,24,True,128,23,True,110,21,True,261,20,True,224,41,294
orb_0830,moved_cov,24,False,4,389,1313,666,True,False,69,True,1475,85,True,3628,57,True,2219,91,True,2738,92,295
orb_0845,moved_cov,24,False,4,389,1313,688,True,False,56,True,376,54,True,215,48,True,348,39,True,177,39,296
orb_0380,moved_cov,19,False,4,389,1313,715,True,False,50,True,355,51,True,361,50,True,474,46,True,415,48,297
orb_0379,moved_cov,19,False,4,389,1313,727,True,False,51,True,368,55,True,415,52,True,473,46,True,411,48,298
orb_0722,moved_cov,23,False,4,389,1313,728,True,False,51,True,368,55,True,413,52,True,473,46,True,411,48,299
orb_0691,moved_cov,22,False,4,389,1313,788,True,False,48,True,361,40,True,343,48,True,340,45,True,233,45,300
orb_1055,moved_cov,28,False,4,389,1313,886,True,False,48,True,319,51,True,277,48,True,176,39,True,144,40,301
orb_1255,moved_cov,33,False,4,389,1313,978,True,False,51,True,180,47,True,778,46,True,375,47,True,721,56,302
orb_0651,moved_cov,21,False,4,389,1313,1000,True,False,65,True,1274,75,True,1236,65,True,2116,73,True,2592,73,303
orb_0231,moved_cov,17,False,4,389,1313,1132,True,False,54,True,316,40,True,266,45,True,244,42,True,371,44,304
orb_0229,moved_cov,17,False,4,389,1313,1134,True,False,53,True,315,42,True,271,54,True,255,44,True,405,46,305
orb_1279,moved_cov,34,False,4,389,1313,1148,True,False,66,True,1224,72,True,1413,59,True,6110,139,True,6248,157,306
orb_0629,moved_cov,21,False,4,389,1313,1164,True,False,71,True,1366,85,True,1587,74,True,2111,79,True,2607,79,307
orb_0471,moved_cov,19,False,4,389,1313,1168,True,False,72,True,1314,86,True,1641,80,True,2114,82,True,2599,82,308
orb_0599,moved_cov,21,False,4,389,1313,1186,True,False,76,True,527,58,True,486,67,True,374,64,True,613,64,309
orb_1393,moved_cov,38,False,4,389,1313,1198,True,False,41,True,663,41,True,415,32,True,305,40,True,318,40,310
orb_0756,moved_cov,23,False,4,389,1313,1216,True,False,48,True,436,45,True,319,45,True,204,44,True,310,55,311
orb_0857,moved_cov,25,False,4,389,1313,1305,True,False,77,True,626,64,True,690,69,True,379,70,True,626,70,312
orb_0294,moved_cov,17,False,4,389,1313,1311,True,False,76,True,630,63,True,677,69,True,382,65,True,609,66,313
orb_0349,moved_cov,18,False,5,1313,4432,1321,True,False,78,True,642,65,True,679,70,True,382,67,True,623,68,314
orb_0971,moved_cov,26,False,5,1313,4432,1458,True,False,78,True,434,77,True,630,87,True,543,81,True,715,80,315
orb_0916,moved_cov,25,False,5,1313,4432,1482,True,False,70,True,503,62,True,531,65,True,407,66,True,314,62,316
orb_0164,moved_cov,15,False,5,1313,4432,1626,True,False,74,True,440,73,True,707,94,True,537,72,True,700,72,317
orb_0951,moved_cov,26,False,5,1313,4432,1659,True,False,76,True,447,75,True,629,83,True,534,76,True,714,75,318
orb_0282,moved_cov,17,False,5,1313,4432,1730,True,False,76,True,447,75,True,629,85,True,534,76,True,716,75,319
orb_0517,moved_cov,20,False,5,1313,4432,1760,True,False,76,True,503,77,True,1012,106,True,531,76,True,716,76,320
orb_0839,moved_cov,24,False,5,1313,4432,1911,True,False,68,True,953,69,True,899,66,True,289,57,True,201,56,321
orb_1197,moved_cov,32,False,5,1313,4432,1928,True,False,37,True,562,37,True,388,35,True,433,49,True,484,58,322
orb_0162,moved_cov,15,False,5,1313,4432,1954,True,False,51,True,1987,42,True,47841,45,True,1570,48,True,1941,48,323
orb_0615,moved_cov,21,False,5,1313,4432,1962,True,False,53,True,1976,44,True,47847,48,True,1575,50,True,1936,50,324
orb_1159,moved_cov,30,False,5,1313,4432,1962,True,False,39,True,561,37,True,1011,41,True,624,49,True,544,57,325
orb_1152,moved_cov,30,False,5,1313,4432,1967,True,False,61,True,1978,51,True,48123,53,True,1577,59,True,1954,59,326
orb_0336,moved_cov,18,False,5,1313,4432,2117,True,False,9,True,255,9,True,56,9,True,16,9,True,16,9,327
orb_1158,moved_cov,30,False,5,1313,4432,2169,True,False,58,True,2285,51,True,48229,50,True,1816,56,True,2241,58,328
orb_1287,moved_cov,34,False,5,1313,4432,2251,True,False,64,True,2399,53,True,48263,56,True,1923,57,True,2431,57,329
orb_1223,moved_cov,32,False,5,1313,4432,2318,True,False,104,True,2060,111,True,2059,105,True,1517,112,True,2181,123,330
orb_0518,moved_cov,20,False,5,1313,4432,2384,True,False,33,True,839,33,True,302,33,True,356,33,True,202,42,331
orb_0204,moved_cov,16,False,5,1313,4432,2414,True,False,15,True,324,17,True,111,14,True,44,14,True,59,21,332
orb_1286,moved_cov,34,False,5,1313,4432,2495,True,False,48,True,887,46,True,347,46,True,417,46,True,259,57,333
orb_1160,moved_cov,30,False,5,1313,4432,2968,True,False,106,True,6151,89,True,14367,83,True,582,81,True,303,81,334
orb_0529,moved_cov,20,False,5,1313,4432,2976,True,False,78,True,976,75,True,394,32,True,1879,74,True,2421,74,335
orb_0430,moved_cov,19,False,5,1313,4432,3340,True,False,230,True,1065,228,True,1322,222,True,8995,380,True,11084,317,336
orb_0590,moved_cov,21,False,5,1313,4432,3340,True,False,232,True,1067,230,True,1307,222,True,8995,379,True,11132,318,337
orb_1122,moved_cov,29,False,5,1313,4432,3369,True,False,231,True,1079,229,True,1300,222,True,5154,337,True,11069,319,338
orb_0520,moved_cov,20,False,5,1313,4432,4337,True,False,62,True,3608,48,True,47834,50,True,2173,54,True,3180,54,339
orb_0270,moved_cov,17,False,6,4432,14958,4484,True,False,25,True,382,27,True,268,29,True,198,37,True,89,35,340
orb_0368,moved_cov,18,False,6,4432,14958,4494,True,False,25,True,372,28,True,267,26,True,198,37,True,99,35,341
orb_0373,moved_cov,18,False,6,4432,14958,4509,True,False,23,True,373,24,True,256,28,True,192,33,True,87,31,342
orb_0252,moved_cov,17,False,6,4432,14958,4652,True,False,43,True,554,39,True,573,40,True,208,39,True,368,50,343
orb_0628,moved_cov,21,False,6,4432,14958,4996,True,False,46,True,562,55,True,1471,66,True,804,46,True,1150,47,344
orb_0147,moved_cov,15,False,6,4432,14958,5017,True,False,44,True,566,41,True,576,41,True,200,40,True,366,51,345
orb_0755,moved_cov,23,False,6,4432,14958,5351,True,False,55,True,1264,55,True,838,62,True,451,48,True,884,54,346
orb_1365,moved_cov,38,False,6,4432,14958,5352,True,False,57,True,1266,57,True,876,65,True,452,50,True,884,56,347
orb_1224,moved_cov,32,False,6,4432,14958,5373,True,False,56,True,1286,55,True,899,65,True,451,50,True,866,56,348
orb_0981,moved_cov,26,False,6,4432,14958,5605,True,False,132,True,1987,135,True,7064,143,True,981,120,True,563,72,349
orb_1231,moved_cov,33,False,6,4432,14958,5804,True,False,57,True,1350,55,True,983,64,True,448,47,True,841,53,350
orb_0472,moved_cov,19,False,6,4432,14958,5879,True,False,45,True,909,45,True,522,45,True,1001,42,True,1463,60,351
orb_0611,moved_cov,21,False,6,4432,14958,6736,True,False,57,True,1361,56,True,1004,63,True,445,45,True,816,51,352
orb_0842,moved_cov,24,False,6,4432,14958,6757,True,False,44,True,5037,69,True,2640,43,True,1724,43,True,2758,59,353
orb_1121,moved_cov,29,False,6,4432,14958,6764,True,False,58,True,1359,55,True,270,53,True,444,47,True,545,47,354
orb_0312,moved_cov,17,False,6,4432,14958,6791,True,False,43,True,5008,67,True,2703,48,True,1656,43,True,2755,60,355
orb_0975,moved_cov,26,False,6,4432,14958,7372,True,False,59,True,2917,60,True,1808,44,True,817,58,True,525,59,356
orb_0782,moved_cov,23,False,6,4432,14958,8844,True,False,172,True,2176,165,True,2314,155,True,2398,163,True,1936,117,357
orb_0378,moved_cov,19,False,6,4432,14958,9162,True,False,149,True,4046,163,True,4370,167,True,1579,158,True,2517,158,358
orb_0835,moved_cov,24,False,6,4432,14958,9248,True,False,153,True,4385,169,True,4546,170,True,1571,159,True,2517,163,359
orb_0447,moved_cov,19,False,6,4432,14958,9447,True,False,153,True,4451,165,True,6105,170,True,1579,160,True,2517,160,360
orb_0448,moved_cov,19,False,6,4432,14958,9474,True,False,156,True,4490,167,True,6105,171,True,1580,162,True,2518,162,361
orb_1139,moved_cov,30,False,6,4432,14958,9478,True,False,154,True,4486,170,True,6121,170,True,1593,169,True,2516,167,362
orb_0838,moved_cov,24,False,6,4432,14958,10417,True,False,114,True,2787,115,True,1487,89,True,3027,83,True,6399,97,363
orb_0626,moved_cov,21,False,6,4432,14958,11994,True,False,79,True,4308,87,True,78199,86,True,4758,82,True,4549,98,364
orb_1181,moved_cov,31,False,6,4432,14958,11995,True,False,81,True,4309,89,True,78199,88,True,4758,84,True,4549,100,365
orb_1338,moved_cov,36,False,6,4432,14958,12130,True,False,54,True,25075,56,True,21009,76,True,5944,57,True,3582,68,366
orb_1388,moved_cov,38,False,6,4432,14958,12161,True,False,65,True,25078,65,True,17938,73,True,5603,52,True,2721,52,367
orb_1124,moved_cov,29,False,6,4432,14958,12320,True,False,104,True,2693,161,True,2166,121,True,8798,223,True,8798,239,368
orb_1134,moved_cov,30,False,6,4432,14958,13092,True,False,67,True,3978,54,True,2211,53,True,1747,55,True,2726,69,369
orb_0446,moved_cov,19,False,6,4432,14958,13197,True,False,68,True,4008,54,True,2211,53,True,1746,55,True,2728,69,370
orb_1035,moved_cov,27,False,6,4432,14958,13282,True,False,65,True,96903,101,False,100000,,True,32919,92,True,46566,101,371
orb_0836,moved_cov,24,False,6,4432,14958,13375,True,False,66,True,4017,54,True,2512,53,True,1739,55,True,2755,72,372
orb_1153,moved_cov,30,False,7,14958,50482,15085,True,False,162,True,4184,154,True,2959,178,True,3210,197,True,2566,179,373
orb_0690,moved_cov,22,False,7,14958,50482,17157,True,False,163,True,7226,152,True,2958,176,True,3194,190,True,2547,170,374
orb_0853,moved_cov,24,False,7,14958,50482,17369,True,False,178,True,7316,177,True,9865,188,True,4012,168,True,2199,118,375
orb_0526,moved_cov,20,False,7,14958,50482,17579,True,False,186,True,7283,176,True,9832,189,True,4018,171,True,2221,122,376
orb_0591,moved_cov,21,False,7,14958,50482,18320,True,False,490,True,3079,492,True,5198,468,True,33768,784,True,43297,694,377
orb_0751,moved_cov,23,False,7,14958,50482,18320,True,False,492,True,3079,494,True,5151,468,True,33768,783,True,43298,695,378
orb_1024,moved_cov,27,False,7,14958,50482,18390,True,False,107,True,7170,111,True,8253,111,True,6963,94,True,5867,94,379
orb_1253,moved_cov,33,False,7,14958,50482,18436,True,False,491,True,3076,493,True,5121,468,True,20125,723,True,43285,689,380
orb_0692,moved_cov,22,False,7,14958,50482,30822,True,False,66,True,5848,65,True,10080,66,True,1779,59,True,2907,79,381
orb_0205,moved_cov,16,False,7,14958,50482,33632,True,False,73,True,11939,67,True,10507,75,True,2775,71,True,3085,86,382
orb_1021,moved_cov,27,False,7,14958,50482,33989,True,False,68,True,10600,68,True,6655,63,True,1430,63,True,1045,70,383
orb_1086,moved_cov,28,False,7,14958,50482,35729,True,False,115,True,17416,124,True,27071,105,True,6632,132,True,5821,129,384
orb_0631,moved_cov,21,False,8,50482,170367,83601,True,False,93,True,9889,85,True,10556,80,True,9551,112,True,9575,127,385
orb_0531,moved_cov,21,False,8,50482,170367,94512,True,False,318,True,43579,372,True,30231,330,True,5569,347,True,10966,327,386
orb_0837,moved_cov,24,False,8,50482,170367,95621,True,False,322,True,43686,376,True,38303,332,True,5592,349,True,10966,329,387
orb_1489,moved_cov,46,False,8,50482,170367,96658,True,False,70,True,51272,76,True,32188,70,True,25957,149,True,32195,153,388
orb_0337,moved_cov,18,False,8,50482,170367,100000,False,True,,True,23236,12,True,5204,16,True,597,12,True,922,12,389
orb_0366,moved_cov,18,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,True,14003,90,True,86443,105,390
orb_0468,moved_cov,19,False,8,50482,170367,100000,False,True,,False,100000,,True,1054,72,True,3107,65,True,6574,84,391
orb_0470,moved_cov,19,False,8,50482,170367,100000,False,True,,True,19688,54,True,44199,78,True,10659,135,True,11557,151,392
orb_0576,moved_cov,21,False,8,50482,170367,100000,False,True,,False,100000,,True,45154,67,True,6938,66,True,16064,79,393
orb_0627,moved_cov,21,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,True,51818,347,True,26998,314,394
orb_0678,moved_cov,22,False,8,50482,170367,100000,False,True,,True,21389,11,True,3488,11,True,323,11,True,502,11,395
orb_0715,moved_cov,23,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,True,21562,738,True,43273,713,396
orb_0851,moved_cov,24,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,True,14013,92,True,86473,107,397
orb_0890,moved_cov,25,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,398
orb_0914,moved_cov,25,False,8,50482,170367,100000,False,True,,True,28607,365,True,44221,371,True,10707,401,True,12018,343,399
orb_0918,moved_cov,25,False,8,50482,170367,100000,False,True,,True,19674,53,True,44196,76,True,10659,137,True,11557,153,400
orb_0921,moved_cov,25,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,True,3653,86,True,6531,103,401
orb_0939,moved_cov,25,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,402
orb_0978,moved_cov,26,False,8,50482,170367,100000,False,True,,False,100000,,True,1064,67,True,3167,65,True,6514,84,403
orb_1020,moved_cov,27,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,True,21587,740,True,43273,715,404
orb_1034,moved_cov,27,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,True,17709,146,True,20196,162,405
orb_1051,moved_cov,27,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,True,51724,341,True,27049,316,406
orb_1076,moved_cov,28,False,8,50482,170367,100000,False,True,,True,28316,66,True,61296,64,True,27888,67,False,100000,,407
orb_1085,moved_cov,28,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,True,38609,810,True,43321,718,408
orb_1163,moved_cov,30,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,True,50689,267,True,26794,252,409
orb_1188,moved_cov,31,False,8,50482,170367,100000,False,True,,True,5276,64,True,3334,65,True,6879,62,True,5947,71,410
orb_1226,moved_cov,32,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,True,29559,498,True,15632,441,411
orb_1275,moved_cov,34,False,8,50482,170367,100000,False,True,,True,85747,88,True,87870,125,True,10236,117,True,11113,132,412
orb_1276,moved_cov,34,False,8,50482,170367,100000,False,True,,True,22299,372,True,44223,374,True,10098,407,True,11978,349,413
orb_1280,moved_cov,34,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,414
orb_1305,moved_cov,35,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,True,9104,102,True,13648,117,415
orb_1339,moved_cov,36,False,8,50482,170367,100000,False,True,,True,88386,77,True,53557,78,True,43765,81,False,100000,,416
orb_1389,moved_cov,38,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,True,59482,89,417
orb_1390,moved_cov,38,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,True,37708,819,True,43341,727,418
orb_1395,moved_cov,38,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,419
orb_1442,moved_cov,40,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,420
orb_1443,moved_cov,40,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,421
orb_1444,moved_cov,40,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,422
orb_1445,moved_cov,40,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,423
orb_1455,moved_cov,42,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,424
orb_1456,moved_cov,42,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,425
orb_1475,moved_cov,44,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,426
orb_1484,moved_cov,44,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,True,58450,74,True,73744,74,427
orb_1490,moved_cov,46,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,428
orb_1491,moved_cov,46,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,429
orb_1496,moved_cov,48,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,430
orb_1519,moved_cov,50,False,8,50482,170367,100000,False,True,,False,100000,,False,100000,,False,100000,,False,100000,,431
